year;rank;bird_species;count;reporting_rate
2021;126;Rufous Whistler;3;0.6667
2021;127;Cattle Egret;3;0.3333
2021;135;Little Kingfisher;2;1.0
2021;137;Broad-billed Flycatcher;2;1.0
2021;142;Little Curlew;2;0.5
2021;143;Nankeen Night-Heron;2;1.0
2021;144;Australian Hobby;2;1.0
2021;150;Black-fronted Dotterel;1;1.0
2021;152;Brolga;1;1.0
2021;161;Terek Sandpiper;1;1.0
2021;162;Tawny Frogmouth;1;1.0
2021;163;Great Frigatebird;1;1.0
2021;164;Striated Pardalote;1;1.0
2021;166;Spotted Harrier;1;1.0
2021;167;Mangrove Golden Whistler;1;1.0
2021;171;Wedge-tailed Eagle;1;1.0
2022;2;Magpie Goose;2961;0.0564
2022;4;Bar-shouldered Dove;1836;0.2119
2022;6;Torresian Imperial-Pigeon;1575;0.2711
2022;7;Little Corella;1308;0.1017
2022;8;Australasian Figbird;1092;0.2582
2022;11;Brown Honeyeater;879;0.3367
2022;12;Sulphur-crested Cockatoo;718;0.2772
2022;17;White-gaped Honeyeater;412;0.415
2022;26;Green Oriole;232;0.3793
2022;28;Rufous-banded Honeyeater;172;0.3953
2022;29;White-bellied Cuckoo-shrike;147;0.4354
2022;33;White-throated Honeyeater;131;0.374
2022;47;Silver-crowned Friarbird;46;0.4783
2022;50;Masked Finch;39;0.1282
2022;55;Grey-headed Whistler;33;0.2424
2022;57;Australian Gull-billed Tern;28;0.1429
2022;61;Torresian Crow;23;0.6957
2022;63;Yellow-throated Miner;21;0.381
2022;64;Pheasant Coucal;20;0.75
2022;67;Banded Honeyeater;17;0.2941
2022;71;Pied Butcherbird;15;0.2667
2022;75;Great Egret;13;0.4615
2022;82;Lesser Crested Tern;10;0.1
2022;98;Common Tern;6;0.1667
2022;99;Australasian Grebe;6;0.3333
2022;102;Tree Martin;5;0.8
2022;107;Rufous Owl;5;0.6
2022;108;Silver-backed Butcherbird;5;0.8
2022;113;Rufous-throated Honeyeater;4;0.75
2022;118;Brown Booby;3;0.3333
2022;121;Channel-billed Cuckoo;3;1.0
2022;129;Large-billed Gerygone;2;0.5
2022;131;White-faced Heron;2;1.0
2022;132;Sacred Kingfisher;2;1.0
2022;134;Gouldian Finch;2;0.5
2022;135;Tawny Frogmouth;2;1.0
2022;140;Pacific Baza;2;1.0
2022;141;Common Cicadabird;2;0.5
2022;142;Far Eastern Curlew;2;1.0
2022;144;Brown-capped Emerald-Dove;1;1.0
2022;147;Whiskered Tern;1;1.0
2022;148;Pied Stilt;1;1.0
2022;149;Yellow-billed Spoonbill;1;1.0
2022;150;Chestnut Rail;1;1.0
2022;155;Leaden Flycatcher;1;1.0
2022;156;Australian Pelican;1;1.0
2023;2;Red-collared Lorikeet;2607;0.6667
2023;3;Little Corella;983;0.2177
2023;7;Brown Honeyeater;702;0.4875
2023;13;White-gaped Honeyeater;353;0.3583
2023;16;Plumed Whistling-Duck;300;0.0023
2023;18;Red-winged Parrot;273;0.1723
2023;20;Wandering Whistling-Duck;241;0.0068
2023;22;Galah;228;0.0907
2023;25;Spangled Drongo;176;0.2449
2023;27;Greater Sand Plover;156;0.0068
2023;33;White-breasted Woodswallow;100;0.0703
2023;35;Great Knot;94;0.0023
2023;38;Helmeted Friarbird;81;0.0884
2023;40;Dusky Honeyeater;65;0.0726
2023;46;Silver-crowned Friarbird;42;0.0385
2023;48;Terek Sandpiper;39;0.0023
2023;49;Masked Finch;37;0.0136
2023;56;Lesser Sand Plover;25;0.0091
2023;58;Oriental Dollarbird;22;0.0295
2023;60;Black-necked Stork;19;0.0227
2023;61;Grey Plover;17;0.0045
2023;66;Plumed Egret;14;0.0091
2023;67;Little Black Cormorant;14;0.0091
2023;71;Blue-winged Kookaburra;13;0.0227
2023;72;Pheasant Coucal;12;0.0249
2023;73;Torresian Crow;12;0.0204
2023;77;Common Sandpiper;9;0.0136
2023;78;Grey Whistler;9;0.0136
2023;87;Rose-crowned Fruit-Dove;7;0.0159
2023;91;Tree Martin;6;0.0068
2023;94;Osprey;5;0.0091
2023;95;Striated Heron;5;0.0091
2023;98;Restless Flycatcher;4;0.0068
2023;99;Sharp-tailed Sandpiper;4;0.0045
2023;102;Australian Yellow White-eye;4;0.0023
2023;103;Little Kingfisher;3;0.0068
2023;106;Leaden Flycatcher;3;0.0045
2023;115;Little Bronze-Cuckoo;2;0.0045
2023;118;Common Tern;2;0.0023
2023;120;Broad-billed Flycatcher;2;0.0023
2023;123;Caspian Tern;2;0.0045
2023;124;White-throated Gerygone;2;0.0023
2023;126;Whiskered Tern;1;0.0023
2023;128;Mangrove Gerygone;1;0.0023
2023;130;Azure Kingfisher;1;0.0023
2023;135;Purple Swamphen;1;0.0023
2023;138;Northern Rosella;1;0.0023
2024;7;Double-barred Finch;909;0.3784
2024;8;Magpie-lark;894;0.525
2024;9;Australasian Figbird;835;0.3382
2024;13;Little Friarbird;520;0.3076
2024;26;Australian White Ibis;272;0.1353
2024;28;Rufous-banded Honeyeater;191;0.0966
2024;32;Red-tailed Black-Cockatoo;120;0.0548
2024;37;Black Kite;88;0.0757
2024;41;White-throated Honeyeater;71;0.0386
2024;46;Eastern Koel;38;0.0419
2024;47;Great Knot;38;0.0064
2024;48;Forest Kingfisher;36;0.0306
2024;49;Brush Cuckoo;34;0.0435
2024;50;Lemon-bellied Flycatcher;31;0.0306
2024;51;Rufous-throated Honeyeater;31;0.0145
2024;53;Red-headed Honeyeater;30;0.0258
2024;54;Sanderling;30;0.0016
2024;58;Mistletoebird;19;0.0242
2024;63;Zebra Finch;16;0.0032
2024;64;Singing Honeyeater;16;0.0129
2024;68;Common Sandpiper;10;0.0048
2024;70;Northern Fantail;8;0.0113
2024;71;Restless Flycatcher;8;0.0032
2024;83;Azure Kingfisher;4;0.0048
2024;85;Caspian Tern;4;0.0048
2024;88;Little Curlew;3;0.0048
2024;90;Beach Stone-curlew;3;0.0032
2024;92;Shining Flycatcher;3;0.0048
2024;96;Striated Heron;3;0.0048
2024;100;Budgerigar;2;0.0016
2024;102;Purple Swamphen;2;0.0032
2024;103;Great Egret;2;0.0016
2024;108;Great Pied Cormorant;2;0.0016
2024;114;Common Cicadabird;1;0.0016
2024;120;Collared Sparrowhawk;1;0.0016
2024;121;Little Tern;1;0.0016
