suburb;census_year;state;sub_category;both_parents_born_overseas;father_only_born_overseas;mother_only_born_overseas;both_parents_born_in_australia;birthplace_not_stated_b;total_responses_c;abs_lga
Karama;2021;Northern Territory;Spanish;23.0;0.0;0.0;0.0;0.0;24.0;Darwin
Karama;2021;Northern Territory;Other(d);751.0;48.0;69.0;214.0;11.0;1085.0;Darwin
Wulagi;2021;Northern Territory;Australian Aboriginal;0.0;21.0;12.0;291.0;0.0;329.0;Darwin
Wulagi;2021;Northern Territory;French;3.0;4.0;4.0;0.0;0.0;13.0;Darwin
Wulagi;2021;Northern Territory;Greek;15.0;16.0;3.0;17.0;0.0;47.0;Darwin
Wulagi;2021;Northern Territory;Italian;18.0;6.0;0.0;42.0;0.0;65.0;Darwin
Wulagi;2021;Northern Territory;Maltese;0.0;0.0;0.0;3.0;0.0;4.0;Darwin
Wulagi;2021;Northern Territory;Polish;12.0;0.0;0.0;3.0;0.0;12.0;Darwin
Wulagi;2021;Northern Territory;Scottish;33.0;9.0;4.0;102.0;0.0;154.0;Darwin
Darwin City;2021;Northern Territory;Australian;47.0;154.0;149.0;858.0;5.0;1210.0;Darwin
Darwin City;2021;Northern Territory;Croatian;6.0;4.0;0.0;0.0;0.0;10.0;Darwin
Darwin City;2021;Northern Territory;French;30.0;0.0;3.0;9.0;0.0;45.0;Darwin
Darwin City;2021;Northern Territory;Irish;197.0;28.0;32.0;384.0;3.0;640.0;Darwin
Darwin City;2021;Northern Territory;South African;16.0;0.0;0.0;0.0;0.0;19.0;Darwin
Darwin City;2021;Northern Territory;Ancestry not stated;63.0;0.0;0.0;19.0;823.0;904.0;Darwin
Fannie Bay;2021;Northern Territory;Australian;27.0;82.0;89.0;523.0;4.0;724.0;Darwin
Fannie Bay;2021;Northern Territory;Dutch;22.0;7.0;0.0;12.0;0.0;45.0;Darwin
Fannie Bay;2021;Northern Territory;Maltese;8.0;0.0;0.0;11.0;0.0;16.0;Darwin
Fannie Bay;2021;Northern Territory;New Zealander;7.0;0.0;4.0;0.0;0.0;17.0;Darwin
Fannie Bay;2021;Northern Territory;Scottish;71.0;18.0;17.0;175.0;0.0;289.0;Darwin
Fannie Bay;2021;Northern Territory;Sri Lankan;12.0;5.0;0.0;0.0;0.0;21.0;Darwin
Fannie Bay;2021;Northern Territory;Other(d);315.0;23.0;37.0;52.0;3.0;435.0;Darwin
The Gardens (NT);2021;Northern Territory;Croatian;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
The Gardens (NT);2021;Northern Territory;German;4.0;3.0;3.0;21.0;0.0;31.0;Darwin
The Gardens (NT);2021;Northern Territory;Korean;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
The Gardens (NT);2021;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
The Gardens (NT);2021;Northern Territory;New Zealander;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
The Gardens (NT);2021;Northern Territory;Samoan;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
The Gardens (NT);2021;Northern Territory;Other(d);95.0;7.0;6.0;18.0;0.0;128.0;Darwin
Woolner;2021;Northern Territory;Dutch;7.0;4.0;3.0;4.0;0.0;11.0;Darwin
Woolner;2021;Northern Territory;Greek;8.0;7.0;0.0;6.0;0.0;23.0;Darwin
Woolner;2021;Northern Territory;Russian;4.0;0.0;0.0;0.0;0.0;3.0;Darwin
Woolner;2021;Northern Territory;Welsh;4.0;0.0;7.0;0.0;0.0;10.0;Darwin
Marrara;2021;Northern Territory;Australian Aboriginal;0.0;6.0;9.0;116.0;0.0;129.0;Darwin
Marrara;2021;Northern Territory;Indian;10.0;0.0;0.0;0.0;0.0;15.0;Darwin
Marrara;2021;Northern Territory;Maltese;3.0;0.0;0.0;0.0;0.0;5.0;Darwin
Marrara;2021;Northern Territory;Polish;0.0;0.0;0.0;0.0;0.0;3.0;Darwin
Marrara;2021;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;3.0;Darwin
Marrara;2021;Northern Territory;Welsh;4.0;0.0;0.0;8.0;0.0;11.0;Darwin
Casuarina (NT);2021;Northern Territory;German;0.0;0.0;0.0;3.0;0.0;8.0;Darwin
Casuarina (NT);2021;Northern Territory;Maori;0.0;0.0;0.0;0.0;0.0;7.0;Darwin
Casuarina (NT);2021;Northern Territory;Samoan;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Casuarina (NT);2021;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Casuarina (NT);2021;Northern Territory;Sri Lankan;12.0;0.0;0.0;0.0;0.0;14.0;Darwin
Casuarina (NT);2021;Northern Territory;Other(d);143.0;0.0;3.0;0.0;3.0;144.0;Darwin
Anula;2021;Northern Territory;Chinese;72.0;6.0;9.0;20.0;0.0;100.0;Darwin
Anula;2021;Northern Territory;Croatian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Anula;2021;Northern Territory;New Zealander;12.0;0.0;0.0;0.0;0.0;16.0;Darwin
Anula;2021;Northern Territory;Sri Lankan;11.0;0.0;0.0;0.0;0.0;14.0;Darwin
Anula;2021;Northern Territory;Vietnamese;22.0;0.0;0.0;0.0;0.0;20.0;Darwin
The Narrows (NT);2021;Northern Territory;Filipino;39.0;0.0;0.0;0.0;0.0;41.0;Darwin
The Narrows (NT);2021;Northern Territory;Greek;7.0;0.0;3.0;4.0;0.0;14.0;Darwin
The Narrows (NT);2021;Northern Territory;Maori;0.0;0.0;0.0;0.0;0.0;3.0;Darwin
The Narrows (NT);2021;Northern Territory;Polish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
The Narrows (NT);2021;Northern Territory;Spanish;3.0;0.0;0.0;0.0;0.0;5.0;Darwin
Stuart Park;2021;Northern Territory;Australian;33.0;129.0;118.0;664.0;3.0;951.0;Darwin
Stuart Park;2021;Northern Territory;Dutch;24.0;5.0;9.0;26.0;0.0;68.0;Darwin
Stuart Park;2021;Northern Territory;Greek;66.0;14.0;10.0;42.0;5.0;138.0;Darwin
Stuart Park;2021;Northern Territory;Maltese;3.0;0.0;0.0;4.0;0.0;9.0;Darwin
Stuart Park;2021;Northern Territory;Ancestry not stated;27.0;5.0;3.0;14.0;311.0;359.0;Darwin
Wagaman;2021;Northern Territory;Chinese;152.0;4.0;8.0;20.0;0.0;183.0;Darwin
Wagaman;2021;Northern Territory;Dutch;8.0;0.0;0.0;5.0;0.0;16.0;Darwin
Wagaman;2021;Northern Territory;English;92.0;43.0;41.0;192.0;0.0;367.0;Darwin
Wagaman;2021;Northern Territory;German;23.0;4.0;4.0;27.0;0.0;54.0;Darwin
Wagaman;2021;Northern Territory;Vietnamese;27.0;0.0;0.0;0.0;0.0;34.0;Darwin
Jingili;2021;Northern Territory;Indian;14.0;3.0;0.0;0.0;0.0;19.0;Darwin
Jingili;2021;Northern Territory;South African;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Jingili;2021;Northern Territory;Spanish;3.0;0.0;0.0;8.0;0.0;12.0;Darwin
Jingili;2021;Northern Territory;Ancestry not stated;7.0;4.0;3.0;7.0;94.0;109.0;Darwin
Nakara;2021;Northern Territory;Filipino;85.0;3.0;3.0;0.0;0.0;92.0;Darwin
Nakara;2021;Northern Territory;Greek;81.0;8.0;4.0;13.0;0.0;103.0;Darwin
Nakara;2021;Northern Territory;Vietnamese;12.0;0.0;0.0;0.0;0.0;12.0;Darwin
Coonawarra (NT);2021;Northern Territory;Chinese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2021;Northern Territory;Dutch;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2021;Northern Territory;Greek;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2021;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2021;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2021;Northern Territory;New Zealander;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2021;Northern Territory;Russian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2021;Northern Territory;Scottish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2021;Northern Territory;Other(d);0.0;0.0;0.0;0.0;0.0;5.0;Darwin
Lyons (NT);2021;Northern Territory;German;15.0;6.0;10.0;70.0;0.0;100.0;Darwin
Lyons (NT);2021;Northern Territory;Italian;9.0;7.0;8.0;23.0;0.0;53.0;Darwin
Lyons (NT);2021;Northern Territory;Korean;7.0;0.0;0.0;0.0;0.0;8.0;Darwin
Lyons (NT);2021;Northern Territory;Maltese;0.0;3.0;0.0;0.0;0.0;4.0;Darwin
Lyons (NT);2021;Northern Territory;Polish;13.0;0.0;0.0;5.0;0.0;16.0;Darwin
Lyons (NT);2021;Northern Territory;Spanish;15.0;0.0;0.0;5.0;0.0;15.0;Darwin
Lyons (NT);2021;Northern Territory;Vietnamese;20.0;0.0;6.0;5.0;0.0;21.0;Darwin
Brinkin;2021;Northern Territory;French;4.0;0.0;0.0;0.0;0.0;3.0;Darwin
Brinkin;2021;Northern Territory;Korean;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Brinkin;2021;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Brinkin;2021;Northern Territory;Polish;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Brinkin;2021;Northern Territory;South African;6.0;0.0;0.0;0.0;0.0;3.0;Darwin
Brinkin;2021;Northern Territory;Sri Lankan;12.0;0.0;0.0;0.0;0.0;11.0;Darwin
Brinkin;2021;Northern Territory;Ancestry not stated;12.0;0.0;0.0;0.0;63.0;74.0;Darwin
Leanyer;2021;Northern Territory;Australian;53.0;148.0;134.0;861.0;4.0;1203.0;Darwin
Leanyer;2021;Northern Territory;Dutch;21.0;12.0;5.0;18.0;0.0;55.0;Darwin
Leanyer;2021;Northern Territory;French;19.0;0.0;3.0;12.0;0.0;31.0;Darwin
Leanyer;2021;Northern Territory;Maori;28.0;0.0;0.0;3.0;0.0;37.0;Darwin
Leanyer;2021;Northern Territory;Polish;13.0;0.0;0.0;15.0;0.0;30.0;Darwin
Leanyer;2021;Northern Territory;Samoan;0.0;4.0;0.0;0.0;0.0;4.0;Darwin
Leanyer;2021;Northern Territory;South African;3.0;0.0;0.0;6.0;0.0;8.0;Darwin
Ludmilla;2021;Northern Territory;French;7.0;3.0;0.0;4.0;0.0;10.0;Darwin
Ludmilla;2021;Northern Territory;German;23.0;5.0;4.0;49.0;0.0;83.0;Darwin
Ludmilla;2021;Northern Territory;Greek;19.0;5.0;0.0;12.0;0.0;36.0;Darwin
Ludmilla;2021;Northern Territory;Indian;29.0;0.0;0.0;0.0;0.0;27.0;Darwin
Ludmilla;2021;Northern Territory;Italian;7.0;6.0;0.0;13.0;0.0;27.0;Darwin
Ludmilla;2021;Northern Territory;Russian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Larrakeyah;2021;Northern Territory;Chinese;106.0;0.0;12.0;19.0;0.0;144.0;Darwin
Larrakeyah;2021;Northern Territory;Hungarian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Larrakeyah;2021;Northern Territory;Irish;71.0;24.0;32.0;240.0;7.0;368.0;Darwin
Larrakeyah;2021;Northern Territory;Korean;25.0;0.0;0.0;0.0;0.0;27.0;Darwin
Larrakeyah;2021;Northern Territory;Other(d);699.0;26.0;52.0;59.0;0.0;836.0;Darwin
Lee Point;2021;Northern Territory;Dutch;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2021;Northern Territory;German;0.0;0.0;0.0;0.0;0.0;3.0;Darwin
Lee Point;2021;Northern Territory;Irish;0.0;0.0;0.0;7.0;0.0;5.0;Darwin
Lee Point;2021;Northern Territory;Italian;0.0;0.0;0.0;0.0;0.0;5.0;Darwin
Lee Point;2021;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2021;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2021;Northern Territory;Sri Lankan;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Berrimah;2021;Northern Territory;Australian;28.0;22.0;24.0;141.0;0.0;215.0;Darwin
Berrimah;2021;Northern Territory;Chinese;24.0;0.0;0.0;5.0;0.0;29.0;Darwin
Berrimah;2021;Northern Territory;German;5.0;0.0;3.0;13.0;0.0;21.0;Darwin
Berrimah;2021;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Berrimah;2021;Northern Territory;Russian;3.0;0.0;0.0;0.0;0.0;6.0;Darwin
Berrimah;2021;Northern Territory;Samoan;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Berrimah;2021;Northern Territory;Ancestry not stated;0.0;0.0;0.0;5.0;172.0;179.0;Darwin
Parap;2021;Northern Territory;Filipino;93.0;0.0;5.0;0.0;0.0;104.0;Darwin
Parap;2021;Northern Territory;Greek;27.0;3.0;0.0;14.0;0.0;49.0;Darwin
Parap;2021;Northern Territory;Lebanese;0.0;0.0;0.0;4.0;0.0;4.0;Darwin
Parap;2021;Northern Territory;Maori;13.0;0.0;8.0;3.0;0.0;31.0;Darwin
Parap;2021;Northern Territory;South African;11.0;12.0;0.0;0.0;0.0;22.0;Darwin
Parap;2021;Northern Territory;Sri Lankan;18.0;3.0;5.0;0.0;0.0;23.0;Darwin
Parap;2021;Northern Territory;Other(d);392.0;28.0;38.0;50.0;3.0;506.0;Darwin
Coconut Grove;2021;Northern Territory;Croatian;0.0;0.0;0.0;0.0;0.0;3.0;Darwin
Coconut Grove;2021;Northern Territory;Dutch;12.0;5.0;11.0;16.0;0.0;41.0;Darwin
Coconut Grove;2021;Northern Territory;English;171.0;45.0;35.0;324.0;8.0;585.0;Darwin
Coconut Grove;2021;Northern Territory;German;29.0;12.0;15.0;45.0;0.0;97.0;Darwin
Coconut Grove;2021;Northern Territory;Greek;49.0;15.0;4.0;17.0;0.0;83.0;Darwin
Coconut Grove;2021;Northern Territory;Hungarian;6.0;0.0;0.0;0.0;0.0;4.0;Darwin
Coconut Grove;2021;Northern Territory;Indian;142.0;3.0;0.0;0.0;0.0;151.0;Darwin
Coconut Grove;2021;Northern Territory;Lebanese;4.0;0.0;0.0;0.0;0.0;3.0;Darwin
Coconut Grove;2021;Northern Territory;Maltese;0.0;0.0;0.0;0.0;0.0;5.0;Darwin
Coconut Grove;2021;Northern Territory;South African;10.0;3.0;0.0;0.0;0.0;11.0;Darwin
Bayview (NT);2021;Northern Territory;English;122.0;53.0;36.0;326.0;0.0;546.0;Darwin
Bayview (NT);2021;Northern Territory;German;16.0;3.0;5.0;41.0;0.0;62.0;Darwin
Bayview (NT);2021;Northern Territory;Korean;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Bayview (NT);2021;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Bayview (NT);2021;Northern Territory;South African;19.0;0.0;0.0;0.0;0.0;19.0;Darwin
Bayview (NT);2021;Northern Territory;Spanish;8.0;0.0;0.0;0.0;0.0;9.0;Darwin
Bayview (NT);2021;Northern Territory;Welsh;0.0;0.0;0.0;9.0;0.0;11.0;Darwin
Rapid Creek;2021;Northern Territory;Croatian;9.0;0.0;4.0;4.0;0.0;10.0;Darwin
Rapid Creek;2021;Northern Territory;English;235.0;87.0;64.0;552.0;0.0;936.0;Darwin
Rapid Creek;2021;Northern Territory;Indian;186.0;0.0;3.0;0.0;0.0;195.0;Darwin
Rapid Creek;2021;Northern Territory;Macedonian;0.0;0.0;0.0;3.0;0.0;8.0;Darwin
Rapid Creek;2021;Northern Territory;South African;14.0;7.0;4.0;0.0;0.0;21.0;Darwin
Rapid Creek;2021;Northern Territory;Spanish;10.0;0.0;0.0;4.0;0.0;19.0;Darwin
Rapid Creek;2021;Northern Territory;Welsh;11.0;0.0;0.0;11.0;0.0;26.0;Darwin
Winnellie;2021;Northern Territory;Greek;0.0;0.0;0.0;0.0;0.0;5.0;Darwin
Winnellie;2021;Northern Territory;Irish;3.0;0.0;0.0;12.0;0.0;14.0;Darwin
Winnellie;2021;Northern Territory;Korean;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2021;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2021;Northern Territory;Maori;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2021;Northern Territory;Russian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2021;Northern Territory;Ancestry not stated;0.0;0.0;0.0;4.0;46.0;52.0;Darwin
Moil;2021;Northern Territory;English;117.0;60.0;35.0;291.0;5.0;508.0;Darwin
Moil;2021;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;3.0;Darwin
Moil;2021;Northern Territory;Scottish;23.0;14.0;9.0;76.0;0.0;118.0;Darwin
Moil;2021;Northern Territory;Other(d);262.0;22.0;18.0;65.0;3.0;380.0;Darwin
Tiwi;2021;Northern Territory;Dutch;6.0;0.0;10.0;0.0;0.0;23.0;Darwin
Tiwi;2021;Northern Territory;English;156.0;51.0;46.0;352.0;9.0;610.0;Darwin
Tiwi;2021;Northern Territory;Hungarian;4.0;3.0;0.0;0.0;0.0;9.0;Darwin
Tiwi;2021;Northern Territory;Indian;130.0;0.0;4.0;0.0;0.0;136.0;Darwin
Tiwi;2021;Northern Territory;Korean;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Tiwi;2021;Northern Territory;Lebanese;6.0;0.0;0.0;0.0;0.0;3.0;Darwin
Tiwi;2021;Northern Territory;Vietnamese;19.0;0.0;0.0;0.0;0.0;17.0;Darwin
Nightcliff;2021;Northern Territory;Chinese;80.0;6.0;6.0;26.0;0.0;119.0;Darwin
Nightcliff;2021;Northern Territory;Dutch;30.0;11.0;3.0;20.0;0.0;67.0;Darwin
Nightcliff;2021;Northern Territory;French;20.0;0.0;7.0;4.0;0.0;29.0;Darwin
Nightcliff;2021;Northern Territory;Italian;53.0;10.0;6.0;61.0;0.0;131.0;Darwin
Nightcliff;2021;Northern Territory;Maltese;3.0;0.0;3.0;0.0;0.0;5.0;Darwin
Nightcliff;2021;Northern Territory;Maori;9.0;7.0;4.0;3.0;0.0;27.0;Darwin
Nightcliff;2021;Northern Territory;Spanish;18.0;5.0;0.0;0.0;0.0;25.0;Darwin
Eaton (NT);2021;Northern Territory;Korean;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Eaton (NT);2021;Northern Territory;Maori;0.0;0.0;5.0;0.0;0.0;3.0;Darwin
Muirhead;2021;Northern Territory;Indian;439.0;0.0;0.0;5.0;0.0;450.0;Darwin
Muirhead;2021;Northern Territory;Italian;15.0;12.0;3.0;25.0;0.0;51.0;Darwin
Muirhead;2021;Northern Territory;Maori;9.0;0.0;3.0;0.0;0.0;16.0;Darwin
Muirhead;2021;Northern Territory;Samoan;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Muirhead;2021;Northern Territory;Scottish;44.0;15.0;7.0;115.0;3.0;177.0;Darwin
Muirhead;2021;Northern Territory;South African;12.0;0.0;0.0;0.0;0.0;12.0;Darwin
Muirhead;2021;Northern Territory;Ancestry not stated;26.0;0.0;0.0;13.0;181.0;228.0;Darwin
Malak;2021;Northern Territory;English;129.0;72.0;63.0;381.0;4.0;648.0;Darwin
Malak;2021;Northern Territory;Korean;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Malak;2021;Northern Territory;New Zealander;13.0;8.0;6.0;5.0;0.0;25.0;Darwin
Malak;2021;Northern Territory;Russian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Malak;2021;Northern Territory;Scottish;25.0;26.0;9.0;133.0;0.0;200.0;Darwin
Ludmilla;2011;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lyons (NT);2011;Northern Territory;Australian;13.0;72.0;71.0;577.0;8.0;741.0;Darwin
Lyons (NT);2011;Northern Territory;Irish;30.0;13.0;8.0;114.0;3.0;168.0;Darwin
Malak;2011;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Marrara;2011;Northern Territory;Lebanese;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Millner;2011;Northern Territory;Polish;3.0;0.0;3.0;3.0;0.0;9.0;Darwin
Millner;2011;Northern Territory;Sinhalese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Millner;2011;Northern Territory;Other(d);239.0;31.0;16.0;28.0;16.0;330.0;Darwin
Nakara;2011;Northern Territory;Other(d);282.0;17.0;29.0;30.0;6.0;364.0;Darwin
Nightcliff;2011;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Nightcliff;2011;Northern Territory;South African;12.0;0.0;0.0;0.0;0.0;12.0;Darwin
Parap;2011;Northern Territory;Sinhalese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
The Narrows (NT);2011;Northern Territory;Korean;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wagaman;2011;Northern Territory;Croatian;0.0;0.0;0.0;3.0;0.0;3.0;Darwin
Winnellie;2011;Northern Territory;Vietnamese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Alawa;2016;Northern Territory;Maori;5.0;3.0;0.0;0.0;0.0;11.0;Darwin
Anula;2016;Northern Territory;New Zealander;14.0;0.0;3.0;3.0;3.0;24.0;Darwin
Bayview (NT);2016;Northern Territory;Dutch;6.0;8.0;5.0;14.0;0.0;31.0;Darwin
Bayview (NT);2016;Northern Territory;Filipino;27.0;0.0;0.0;0.0;0.0;30.0;Darwin
Bayview (NT);2016;Northern Territory;Italian;27.0;12.0;5.0;31.0;0.0;68.0;Darwin
Brinkin;2016;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Brinkin;2016;Northern Territory;Chinese;94.0;0.0;0.0;6.0;0.0;106.0;Darwin
Casuarina (NT);2016;Northern Territory;Maori;0.0;0.0;0.0;0.0;0.0;4.0;Darwin
Casuarina (NT);2016;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coconut Grove;2016;Northern Territory;Indian;160.0;9.0;6.0;0.0;0.0;174.0;Darwin
Eaton (NT);2016;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Fannie Bay;2016;Northern Territory;South African;9.0;4.0;0.0;0.0;0.0;13.0;Darwin
Jingili;2016;Northern Territory;Greek;27.0;4.0;0.0;11.0;3.0;46.0;Darwin
Jingili;2016;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Larrakeyah;2016;Northern Territory;New Zealander;29.0;0.0;4.0;0.0;0.0;29.0;Darwin
Lee Point;2016;Northern Territory;Scottish;4.0;3.0;0.0;3.0;0.0;8.0;Darwin
Lyons (NT);2016;Northern Territory;Italian;6.0;6.0;4.0;33.0;0.0;53.0;Darwin
Malak;2016;Northern Territory;New Zealander;10.0;3.0;0.0;0.0;0.0;17.0;Darwin
Marrara;2016;Northern Territory;Sri Lankan;5.0;0.0;0.0;0.0;0.0;4.0;Darwin
Moil;2016;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;31.0;0.0;36.0;Darwin
Nakara;2016;Northern Territory;Filipino;95.0;0.0;4.0;5.0;0.0;102.0;Darwin
The Gardens (NT);2016;Northern Territory;Sri Lankan;4.0;0.0;3.0;0.0;0.0;9.0;Darwin
Lyons (NT);2016;Northern Territory;Russian;0.0;0.0;0.0;0.0;0.0;4.0;Darwin
Nightcliff;2016;Northern Territory;Greek;113.0;33.0;19.0;44.0;0.0;203.0;Darwin
Nightcliff;2016;Northern Territory;Polish;13.0;0.0;3.0;6.0;0.0;19.0;Darwin
Nightcliff;2016;Northern Territory;Scottish;57.0;27.0;15.0;206.0;0.0;297.0;Darwin
Parap;2016;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Stuart Park;2016;Northern Territory;South African;12.0;3.0;0.0;3.0;0.0;14.0;Darwin
The Gardens (NT);2016;Northern Territory;Vietnamese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Tiwi;2016;Northern Territory;Greek;75.0;12.0;7.0;17.0;0.0;121.0;Darwin
Wanguri;2016;Northern Territory;Greek;79.0;21.0;3.0;18.0;5.0;127.0;Darwin
Woolner;2016;Northern Territory;French;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Fannie Bay;2016;Northern Territory;Irish;52.0;25.0;16.0;218.0;5.0;315.0;Darwin
Jingili;2016;Northern Territory;English;116.0;48.0;45.0;309.0;4.0;513.0;Darwin
Karama;2016;Northern Territory;Hungarian;4.0;0.0;0.0;0.0;0.0;3.0;Darwin
Karama;2016;Northern Territory;Macedonian;10.0;0.0;0.0;7.0;0.0;14.0;Darwin
Larrakeyah;2016;Northern Territory;Maltese;4.0;0.0;0.0;8.0;0.0;13.0;Darwin
Larrakeyah;2016;Northern Territory;Ancestry not stated;17.0;5.0;0.0;15.0;468.0;505.0;Darwin
Leanyer;2016;Northern Territory;French;16.0;0.0;0.0;11.0;0.0;32.0;Darwin
Leanyer;2016;Northern Territory;Hungarian;6.0;0.0;0.0;0.0;0.0;11.0;Darwin
Leanyer;2016;Northern Territory;Serbian;6.0;3.0;0.0;0.0;0.0;6.0;Darwin
Leanyer;2016;Northern Territory;Vietnamese;19.0;0.0;0.0;0.0;4.0;27.0;Darwin
Lee Point;2016;Northern Territory;Greek;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2016;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Ludmilla;2016;Northern Territory;English;82.0;45.0;41.0;237.0;9.0;420.0;Darwin
Ludmilla;2016;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lyons (NT);2016;Northern Territory;Greek;80.0;29.0;3.0;57.0;0.0;170.0;Darwin
Malak;2016;Northern Territory;Polish;7.0;0.0;0.0;3.0;0.0;13.0;Darwin
Marrara;2016;Northern Territory;Australian;8.0;53.0;50.0;368.0;3.0;481.0;Darwin
Marrara;2016;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Millner;2016;Northern Territory;Chinese;91.0;3.0;4.0;13.0;3.0;112.0;Darwin
Millner;2016;Northern Territory;Sri Lankan;7.0;0.0;0.0;0.0;0.0;5.0;Darwin
Millner;2016;Northern Territory;Vietnamese;21.0;0.0;0.0;0.0;0.0;21.0;Darwin
Moil;2016;Northern Territory;French;3.0;0.0;0.0;0.0;0.0;12.0;Darwin
Moil;2016;Northern Territory;Scottish;15.0;21.0;9.0;85.0;0.0;132.0;Darwin
Moil;2016;Northern Territory;Spanish;3.0;3.0;0.0;0.0;0.0;6.0;Darwin
Muirhead;2016;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Nakara;2016;Northern Territory;Scottish;29.0;13.0;6.0;68.0;0.0;121.0;Darwin
Nightcliff;2016;Northern Territory;Lebanese;0.0;0.0;0.0;3.0;0.0;3.0;Darwin
Nightcliff;2016;Northern Territory;Macedonian;3.0;0.0;0.0;0.0;0.0;4.0;Darwin
Nightcliff;2016;Northern Territory;Maltese;0.0;0.0;0.0;5.0;0.0;12.0;Darwin
Nightcliff;2016;Northern Territory;Serbian;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Parap;2016;Northern Territory;Lebanese;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Rapid Creek;2016;Northern Territory;Serbian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
