state;lga_name;suburb;category;sub_category;males;females;persons;lga_code;scc_code;geo_shape;census_year;lga;joint_regional_groups;year_text;geo_point_2d
Northern Territory;Darwin;Jingili;Age groups;0-4 years;67;56;123;71000;70138;"{""coordinates"": [[[130.86660917900008, -12.384855338999955], [130.86702618900006, -12.389227888999924], [130.87211786900002, -12.395299058999965], [130.878297069, -12.395274538999956], [130.87670551900007, -12.382594088999952], [130.86660917900008, -12.384855338999955]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.389045155415507, 130.87292996528393
Northern Territory;Darwin;Jingili;Age groups;05-14 years;135;130;263;71000;70138;"{""coordinates"": [[[130.86660917900008, -12.384855338999955], [130.86702618900006, -12.389227888999924], [130.87211786900002, -12.395299058999965], [130.878297069, -12.395274538999956], [130.87670551900007, -12.382594088999952], [130.86660917900008, -12.384855338999955]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.389045155415507, 130.87292996528393
Northern Territory;Darwin;Jingili;Aboriginal and/or Torres Strait Islander persons;Torres Strait Islander;0;6;8;71000;70138;"{""coordinates"": [[[130.86660917900008, -12.384855338999955], [130.86702618900006, -12.389227888999924], [130.87211786900002, -12.395299058999965], [130.878297069, -12.395274538999956], [130.87670551900007, -12.382594088999952], [130.86660917900008, -12.384855338999955]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.389045155415507, 130.87292996528393
Northern Territory;Darwin;Karama;Age groups;75-84 years;28;47;79;71000;70143;"{""coordinates"": [[[130.91143435700008, -12.39072908999998], [130.907744717, -12.401260459999946], [130.92268219700009, -12.409910449999927], [130.92314804700004, -12.400988559999973], [130.91920312700006, -12.394496769999932], [130.91143435700008, -12.39072908999998]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.400047003926316, 130.91605655400303
Northern Territory;Darwin;Karama;Age groups;85 years and over;11;13;27;71000;70143;"{""coordinates"": [[[130.91143435700008, -12.39072908999998], [130.907744717, -12.401260459999946], [130.92268219700009, -12.409910449999927], [130.92314804700004, -12.400988559999973], [130.91920312700006, -12.394496769999932], [130.91143435700008, -12.39072908999998]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.400047003926316, 130.91605655400303
Northern Territory;Darwin;Larrakeyah;Age groups;65-74 years;126;86;210;71000;70159;"{""coordinates"": [[[130.83331826000006, -12.4605920299999], [130.83521513000005, -12.458649399999956], [130.83336440000005, -12.456826259999955], [130.83476695000002, -12.455442329999926], [130.83382627000003, -12.453408259999946], [130.8233196010001, -12.447535528999936], [130.8205016510001, -12.452123578999931], [130.81687169100007, -12.454323618999977], [130.81868673100004, -12.460085669999955], [130.83331826000006, -12.4605920299999]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.45538485204315, 130.82594442076615
Northern Territory;Darwin;Larrakeyah;Highest year of school completed(f);Year 11 or equivalent;158;114;270;71000;70159;"{""coordinates"": [[[130.83331826000006, -12.4605920299999], [130.83521513000005, -12.458649399999956], [130.83336440000005, -12.456826259999955], [130.83476695000002, -12.455442329999926], [130.83382627000003, -12.453408259999946], [130.8233196010001, -12.447535528999936], [130.8205016510001, -12.452123578999931], [130.81687169100007, -12.454323618999977], [130.81868673100004, -12.460085669999955], [130.83331826000006, -12.4605920299999]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.45538485204315, 130.82594442076615
Northern Territory;Darwin;Leanyer;Age groups;35-44 years;333;350;685;71000;70161;"{""coordinates"": [[[130.9036753680001, -12.384681169999965], [130.90363098800003, -12.382484569999974], [130.9054461280001, -12.382682649999936], [130.90741960800003, -12.373857958999961], [130.9008294680001, -12.36565474899993], [130.89232339800003, -12.365689028999952], [130.89078582800005, -12.377470568999968], [130.89584345800006, -12.378660098999944], [130.9036753680001, -12.384681169999965]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.373938865574505, 130.89911098213253
Northern Territory;Darwin;Leanyer;Age of persons attending an educational institution(e);0-4 years;35;27;65;71000;70161;"{""coordinates"": [[[130.9036753680001, -12.384681169999965], [130.90363098800003, -12.382484569999974], [130.9054461280001, -12.382682649999936], [130.90741960800003, -12.373857958999961], [130.9008294680001, -12.36565474899993], [130.89232339800003, -12.365689028999952], [130.89078582800005, -12.377470568999968], [130.89584345800006, -12.378660098999944], [130.9036753680001, -12.384681169999965]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.373938865574505, 130.89911098213253
Northern Territory;Darwin;Leanyer;Highest year of school completed(f);Year 9 or equivalent;65;70;140;71000;70161;"{""coordinates"": [[[130.9036753680001, -12.384681169999965], [130.90363098800003, -12.382484569999974], [130.9054461280001, -12.382682649999936], [130.90741960800003, -12.373857958999961], [130.9008294680001, -12.36565474899993], [130.89232339800003, -12.365689028999952], [130.89078582800005, -12.377470568999968], [130.89584345800006, -12.378660098999944], [130.9036753680001, -12.384681169999965]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.373938865574505, 130.89911098213253
Northern Territory;Darwin;Leanyer;Highest year of school completed(f);Year 8 or below;79;85;162;71000;70161;"{""coordinates"": [[[130.9036753680001, -12.384681169999965], [130.90363098800003, -12.382484569999974], [130.9054461280001, -12.382682649999936], [130.90741960800003, -12.373857958999961], [130.9008294680001, -12.36565474899993], [130.89232339800003, -12.365689028999952], [130.89078582800005, -12.377470568999968], [130.89584345800006, -12.378660098999944], [130.9036753680001, -12.384681169999965]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.373938865574505, 130.89911098213253
Northern Territory;Darwin;Lee Point;Age groups;15-19 years;0;0;0;71000;70162;"{""coordinates"": [[[130.8907768480001, -12.351060118999953], [130.90421370800004, -12.351008108999963], [130.90602771800002, -12.344371128999967], [130.90430568800002, -12.337384118999978], [130.90521573800004, -12.334655828999926], [130.89601573800007, -12.330045838999979], [130.88821579900002, -12.340455898999949], [130.879670669, -12.346015998999974], [130.87971815900005, -12.35093588899997], [130.8907768480001, -12.351060118999953]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.343044609331878, 130.89475772798983
Northern Territory;Darwin;Ludmilla;Age groups;25-34 years;149;161;310;71000;70167;"{""coordinates"": [[[130.85703030000002, -12.42956179999993], [130.8561099200001, -12.402629158999956], [130.8458519200001, -12.40258949899993], [130.83971624000003, -12.407866328999944], [130.8382478410001, -12.41147879899995], [130.84082124000008, -12.411227318999975], [130.84489624000003, -12.415359308999939], [130.84082719, -12.415361728999926], [130.84082755000009, -12.420418018999952], [130.84323812000002, -12.422397668999963], [130.8473378000001, -12.420522438999967], [130.85104649000002, -12.430040839999947], [130.8536194500001, -12.428097819999948], [130.85479278000003, -12.430620609999947], [130.85703030000002, -12.42956179999993]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.41460764199237, 130.84959870603038
Northern Territory;Darwin;Ludmilla;Highest year of school completed(f);Year 12 or equivalent;316;349;669;71000;70167;"{""coordinates"": [[[130.85703030000002, -12.42956179999993], [130.8561099200001, -12.402629158999956], [130.8458519200001, -12.40258949899993], [130.83971624000003, -12.407866328999944], [130.8382478410001, -12.41147879899995], [130.84082124000008, -12.411227318999975], [130.84489624000003, -12.415359308999939], [130.84082719, -12.415361728999926], [130.84082755000009, -12.420418018999952], [130.84323812000002, -12.422397668999963], [130.8473378000001, -12.420522438999967], [130.85104649000002, -12.430040839999947], [130.8536194500001, -12.428097819999948], [130.85479278000003, -12.430620609999947], [130.85703030000002, -12.42956179999993]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.41460764199237, 130.84959870603038
Northern Territory;Darwin;Lyons (NT);Birthplace;Elsewhere(c);283;316;602;71000;70168;"{""coordinates"": [[[130.88579010900003, -12.351087888999928], [130.88571488900004, -12.365699458999927], [130.8922164480001, -12.366520178999963], [130.8907768480001, -12.351060118999953], [130.88579010900003, -12.351087888999928]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.358916596807935, 130.88866298860856
Northern Territory;Darwin;Lyons (NT);Count of persons in other dwellings;Count of persons in other dwellings(g)(h);42;48;90;71000;70168;"{""coordinates"": [[[130.88579010900003, -12.351087888999928], [130.88571488900004, -12.365699458999927], [130.8922164480001, -12.366520178999963], [130.8907768480001, -12.351060118999953], [130.88579010900003, -12.351087888999928]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.358916596807935, 130.88866298860856
Northern Territory;Darwin;Marrara;Language spoken at home;Other language(d);124;136;255;71000;70178;"{""coordinates"": [[[130.90841430700004, -12.404775589999927], [130.91833358700012, -12.412751199999946], [130.919146917, -12.407863679999934], [130.897789998, -12.39593425], [130.8715488690001, -12.395301278999966], [130.87736112900006, -12.402603338999938], [130.90840711700002, -12.402507579999961], [130.90841430700004, -12.404775589999927]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.400622062065716, 130.89338633432567
Northern Territory;Darwin;Marrara;Highest year of school completed(f);Year 12 or equivalent;332;325;648;71000;70178;"{""coordinates"": [[[130.90841430700004, -12.404775589999927], [130.91833358700012, -12.412751199999946], [130.919146917, -12.407863679999934], [130.897789998, -12.39593425], [130.8715488690001, -12.395301278999966], [130.87736112900006, -12.402603338999938], [130.90840711700002, -12.402507579999961], [130.90841430700004, -12.404775589999927]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.400622062065716, 130.89338633432567
Northern Territory;Darwin;Millner;Birthplace;Australia(b);694;639;1341;71000;70187;"{""coordinates"": [[[130.8715488690001, -12.395301278999966], [130.86578048900003, -12.385101728999928], [130.85606565000012, -12.389125128999979], [130.85606853000002, -12.39822663899997], [130.86277638900003, -12.39542124899998], [130.8715488690001, -12.395301278999966]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.391774001463006, 130.86265904876953
Northern Territory;Darwin;Moil;Total persons;Total persons;1029;966;2000;71000;70192;"{""coordinates"": [[[130.87945159900002, -12.381370178999928], [130.87670551900007, -12.382594088999952], [130.878297069, -12.395274538999956], [130.88321178900003, -12.39524862899998], [130.88668253800006, -12.386396598999964], [130.87945159900002, -12.381370178999928]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.388507334477085, 130.88111323062097
Northern Territory;Darwin;Moil;Age groups;25-34 years;127;135;259;71000;70192;"{""coordinates"": [[[130.87945159900002, -12.381370178999928], [130.87670551900007, -12.382594088999952], [130.878297069, -12.395274538999956], [130.88321178900003, -12.39524862899998], [130.88668253800006, -12.386396598999964], [130.87945159900002, -12.381370178999928]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.388507334477085, 130.88111323062097
Northern Territory;Darwin;Moil;Aboriginal and/or Torres Strait Islander persons;Both Aboriginal and Torres Strait Islander(a);14;4;16;71000;70192;"{""coordinates"": [[[130.87945159900002, -12.381370178999928], [130.87670551900007, -12.382594088999952], [130.878297069, -12.395274538999956], [130.88321178900003, -12.39524862899998], [130.88668253800006, -12.386396598999964], [130.87945159900002, -12.381370178999928]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.388507334477085, 130.88111323062097
Northern Territory;Darwin;Nakara;Highest year of school completed(f);Year 9 or equivalent;27;26;50;71000;70201;"{""coordinates"": [[[130.87653991900004, -12.375649868999972], [130.87912039900004, -12.375776318999954], [130.8802810190001, -12.372326628999927], [130.883447249, -12.369954218999965], [130.88149424900007, -12.367398848999926], [130.87423698900008, -12.365552058999981], [130.87222495900005, -12.373240658999975], [130.87653991900004, -12.375649868999972]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.370628658886508, 130.87726688593344
Northern Territory;Darwin;Nakara;Count of persons in occupied private dwellings;Count of persons in occupied private dwellings(g);941;867;1811;71000;70201;"{""coordinates"": [[[130.87653991900004, -12.375649868999972], [130.87912039900004, -12.375776318999954], [130.8802810190001, -12.372326628999927], [130.883447249, -12.369954218999965], [130.88149424900007, -12.367398848999926], [130.87423698900008, -12.365552058999981], [130.87222495900005, -12.373240658999975], [130.87653991900004, -12.375649868999972]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.370628658886508, 130.87726688593344
Northern Territory;Darwin;Parap;Highest year of school completed(f);Year 8 or below;12;19;38;71000;70219;"{""coordinates"": [[[130.85479278000003, -12.430620609999947], [130.8536194500001, -12.428097819999948], [130.85104649000002, -12.430040839999947], [130.8490251300001, -12.427423178999957], [130.84506907000002, -12.429513248999966], [130.84112707000008, -12.426674368999954], [130.83972412, -12.428538278999952], [130.84154573, -12.429832928999929], [130.8415630300001, -12.432185518999972], [130.8375187900001, -12.438960648999966], [130.84085329000004, -12.441640869999956], [130.8417577900001, -12.437629719999961], [130.85479278000003, -12.430620609999947]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.432785626267483, 130.84505891382105
Northern Territory;Darwin;Rapid Creek;Aboriginal and/or Torres Strait Islander persons;Aboriginal;75;80;158;71000;70231;"{""coordinates"": [[[130.86560385900006, -12.376385708999976], [130.86425595000003, -12.373146078999978], [130.86253593000004, -12.376196088999961], [130.85294293000004, -12.373954088999938], [130.84929895000005, -12.37642311899998], [130.85600549000003, -12.384999788999949], [130.85606565000012, -12.389125128999979], [130.86660917900008, -12.384855338999955], [130.86588600900006, -12.381616098999928], [130.86783601900004, -12.378786098999967], [130.86560385900006, -12.376385708999976]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.380449110808298, 130.85917901070883
Northern Territory;Darwin;The Gardens (NT);Age groups;45-54 years;51;40;98;71000;70254;"{""coordinates"": [[[130.83476695000002, -12.455442329999926], [130.8376755600001, -12.45243450999993], [130.8392592900001, -12.453015579999942], [130.84085329000004, -12.441640869999956], [130.8375187900001, -12.438960648999966], [130.83797168, -12.436265138999941], [130.8328333610001, -12.43625211899996], [130.83232251100003, -12.441986468999971], [130.8275515910001, -12.449506499999927], [130.8310166110001, -12.45072701999993], [130.83052725100003, -12.451897919999965], [130.83476695000002, -12.455442329999926]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.445873900469339, 130.83511590209824
