state;lga_name;suburb;category;sub_category;males;females;persons;lga_code;scc_code;geo_shape;census_year;lga;joint_regional_groups;year_text;geo_point_2d
Northern Territory;Darwin;Moil;Age of persons attending an education institution(e);0-4 years;15;13;32;71000;70192;"{""coordinates"": [[[130.87945159900002, -12.381370178999928], [130.87670551900007, -12.382594088999952], [130.878297069, -12.395274538999956], [130.88321178900003, -12.39524862899998], [130.88668253800006, -12.386396598999964], [130.87945159900002, -12.381370178999928]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.388507334477085, 130.88111323062097
Northern Territory;Darwin;Moil;Age of persons attending an education institution(e);15-19 years;45;52;96;71000;70192;"{""coordinates"": [[[130.87945159900002, -12.381370178999928], [130.87670551900007, -12.382594088999952], [130.878297069, -12.395274538999956], [130.88321178900003, -12.39524862899998], [130.88668253800006, -12.386396598999964], [130.87945159900002, -12.381370178999928]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.388507334477085, 130.88111323062097
Northern Territory;Darwin;Moil;Age of persons attending an education institution(e);20-24 years;20;15;38;71000;70192;"{""coordinates"": [[[130.87945159900002, -12.381370178999928], [130.87670551900007, -12.382594088999952], [130.878297069, -12.395274538999956], [130.88321178900003, -12.39524862899998], [130.88668253800006, -12.386396598999964], [130.87945159900002, -12.381370178999928]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.388507334477085, 130.88111323062097
Northern Territory;Darwin;Moil;Count of persons in other dwellings;Count of persons in other dwellings(g)(h);60;48;106;71000;70192;"{""coordinates"": [[[130.87945159900002, -12.381370178999928], [130.87670551900007, -12.382594088999952], [130.878297069, -12.395274538999956], [130.88321178900003, -12.39524862899998], [130.88668253800006, -12.386396598999964], [130.87945159900002, -12.381370178999928]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.388507334477085, 130.88111323062097
Northern Territory;Darwin;Moil;Highest year of school completed(f);Year 9 or equivalent;36;31;72;71000;70192;"{""coordinates"": [[[130.87945159900002, -12.381370178999928], [130.87670551900007, -12.382594088999952], [130.878297069, -12.395274538999956], [130.88321178900003, -12.39524862899998], [130.88668253800006, -12.386396598999964], [130.87945159900002, -12.381370178999928]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.388507334477085, 130.88111323062097
Northern Territory;Darwin;Moil;Language used at home;Other language(d);298;325;628;71000;70192;"{""coordinates"": [[[130.87945159900002, -12.381370178999928], [130.87670551900007, -12.382594088999952], [130.878297069, -12.395274538999956], [130.88321178900003, -12.39524862899998], [130.88668253800006, -12.386396598999964], [130.87945159900002, -12.381370178999928]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.388507334477085, 130.88111323062097
Northern Territory;Darwin;Muirhead;Age groups;15-19 years;109;114;217;71000;70198;"{""coordinates"": [[[130.8907768480001, -12.351060118999953], [130.8902757080001, -12.35637111899996], [130.89232339800003, -12.365689028999952], [130.9008294680001, -12.36565474899993], [130.90076868800008, -12.351023118999933], [130.8907768480001, -12.351060118999953]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.358136258208809, 130.89589005781392
Northern Territory;Darwin;Muirhead;Age groups;55-64 years;87;89;174;71000;70198;"{""coordinates"": [[[130.8907768480001, -12.351060118999953], [130.8902757080001, -12.35637111899996], [130.89232339800003, -12.365689028999952], [130.9008294680001, -12.36565474899993], [130.90076868800008, -12.351023118999933], [130.8907768480001, -12.351060118999953]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.358136258208809, 130.89589005781392
Northern Territory;Darwin;Muirhead;Highest year of school completed(f);Did not go to school;4;4;14;71000;70198;"{""coordinates"": [[[130.8907768480001, -12.351060118999953], [130.8902757080001, -12.35637111899996], [130.89232339800003, -12.365689028999952], [130.9008294680001, -12.36565474899993], [130.90076868800008, -12.351023118999933], [130.8907768480001, -12.351060118999953]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.358136258208809, 130.89589005781392
Northern Territory;Darwin;Muirhead;Highest year of school completed(f);Year 10 or equivalent;130;109;233;71000;70198;"{""coordinates"": [[[130.8907768480001, -12.351060118999953], [130.8902757080001, -12.35637111899996], [130.89232339800003, -12.365689028999952], [130.9008294680001, -12.36565474899993], [130.90076868800008, -12.351023118999933], [130.8907768480001, -12.351060118999953]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.358136258208809, 130.89589005781392
Northern Territory;Darwin;Muirhead;Highest year of school completed(f);Year 12 or equivalent;938;979;1919;71000;70198;"{""coordinates"": [[[130.8907768480001, -12.351060118999953], [130.8902757080001, -12.35637111899996], [130.89232339800003, -12.365689028999952], [130.9008294680001, -12.36565474899993], [130.90076868800008, -12.351023118999933], [130.8907768480001, -12.351060118999953]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.358136258208809, 130.89589005781392
Northern Territory;Darwin;Muirhead;Highest year of school completed(f);Year 8 or below;20;17;42;71000;70198;"{""coordinates"": [[[130.8907768480001, -12.351060118999953], [130.8902757080001, -12.35637111899996], [130.89232339800003, -12.365689028999952], [130.9008294680001, -12.36565474899993], [130.90076868800008, -12.351023118999933], [130.8907768480001, -12.351060118999953]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.358136258208809, 130.89589005781392
Northern Territory;Darwin;Muirhead;Language used at home;Other language(d);789;836;1632;71000;70198;"{""coordinates"": [[[130.8907768480001, -12.351060118999953], [130.8902757080001, -12.35637111899996], [130.89232339800003, -12.365689028999952], [130.9008294680001, -12.36565474899993], [130.90076868800008, -12.351023118999933], [130.8907768480001, -12.351060118999953]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.358136258208809, 130.89589005781392
Northern Territory;Darwin;Nakara;Age groups;05-14 years;150;146;293;71000;70201;"{""coordinates"": [[[130.87653991900004, -12.375649868999972], [130.87912039900004, -12.375776318999954], [130.8802810190001, -12.372326628999927], [130.883447249, -12.369954218999965], [130.88149424900007, -12.367398848999926], [130.87423698900008, -12.365552058999981], [130.87222495900005, -12.373240658999975], [130.87653991900004, -12.375649868999972]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.370628658886508, 130.87726688593344
Northern Territory;Darwin;Nakara;Age groups;75-84 years;43;34;80;71000;70201;"{""coordinates"": [[[130.87653991900004, -12.375649868999972], [130.87912039900004, -12.375776318999954], [130.8802810190001, -12.372326628999927], [130.883447249, -12.369954218999965], [130.88149424900007, -12.367398848999926], [130.87423698900008, -12.365552058999981], [130.87222495900005, -12.373240658999975], [130.87653991900004, -12.375649868999972]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.370628658886508, 130.87726688593344
Northern Territory;Darwin;Nakara;Count of persons in other dwellings;Count of persons in other dwellings(g)(h);80;95;179;71000;70201;"{""coordinates"": [[[130.87653991900004, -12.375649868999972], [130.87912039900004, -12.375776318999954], [130.8802810190001, -12.372326628999927], [130.883447249, -12.369954218999965], [130.88149424900007, -12.367398848999926], [130.87423698900008, -12.365552058999981], [130.87222495900005, -12.373240658999975], [130.87653991900004, -12.375649868999972]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.370628658886508, 130.87726688593344
Northern Territory;Darwin;Nakara;Highest year of school completed(f);Year 10 or equivalent;101;93;193;71000;70201;"{""coordinates"": [[[130.87653991900004, -12.375649868999972], [130.87912039900004, -12.375776318999954], [130.8802810190001, -12.372326628999927], [130.883447249, -12.369954218999965], [130.88149424900007, -12.367398848999926], [130.87423698900008, -12.365552058999981], [130.87222495900005, -12.373240658999975], [130.87653991900004, -12.375649868999972]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.370628658886508, 130.87726688593344
Northern Territory;Darwin;Nakara;Highest year of school completed(f);Year 8 or below;33;44;77;71000;70201;"{""coordinates"": [[[130.87653991900004, -12.375649868999972], [130.87912039900004, -12.375776318999954], [130.8802810190001, -12.372326628999927], [130.883447249, -12.369954218999965], [130.88149424900007, -12.367398848999926], [130.87423698900008, -12.365552058999981], [130.87222495900005, -12.373240658999975], [130.87653991900004, -12.375649868999972]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.370628658886508, 130.87726688593344
Northern Territory;Darwin;Nakara;Total persons;Total persons;969;941;1906;71000;70201;"{""coordinates"": [[[130.87653991900004, -12.375649868999972], [130.87912039900004, -12.375776318999954], [130.8802810190001, -12.372326628999927], [130.883447249, -12.369954218999965], [130.88149424900007, -12.367398848999926], [130.87423698900008, -12.365552058999981], [130.87222495900005, -12.373240658999975], [130.87653991900004, -12.375649868999972]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.370628658886508, 130.87726688593344
Northern Territory;Darwin;Nightcliff;Age groups;15-19 years;93;69;166;71000;70210;"{""coordinates"": [[[130.84799951, -12.389418198999977], [130.85602747000007, -12.387904528999968], [130.85600549000003, -12.384999788999949], [130.84929895000005, -12.37642311899998], [130.84114007100004, -12.380681228999947], [130.84340007000003, -12.38674722899998], [130.84799951, -12.389418198999977]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.383566492288404, 130.84865503422773
Northern Territory;Darwin;Nightcliff;Age groups;35-44 years;323;331;651;71000;70210;"{""coordinates"": [[[130.84799951, -12.389418198999977], [130.85602747000007, -12.387904528999968], [130.85600549000003, -12.384999788999949], [130.84929895000005, -12.37642311899998], [130.84114007100004, -12.380681228999947], [130.84340007000003, -12.38674722899998], [130.84799951, -12.389418198999977]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.383566492288404, 130.84865503422773
Northern Territory;Darwin;Nightcliff;Age groups;85 years and over;11;12;26;71000;70210;"{""coordinates"": [[[130.84799951, -12.389418198999977], [130.85602747000007, -12.387904528999968], [130.85600549000003, -12.384999788999949], [130.84929895000005, -12.37642311899998], [130.84114007100004, -12.380681228999947], [130.84340007000003, -12.38674722899998], [130.84799951, -12.389418198999977]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.383566492288404, 130.84865503422773
Northern Territory;Darwin;Nightcliff;Age of persons attending an education institution(e);0-4 years;38;22;62;71000;70210;"{""coordinates"": [[[130.84799951, -12.389418198999977], [130.85602747000007, -12.387904528999968], [130.85600549000003, -12.384999788999949], [130.84929895000005, -12.37642311899998], [130.84114007100004, -12.380681228999947], [130.84340007000003, -12.38674722899998], [130.84799951, -12.389418198999977]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.383566492288404, 130.84865503422773
Northern Territory;Darwin;Nightcliff;Age of persons attending an education institution(e);25 years and over;137;243;382;71000;70210;"{""coordinates"": [[[130.84799951, -12.389418198999977], [130.85602747000007, -12.387904528999968], [130.85600549000003, -12.384999788999949], [130.84929895000005, -12.37642311899998], [130.84114007100004, -12.380681228999947], [130.84340007000003, -12.38674722899998], [130.84799951, -12.389418198999977]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.383566492288404, 130.84865503422773
Northern Territory;Darwin;Nightcliff;Age of persons attending an education institution(e);05-14 years;207;169;379;71000;70210;"{""coordinates"": [[[130.84799951, -12.389418198999977], [130.85602747000007, -12.387904528999968], [130.85600549000003, -12.384999788999949], [130.84929895000005, -12.37642311899998], [130.84114007100004, -12.380681228999947], [130.84340007000003, -12.38674722899998], [130.84799951, -12.389418198999977]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.383566492288404, 130.84865503422773
Northern Territory;Darwin;Nightcliff;Highest year of school completed(f);Year 8 or below;31;31;60;71000;70210;"{""coordinates"": [[[130.84799951, -12.389418198999977], [130.85602747000007, -12.387904528999968], [130.85600549000003, -12.384999788999949], [130.84929895000005, -12.37642311899998], [130.84114007100004, -12.380681228999947], [130.84340007000003, -12.38674722899998], [130.84799951, -12.389418198999977]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.383566492288404, 130.84865503422773
Northern Territory;Darwin;Nightcliff;Total persons;Total persons;1902;1978;3884;71000;70210;"{""coordinates"": [[[130.84799951, -12.389418198999977], [130.85602747000007, -12.387904528999968], [130.85600549000003, -12.384999788999949], [130.84929895000005, -12.37642311899998], [130.84114007100004, -12.380681228999947], [130.84340007000003, -12.38674722899998], [130.84799951, -12.389418198999977]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.383566492288404, 130.84865503422773
Northern Territory;Darwin;Parap;Age groups;15-19 years;55;61;117;71000;70219;"{""coordinates"": [[[130.85479278000003, -12.430620609999947], [130.8536194500001, -12.428097819999948], [130.85104649000002, -12.430040839999947], [130.8490251300001, -12.427423178999957], [130.84506907000002, -12.429513248999966], [130.84112707000008, -12.426674368999954], [130.83972412, -12.428538278999952], [130.84154573, -12.429832928999929], [130.8415630300001, -12.432185518999972], [130.8375187900001, -12.438960648999966], [130.84085329000004, -12.441640869999956], [130.8417577900001, -12.437629719999961], [130.85479278000003, -12.430620609999947]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.432785626267483, 130.84505891382105
Northern Territory;Darwin;Parap;Age groups;25-34 years;277;321;596;71000;70219;"{""coordinates"": [[[130.85479278000003, -12.430620609999947], [130.8536194500001, -12.428097819999948], [130.85104649000002, -12.430040839999947], [130.8490251300001, -12.427423178999957], [130.84506907000002, -12.429513248999966], [130.84112707000008, -12.426674368999954], [130.83972412, -12.428538278999952], [130.84154573, -12.429832928999929], [130.8415630300001, -12.432185518999972], [130.8375187900001, -12.438960648999966], [130.84085329000004, -12.441640869999956], [130.8417577900001, -12.437629719999961], [130.85479278000003, -12.430620609999947]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.432785626267483, 130.84505891382105
Northern Territory;Darwin;Parap;Age groups;55-64 years;175;166;341;71000;70219;"{""coordinates"": [[[130.85479278000003, -12.430620609999947], [130.8536194500001, -12.428097819999948], [130.85104649000002, -12.430040839999947], [130.8490251300001, -12.427423178999957], [130.84506907000002, -12.429513248999966], [130.84112707000008, -12.426674368999954], [130.83972412, -12.428538278999952], [130.84154573, -12.429832928999929], [130.8415630300001, -12.432185518999972], [130.8375187900001, -12.438960648999966], [130.84085329000004, -12.441640869999956], [130.8417577900001, -12.437629719999961], [130.85479278000003, -12.430620609999947]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.432785626267483, 130.84505891382105
Northern Territory;Darwin;Parap;Age of persons attending an education institution(e);20-24 years;15;29;44;71000;70219;"{""coordinates"": [[[130.85479278000003, -12.430620609999947], [130.8536194500001, -12.428097819999948], [130.85104649000002, -12.430040839999947], [130.8490251300001, -12.427423178999957], [130.84506907000002, -12.429513248999966], [130.84112707000008, -12.426674368999954], [130.83972412, -12.428538278999952], [130.84154573, -12.429832928999929], [130.8415630300001, -12.432185518999972], [130.8375187900001, -12.438960648999966], [130.84085329000004, -12.441640869999956], [130.8417577900001, -12.437629719999961], [130.85479278000003, -12.430620609999947]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.432785626267483, 130.84505891382105
Northern Territory;Darwin;Parap;Count of persons in occupied private dwellings;Count of persons in occupied private dwellings(g);1273;1343;2613;71000;70219;"{""coordinates"": [[[130.85479278000003, -12.430620609999947], [130.8536194500001, -12.428097819999948], [130.85104649000002, -12.430040839999947], [130.8490251300001, -12.427423178999957], [130.84506907000002, -12.429513248999966], [130.84112707000008, -12.426674368999954], [130.83972412, -12.428538278999952], [130.84154573, -12.429832928999929], [130.8415630300001, -12.432185518999972], [130.8375187900001, -12.438960648999966], [130.84085329000004, -12.441640869999956], [130.8417577900001, -12.437629719999961], [130.85479278000003, -12.430620609999947]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.432785626267483, 130.84505891382105
Northern Territory;Darwin;Parap;Language used at home;Other language(d);317;363;679;71000;70219;"{""coordinates"": [[[130.85479278000003, -12.430620609999947], [130.8536194500001, -12.428097819999948], [130.85104649000002, -12.430040839999947], [130.8490251300001, -12.427423178999957], [130.84506907000002, -12.429513248999966], [130.84112707000008, -12.426674368999954], [130.83972412, -12.428538278999952], [130.84154573, -12.429832928999929], [130.8415630300001, -12.432185518999972], [130.8375187900001, -12.438960648999966], [130.84085329000004, -12.441640869999956], [130.8417577900001, -12.437629719999961], [130.85479278000003, -12.430620609999947]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.432785626267483, 130.84505891382105
Northern Territory;Darwin;Parap;Total persons;Total persons;1386;1429;2819;71000;70219;"{""coordinates"": [[[130.85479278000003, -12.430620609999947], [130.8536194500001, -12.428097819999948], [130.85104649000002, -12.430040839999947], [130.8490251300001, -12.427423178999957], [130.84506907000002, -12.429513248999966], [130.84112707000008, -12.426674368999954], [130.83972412, -12.428538278999952], [130.84154573, -12.429832928999929], [130.8415630300001, -12.432185518999972], [130.8375187900001, -12.438960648999966], [130.84085329000004, -12.441640869999956], [130.8417577900001, -12.437629719999961], [130.85479278000003, -12.430620609999947]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.432785626267483, 130.84505891382105
Northern Territory;Darwin;Rapid Creek;Age groups;0-4 years;112;90;200;71000;70231;"{""coordinates"": [[[130.86560385900006, -12.376385708999976], [130.86425595000003, -12.373146078999978], [130.86253593000004, -12.376196088999961], [130.85294293000004, -12.373954088999938], [130.84929895000005, -12.37642311899998], [130.85600549000003, -12.384999788999949], [130.85606565000012, -12.389125128999979], [130.86660917900008, -12.384855338999955], [130.86588600900006, -12.381616098999928], [130.86783601900004, -12.378786098999967], [130.86560385900006, -12.376385708999976]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.380449110808298, 130.85917901070883
Northern Territory;Darwin;Rapid Creek;Age groups;75-84 years;35;42;84;71000;70231;"{""coordinates"": [[[130.86560385900006, -12.376385708999976], [130.86425595000003, -12.373146078999978], [130.86253593000004, -12.376196088999961], [130.85294293000004, -12.373954088999938], [130.84929895000005, -12.37642311899998], [130.85600549000003, -12.384999788999949], [130.85606565000012, -12.389125128999979], [130.86660917900008, -12.384855338999955], [130.86588600900006, -12.381616098999928], [130.86783601900004, -12.378786098999967], [130.86560385900006, -12.376385708999976]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.380449110808298, 130.85917901070883
Northern Territory;Darwin;Rapid Creek;Birthplace;Elsewhere(c);540;530;1074;71000;70231;"{""coordinates"": [[[130.86560385900006, -12.376385708999976], [130.86425595000003, -12.373146078999978], [130.86253593000004, -12.376196088999961], [130.85294293000004, -12.373954088999938], [130.84929895000005, -12.37642311899998], [130.85600549000003, -12.384999788999949], [130.85606565000012, -12.389125128999979], [130.86660917900008, -12.384855338999955], [130.86588600900006, -12.381616098999928], [130.86783601900004, -12.378786098999967], [130.86560385900006, -12.376385708999976]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.380449110808298, 130.85917901070883
Northern Territory;Darwin;Rapid Creek;Highest year of school completed(f);Year 8 or below;30;24;57;71000;70231;"{""coordinates"": [[[130.86560385900006, -12.376385708999976], [130.86425595000003, -12.373146078999978], [130.86253593000004, -12.376196088999961], [130.85294293000004, -12.373954088999938], [130.84929895000005, -12.37642311899998], [130.85600549000003, -12.384999788999949], [130.85606565000012, -12.389125128999979], [130.86660917900008, -12.384855338999955], [130.86588600900006, -12.381616098999928], [130.86783601900004, -12.378786098999967], [130.86560385900006, -12.376385708999976]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.380449110808298, 130.85917901070883
Northern Territory;Darwin;Rapid Creek;Language used at home;Australian citizen;1186;1263;2446;71000;70231;"{""coordinates"": [[[130.86560385900006, -12.376385708999976], [130.86425595000003, -12.373146078999978], [130.86253593000004, -12.376196088999961], [130.85294293000004, -12.373954088999938], [130.84929895000005, -12.37642311899998], [130.85600549000003, -12.384999788999949], [130.85606565000012, -12.389125128999979], [130.86660917900008, -12.384855338999955], [130.86588600900006, -12.381616098999928], [130.86783601900004, -12.378786098999967], [130.86560385900006, -12.376385708999976]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.380449110808298, 130.85917901070883
Northern Territory;Darwin;Stuart Park;Aboriginal and/or Torres Strait Islander persons;Aboriginal;63;70;132;71000;70245;"{""coordinates"": [[[130.84123862, -12.439373599999954], [130.8392592900001, -12.453015579999942], [130.85018002000004, -12.452998389999948], [130.8527475400001, -12.448410099999933], [130.84925139000006, -12.445406399999968], [130.84911039000005, -12.442221379999978], [130.84636052000005, -12.441966319999949], [130.84592982000004, -12.438187719999974], [130.84123862, -12.439373599999954]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.44697272559597, 130.84519391653424
Northern Territory;Darwin;Stuart Park;Aboriginal and/or Torres Strait Islander persons;Torres Strait Islander;3;3;10;71000;70245;"{""coordinates"": [[[130.84123862, -12.439373599999954], [130.8392592900001, -12.453015579999942], [130.85018002000004, -12.452998389999948], [130.8527475400001, -12.448410099999933], [130.84925139000006, -12.445406399999968], [130.84911039000005, -12.442221379999978], [130.84636052000005, -12.441966319999949], [130.84592982000004, -12.438187719999974], [130.84123862, -12.439373599999954]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.44697272559597, 130.84519391653424
Northern Territory;Darwin;Stuart Park;Age groups;15-19 years;82;93;175;71000;70245;"{""coordinates"": [[[130.84123862, -12.439373599999954], [130.8392592900001, -12.453015579999942], [130.85018002000004, -12.452998389999948], [130.8527475400001, -12.448410099999933], [130.84925139000006, -12.445406399999968], [130.84911039000005, -12.442221379999978], [130.84636052000005, -12.441966319999949], [130.84592982000004, -12.438187719999974], [130.84123862, -12.439373599999954]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.44697272559597, 130.84519391653424
Northern Territory;Darwin;Stuart Park;Age groups;20-24 years;160;146;309;71000;70245;"{""coordinates"": [[[130.84123862, -12.439373599999954], [130.8392592900001, -12.453015579999942], [130.85018002000004, -12.452998389999948], [130.8527475400001, -12.448410099999933], [130.84925139000006, -12.445406399999968], [130.84911039000005, -12.442221379999978], [130.84636052000005, -12.441966319999949], [130.84592982000004, -12.438187719999974], [130.84123862, -12.439373599999954]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.44697272559597, 130.84519391653424
Northern Territory;Darwin;Stuart Park;Age groups;55-64 years;236;211;447;71000;70245;"{""coordinates"": [[[130.84123862, -12.439373599999954], [130.8392592900001, -12.453015579999942], [130.85018002000004, -12.452998389999948], [130.8527475400001, -12.448410099999933], [130.84925139000006, -12.445406399999968], [130.84911039000005, -12.442221379999978], [130.84636052000005, -12.441966319999949], [130.84592982000004, -12.438187719999974], [130.84123862, -12.439373599999954]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.44697272559597, 130.84519391653424
Northern Territory;Darwin;Stuart Park;Age groups;85 years and over;13;6;17;71000;70245;"{""coordinates"": [[[130.84123862, -12.439373599999954], [130.8392592900001, -12.453015579999942], [130.85018002000004, -12.452998389999948], [130.8527475400001, -12.448410099999933], [130.84925139000006, -12.445406399999968], [130.84911039000005, -12.442221379999978], [130.84636052000005, -12.441966319999949], [130.84592982000004, -12.438187719999974], [130.84123862, -12.439373599999954]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.44697272559597, 130.84519391653424
Northern Territory;Darwin;Stuart Park;Age of persons attending an education institution(e);0-4 years;26;24;52;71000;70245;"{""coordinates"": [[[130.84123862, -12.439373599999954], [130.8392592900001, -12.453015579999942], [130.85018002000004, -12.452998389999948], [130.8527475400001, -12.448410099999933], [130.84925139000006, -12.445406399999968], [130.84911039000005, -12.442221379999978], [130.84636052000005, -12.441966319999949], [130.84592982000004, -12.438187719999974], [130.84123862, -12.439373599999954]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.44697272559597, 130.84519391653424
Northern Territory;Darwin;Stuart Park;Age of persons attending an education institution(e);25 years and over;136;224;359;71000;70245;"{""coordinates"": [[[130.84123862, -12.439373599999954], [130.8392592900001, -12.453015579999942], [130.85018002000004, -12.452998389999948], [130.8527475400001, -12.448410099999933], [130.84925139000006, -12.445406399999968], [130.84911039000005, -12.442221379999978], [130.84636052000005, -12.441966319999949], [130.84592982000004, -12.438187719999974], [130.84123862, -12.439373599999954]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.44697272559597, 130.84519391653424
Northern Territory;Darwin;Stuart Park;Age of persons attending an education institution(e);05-14 years;158;172;332;71000;70245;"{""coordinates"": [[[130.84123862, -12.439373599999954], [130.8392592900001, -12.453015579999942], [130.85018002000004, -12.452998389999948], [130.8527475400001, -12.448410099999933], [130.84925139000006, -12.445406399999968], [130.84911039000005, -12.442221379999978], [130.84636052000005, -12.441966319999949], [130.84592982000004, -12.438187719999974], [130.84123862, -12.439373599999954]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.44697272559597, 130.84519391653424
Northern Territory;Darwin;Stuart Park;Birthplace;Elsewhere(c);742;795;1543;71000;70245;"{""coordinates"": [[[130.84123862, -12.439373599999954], [130.8392592900001, -12.453015579999942], [130.85018002000004, -12.452998389999948], [130.8527475400001, -12.448410099999933], [130.84925139000006, -12.445406399999968], [130.84911039000005, -12.442221379999978], [130.84636052000005, -12.441966319999949], [130.84592982000004, -12.438187719999974], [130.84123862, -12.439373599999954]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.44697272559597, 130.84519391653424
Northern Territory;Darwin;Stuart Park;Count of persons in other dwellings;Count of persons in other dwellings(g)(h);222;180;405;71000;70245;"{""coordinates"": [[[130.84123862, -12.439373599999954], [130.8392592900001, -12.453015579999942], [130.85018002000004, -12.452998389999948], [130.8527475400001, -12.448410099999933], [130.84925139000006, -12.445406399999968], [130.84911039000005, -12.442221379999978], [130.84636052000005, -12.441966319999949], [130.84592982000004, -12.438187719999974], [130.84123862, -12.439373599999954]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.44697272559597, 130.84519391653424
Northern Territory;Darwin;Stuart Park;Highest year of school completed(f);Year 12 or equivalent;1121;1260;2383;71000;70245;"{""coordinates"": [[[130.84123862, -12.439373599999954], [130.8392592900001, -12.453015579999942], [130.85018002000004, -12.452998389999948], [130.8527475400001, -12.448410099999933], [130.84925139000006, -12.445406399999968], [130.84911039000005, -12.442221379999978], [130.84636052000005, -12.441966319999949], [130.84592982000004, -12.438187719999974], [130.84123862, -12.439373599999954]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.44697272559597, 130.84519391653424
Northern Territory;Darwin;Stuart Park;Highest year of school completed(f);Year 8 or below;38;34;69;71000;70245;"{""coordinates"": [[[130.84123862, -12.439373599999954], [130.8392592900001, -12.453015579999942], [130.85018002000004, -12.452998389999948], [130.8527475400001, -12.448410099999933], [130.84925139000006, -12.445406399999968], [130.84911039000005, -12.442221379999978], [130.84636052000005, -12.441966319999949], [130.84592982000004, -12.438187719999974], [130.84123862, -12.439373599999954]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.44697272559597, 130.84519391653424
Northern Territory;Darwin;Stuart Park;Language used at home;Other language(d);586;637;1221;71000;70245;"{""coordinates"": [[[130.84123862, -12.439373599999954], [130.8392592900001, -12.453015579999942], [130.85018002000004, -12.452998389999948], [130.8527475400001, -12.448410099999933], [130.84925139000006, -12.445406399999968], [130.84911039000005, -12.442221379999978], [130.84636052000005, -12.441966319999949], [130.84592982000004, -12.438187719999974], [130.84123862, -12.439373599999954]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.44697272559597, 130.84519391653424
Northern Territory;Darwin;Stuart Park;Total persons;Total persons;2058;2042;4101;71000;70245;"{""coordinates"": [[[130.84123862, -12.439373599999954], [130.8392592900001, -12.453015579999942], [130.85018002000004, -12.452998389999948], [130.8527475400001, -12.448410099999933], [130.84925139000006, -12.445406399999968], [130.84911039000005, -12.442221379999978], [130.84636052000005, -12.441966319999949], [130.84592982000004, -12.438187719999974], [130.84123862, -12.439373599999954]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.44697272559597, 130.84519391653424
