abs_lga;suburb;census_year;state;category;sub_category;speaks_english_only;very_well_or_well;not_well_or_not_at_all;total_1;not_stated_b;total_2
Darwin;Lee Point;2016;Northern Territory;;Dutch;;0.0;0.0;0.0;0.0;0.0
Darwin;Lee Point;2016;Northern Territory;;Serbian;;0.0;0.0;0.0;0.0;0.0
Darwin;Ludmilla;2016;Northern Territory;;Dutch;;5.0;0.0;5.0;0.0;5.0
Darwin;Ludmilla;2016;Northern Territory;;French;;10.0;0.0;10.0;0.0;15.0
Darwin;Ludmilla;2016;Northern Territory;Indo-Aryan languages;Hindi;;6.0;0.0;6.0;0.0;6.0
Darwin;Lyons (NT);2016;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;12.0;0.0;12.0;0.0;12.0
Darwin;Malak;2016;Northern Territory;;Arabic;;4.0;0.0;4.0;0.0;4.0
Darwin;Malak;2016;Northern Territory;Indo-Aryan languages;Hindi;;4.0;0.0;4.0;0.0;4.0
Darwin;Malak;2016;Northern Territory;;Turkish;;0.0;0.0;0.0;0.0;0.0
Darwin;Marrara;2016;Northern Territory;;Greek;;11.0;7.0;12.0;0.0;12.0
Darwin;Marrara;2016;Northern Territory;Indo-Aryan languages;Hindi;;9.0;3.0;11.0;0.0;11.0
Darwin;Marrara;2016;Northern Territory;;Korean;;0.0;0.0;0.0;0.0;0.0
Darwin;Marrara;2016;Northern Territory;;Maltese;;0.0;0.0;0.0;0.0;0.0
Darwin;Millner;2016;Northern Territory;;Greek;;78.0;7.0;80.0;0.0;80.0
Darwin;Millner;2016;Northern Territory;Indo-Aryan languages;Other(d);;78.0;11.0;90.0;0.0;90.0
Darwin;Millner;2016;Northern Territory;;Korean;;0.0;0.0;0.0;0.0;0.0
Darwin;Millner;2016;Northern Territory;;Polish;;0.0;0.0;0.0;0.0;0.0
Darwin;Muirhead;2016;Northern Territory;;Afrikaans;;10.0;0.0;10.0;0.0;10.0
Darwin;Muirhead;2016;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Nakara;2016;Northern Territory;;Japanese;;4.0;0.0;4.0;0.0;4.0
Darwin;Nakara;2016;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Nakara;2016;Northern Territory;Southeast Asian Austronesian languages;Filipino;;22.0;0.0;24.0;0.0;23.0
Darwin;Nightcliff;2016;Northern Territory;;Afrikaans;;0.0;0.0;0.0;0.0;0.0
Darwin;Nightcliff;2016;Northern Territory;;Greek;;135.0;16.0;148.0;0.0;154.0
Darwin;Nightcliff;2016;Northern Territory;;Maltese;;0.0;0.0;0.0;0.0;0.0
Darwin;Nightcliff;2016;Northern Territory;;Vietnamese;;14.0;6.0;24.0;0.0;24.0
Darwin;Nightcliff;2016;Northern Territory;;Language spoken at home not stated;;14.0;0.0;18.0;385.0;396.0
Darwin;Parap;2016;Northern Territory;;Italian;;30.0;0.0;30.0;0.0;30.0
Darwin;Parap;2016;Northern Territory;;Language spoken at home not stated;;4.0;0.0;4.0;262.0;266.0
Darwin;Rapid Creek;2016;Northern Territory;Indo-Aryan languages;Sinhalese;;13.0;0.0;13.0;0.0;13.0
Darwin;Rapid Creek;2016;Northern Territory;;Thai;;7.0;0.0;14.0;0.0;14.0
Darwin;The Gardens (NT);2016;Northern Territory;;Speaks English only;508.0;;;;;508.0
Darwin;The Gardens (NT);2016;Northern Territory;;Greek;;7.0;0.0;7.0;0.0;7.0
Darwin;The Gardens (NT);2016;Northern Territory;;Thai;;0.0;0.0;0.0;0.0;0.0
Darwin;Tiwi;2016;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Wanguri;2016;Northern Territory;;Japanese;;3.0;0.0;3.0;0.0;3.0
Darwin;Winnellie;2016;Northern Territory;Southeast Asian Austronesian languages;Other(e);;0.0;0.0;0.0;0.0;0.0
Darwin;Woolner;2016;Northern Territory;;Persian (excluding Dari);;4.0;0.0;3.0;0.0;3.0
Darwin;Woolner;2016;Northern Territory;;Turkish;;0.0;0.0;0.0;0.0;0.0
Darwin;Alawa;2021;Northern Territory;;Serbian;;4.0;0.0;4.0;0.0;4.0
Darwin;Alawa;2021;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;58.0;3.0;61.0;0.0;61.0
Darwin;Millner;2021;Northern Territory;;Speaks English only;1377.0;;;;;1377.0
Darwin;Millner;2021;Northern Territory;;Greek;;83.0;23.0;100.0;3.0;103.0
Darwin;Millner;2021;Northern Territory;Indo-Aryan languages;Bengali;;36.0;0.0;38.0;0.0;38.0
Darwin;Millner;2021;Northern Territory;Indo-Aryan languages;Punjabi;;51.0;3.0;56.0;0.0;57.0
Darwin;Millner;2021;Northern Territory;Indo-Aryan languages;Urdu;;22.0;0.0;21.0;0.0;21.0
Darwin;Millner;2021;Northern Territory;;Japanese;;0.0;0.0;0.0;0.0;0.0
Darwin;Millner;2021;Northern Territory;;Malayalam;;18.0;0.0;21.0;0.0;21.0
Darwin;Millner;2021;Northern Territory;;Portuguese;;15.0;9.0;25.0;0.0;25.0
Darwin;Millner;2021;Northern Territory;;Serbian;;5.0;0.0;5.0;0.0;5.0
Darwin;Millner;2021;Northern Territory;;Turkish;;0.0;0.0;0.0;0.0;0.0
Darwin;Karama;2021;Northern Territory;;Australian Indigenous Languages;;110.0;14.0;119.0;4.0;124.0
Darwin;Karama;2021;Northern Territory;Chinese languages;Other(c);;57.0;33.0;89.0;0.0;89.0
Darwin;Karama;2021;Northern Territory;;German;;5.0;0.0;6.0;0.0;6.0
Darwin;Karama;2021;Northern Territory;Indo-Aryan languages;Bengali;;31.0;3.0;30.0;0.0;35.0
Darwin;Karama;2021;Northern Territory;Indo-Aryan languages;Hindi;;14.0;0.0;14.0;0.0;12.0
Darwin;Karama;2021;Northern Territory;;Korean;;4.0;0.0;4.0;0.0;4.0
Darwin;Karama;2021;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Karama;2021;Northern Territory;Southeast Asian Austronesian languages;Filipino;;111.0;9.0;124.0;0.0;122.0
Darwin;Wulagi;2021;Northern Territory;Chinese languages;Mandarin;;43.0;10.0;48.0;0.0;48.0
Darwin;Wulagi;2021;Northern Territory;;Japanese;;5.0;0.0;5.0;0.0;5.0
Darwin;Wulagi;2021;Northern Territory;;Khmer;;0.0;0.0;0.0;0.0;0.0
Darwin;Wulagi;2021;Northern Territory;;Korean;;0.0;0.0;0.0;0.0;0.0
Darwin;Wulagi;2021;Northern Territory;;Malayalam;;22.0;0.0;24.0;0.0;24.0
Darwin;Wulagi;2021;Northern Territory;;Polish;;4.0;0.0;4.0;0.0;4.0
Darwin;Wulagi;2021;Northern Territory;;Portuguese;;21.0;4.0;21.0;0.0;21.0
Darwin;Wulagi;2021;Northern Territory;;Serbian;;0.0;0.0;0.0;0.0;0.0
Darwin;Wulagi;2021;Northern Territory;Southeast Asian Austronesian languages;Other(e);;6.0;4.0;14.0;0.0;14.0
Darwin;Wulagi;2021;Northern Territory;;Spanish;;0.0;0.0;3.0;0.0;3.0
Darwin;Wulagi;2021;Northern Territory;;Thai;;15.0;9.0;23.0;0.0;23.0
Darwin;Wulagi;2021;Northern Territory;;Other(f);;70.0;17.0;88.0;0.0;88.0
Darwin;Darwin City;2021;Northern Territory;Chinese languages;Other(c);;17.0;0.0;20.0;0.0;20.0
Darwin;Darwin City;2021;Northern Territory;Indo-Aryan languages;Urdu;;25.0;0.0;28.0;0.0;28.0
Darwin;Darwin City;2021;Northern Territory;Indo-Aryan languages;Other(d);;11.0;0.0;11.0;0.0;8.0
Darwin;Darwin City;2021;Northern Territory;;Malayalam;;20.0;0.0;22.0;0.0;22.0
Darwin;Darwin City;2021;Northern Territory;;Portuguese;;33.0;3.0;35.0;0.0;35.0
Darwin;Darwin City;2021;Northern Territory;;Spanish;;75.0;0.0;76.0;0.0;77.0
Darwin;Darwin City;2021;Northern Territory;;Turkish;;7.0;0.0;8.0;0.0;8.0
Darwin;Darwin City;2021;Northern Territory;;Other(f);;179.0;18.0;197.0;7.0;205.0
Darwin;Darwin City;2021;Northern Territory;;Language used at home not stated;;57.0;13.0;70.0;828.0;895.0
Darwin;Fannie Bay;2021;Northern Territory;Chinese languages;Mandarin;;27.0;0.0;32.0;0.0;32.0
Darwin;Fannie Bay;2021;Northern Territory;Indo-Aryan languages;Hindi;;14.0;0.0;14.0;0.0;14.0
Darwin;Fannie Bay;2021;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Fannie Bay;2021;Northern Territory;;Persian (excluding Dari);;0.0;0.0;0.0;0.0;0.0
Darwin;Fannie Bay;2021;Northern Territory;;Russian;;5.0;0.0;5.0;0.0;5.0
Darwin;Fannie Bay;2021;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Fannie Bay;2021;Northern Territory;;Thai;;18.0;4.0;16.0;0.0;16.0
Darwin;Fannie Bay;2021;Northern Territory;;Other(f);;55.0;9.0;61.0;0.0;61.0
Darwin;The Gardens (NT);2021;Northern Territory;;French;;4.0;0.0;4.0;0.0;4.0
Darwin;The Gardens (NT);2021;Northern Territory;Indo-Aryan languages;Bengali;;0.0;0.0;0.0;0.0;0.0
Darwin;The Gardens (NT);2021;Northern Territory;Indo-Aryan languages;Nepali;;17.0;0.0;17.0;0.0;17.0
Darwin;The Gardens (NT);2021;Northern Territory;;Italian;;6.0;0.0;6.0;0.0;6.0
Darwin;The Gardens (NT);2021;Northern Territory;;Korean;;0.0;0.0;0.0;0.0;0.0
Darwin;The Gardens (NT);2021;Northern Territory;;Malayalam;;0.0;0.0;0.0;0.0;0.0
Darwin;The Gardens (NT);2021;Northern Territory;;Polish;;0.0;0.0;0.0;0.0;0.0
Darwin;The Gardens (NT);2021;Northern Territory;;Russian;;0.0;0.0;0.0;0.0;0.0
Darwin;The Gardens (NT);2021;Northern Territory;Southeast Asian Austronesian languages;Filipino;;7.0;0.0;7.0;0.0;7.0
Darwin;The Gardens (NT);2021;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;4.0;0.0;4.0;0.0;4.0
Darwin;The Gardens (NT);2021;Northern Territory;;Tamil;;0.0;0.0;0.0;0.0;0.0
Darwin;The Gardens (NT);2021;Northern Territory;;Language used at home not stated;;10.0;0.0;11.0;71.0;82.0
Darwin;Woolner;2021;Northern Territory;Chinese languages;Cantonese;;7.0;0.0;7.0;0.0;7.0
Darwin;Woolner;2021;Northern Territory;;German;;3.0;0.0;3.0;0.0;3.0
Darwin;Woolner;2021;Northern Territory;Indo-Aryan languages;Bengali;;14.0;0.0;13.0;0.0;13.0
Darwin;Woolner;2021;Northern Territory;Indo-Aryan languages;Nepali;;16.0;0.0;16.0;0.0;16.0
Darwin;Woolner;2021;Northern Territory;Indo-Aryan languages;Urdu;;8.0;0.0;8.0;0.0;8.0
Darwin;Woolner;2021;Northern Territory;;Italian;;4.0;0.0;4.0;0.0;4.0
Darwin;Woolner;2021;Northern Territory;;Khmer;;0.0;0.0;0.0;0.0;0.0
Darwin;Woolner;2021;Northern Territory;;Korean;;0.0;0.0;0.0;0.0;0.0
Darwin;Woolner;2021;Northern Territory;;Malayalam;;11.0;0.0;9.0;0.0;9.0
Darwin;Woolner;2021;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;17.0;0.0;17.0;0.0;17.0
Darwin;Woolner;2021;Northern Territory;;Tamil;;11.0;0.0;11.0;0.0;11.0
Darwin;Woolner;2021;Northern Territory;;Turkish;;0.0;0.0;0.0;0.0;0.0
Darwin;Woolner;2021;Northern Territory;;Other(f);;46.0;6.0;53.0;0.0;54.0
Darwin;Marrara;2021;Northern Territory;;Arabic;;6.0;0.0;6.0;0.0;6.0
Darwin;Marrara;2021;Northern Territory;Chinese languages;Mandarin;;12.0;0.0;12.0;0.0;12.0
Darwin;Marrara;2021;Northern Territory;Chinese languages;Other(c);;6.0;4.0;12.0;0.0;12.0
Darwin;Marrara;2021;Northern Territory;Indo-Aryan languages;Bengali;;7.0;0.0;9.0;0.0;9.0
Darwin;Marrara;2021;Northern Territory;Indo-Aryan languages;Other(d);;3.0;0.0;3.0;0.0;3.0
Darwin;Marrara;2021;Northern Territory;;Polish;;0.0;0.0;0.0;0.0;0.0
Darwin;Marrara;2021;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Marrara;2021;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;11.0;0.0;7.0;0.0;7.0
Darwin;Marrara;2021;Northern Territory;;Tamil;;0.0;0.0;0.0;0.0;0.0
Darwin;Marrara;2021;Northern Territory;;Thai;;3.0;0.0;3.0;0.0;3.0
Darwin;Casuarina (NT);2021;Northern Territory;;Afrikaans;;0.0;0.0;0.0;0.0;0.0
Darwin;Casuarina (NT);2021;Northern Territory;;Australian Indigenous Languages;;0.0;0.0;0.0;0.0;0.0
Darwin;Casuarina (NT);2021;Northern Territory;Indo-Aryan languages;Urdu;;0.0;0.0;0.0;0.0;0.0
Darwin;Casuarina (NT);2021;Northern Territory;;Russian;;0.0;0.0;0.0;0.0;0.0
Darwin;Casuarina (NT);2021;Northern Territory;;Spanish;;10.0;0.0;10.0;0.0;10.0
Darwin;Casuarina (NT);2021;Northern Territory;;Turkish;;0.0;0.0;0.0;0.0;0.0
Darwin;Casuarina (NT);2021;Northern Territory;;Language used at home not stated;;4.0;0.0;4.0;18.0;21.0
Darwin;Anula;2021;Northern Territory;;Speaks English only;1671.0;;;;;1671.0
Darwin;Anula;2021;Northern Territory;;Afrikaans;;5.0;0.0;5.0;0.0;5.0
Darwin;Anula;2021;Northern Territory;Indo-Aryan languages;Bengali;;12.0;0.0;13.0;0.0;12.0
Darwin;Anula;2021;Northern Territory;Indo-Aryan languages;Hindi;;7.0;0.0;7.0;0.0;7.0
Darwin;Anula;2021;Northern Territory;Indo-Aryan languages;Urdu;;11.0;0.0;11.0;0.0;11.0
Darwin;Anula;2021;Northern Territory;Indo-Aryan languages;Other(d);;0.0;0.0;0.0;0.0;0.0
Darwin;Anula;2021;Northern Territory;;Khmer;;10.0;6.0;10.0;0.0;10.0
Darwin;Anula;2021;Northern Territory;;Russian;;0.0;0.0;0.0;0.0;0.0
Darwin;Anula;2021;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;46.0;0.0;41.0;0.0;41.0
Darwin;Wanguri;2021;Northern Territory;Chinese languages;Mandarin;;15.0;4.0;25.0;0.0;25.0
Darwin;Wanguri;2021;Northern Territory;Indo-Aryan languages;Hindi;;0.0;0.0;0.0;0.0;0.0
Darwin;Wanguri;2021;Northern Territory;;Polish;;4.0;0.0;4.0;0.0;4.0
Darwin;Alawa;2021;Northern Territory;;Croatian;;0.0;0.0;0.0;0.0;0.0
Darwin;Alawa;2021;Northern Territory;Indo-Aryan languages;Bengali;;11.0;3.0;16.0;0.0;16.0
Darwin;Alawa;2021;Northern Territory;Indo-Aryan languages;Urdu;;17.0;0.0;17.0;0.0;17.0
Darwin;Alawa;2021;Northern Territory;;Italian;;10.0;0.0;10.0;0.0;10.0
Darwin;Alawa;2021;Northern Territory;;Portuguese;;11.0;4.0;12.0;0.0;12.0
Darwin;Alawa;2021;Northern Territory;;Spanish;;8.0;0.0;9.0;0.0;8.0
Darwin;Alawa;2021;Northern Territory;;Thai;;9.0;6.0;14.0;0.0;14.0
Darwin;Alawa;2021;Northern Territory;;Turkish;;4.0;0.0;6.0;0.0;6.0
Darwin;Anula;2021;Northern Territory;;Turkish;;0.0;0.0;0.0;0.0;0.0
Darwin;The Narrows (NT);2021;Northern Territory;;Speaks English only;393.0;;;;;393.0
Darwin;The Narrows (NT);2021;Northern Territory;Indo-Aryan languages;Hindi;;0.0;0.0;0.0;0.0;0.0
Darwin;The Narrows (NT);2021;Northern Territory;;Khmer;;0.0;0.0;3.0;0.0;3.0
Darwin;The Narrows (NT);2021;Northern Territory;;Korean;;0.0;0.0;0.0;0.0;0.0
Darwin;The Narrows (NT);2021;Northern Territory;;Persian (excluding Dari);;0.0;0.0;0.0;0.0;0.0
Darwin;The Narrows (NT);2021;Northern Territory;;Polish;;0.0;0.0;0.0;0.0;0.0
Darwin;The Narrows (NT);2021;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;14.0;5.0;16.0;0.0;16.0
Darwin;The Narrows (NT);2021;Northern Territory;;Tamil;;0.0;0.0;0.0;0.0;0.0
Darwin;Stuart Park;2021;Northern Territory;Chinese languages;Mandarin;;60.0;14.0;76.0;0.0;76.0
Darwin;Stuart Park;2021;Northern Territory;Indo-Aryan languages;Hindi;;11.0;0.0;11.0;0.0;11.0
Darwin;Stuart Park;2021;Northern Territory;Indo-Aryan languages;Punjabi;;28.0;0.0;32.0;0.0;32.0
Darwin;Stuart Park;2021;Northern Territory;;Japanese;;5.0;0.0;5.0;0.0;5.0
Darwin;Stuart Park;2021;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Stuart Park;2021;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;42.0;3.0;41.0;0.0;38.0
Darwin;Stuart Park;2021;Northern Territory;;Tamil;;19.0;0.0;19.0;0.0;19.0
Darwin;Stuart Park;2021;Northern Territory;;Thai;;15.0;0.0;17.0;0.0;17.0
Darwin;Stuart Park;2021;Northern Territory;;Vietnamese;;43.0;4.0;49.0;0.0;49.0
Darwin;Wagaman;2021;Northern Territory;Indo-Aryan languages;Urdu;;21.0;0.0;20.0;0.0;20.0
Darwin;Wagaman;2021;Northern Territory;Indo-Aryan languages;Other(d);;10.0;0.0;10.0;0.0;9.0
Darwin;Wagaman;2021;Northern Territory;;Russian;;3.0;0.0;3.0;0.0;3.0
Darwin;Wagaman;2021;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Wagaman;2021;Northern Territory;;Turkish;;4.0;0.0;4.0;0.0;4.0
Darwin;Wagaman;2021;Northern Territory;;Vietnamese;;15.0;10.0;28.0;0.0;27.0
Darwin;Wagaman;2021;Northern Territory;;Other(f);;58.0;9.0;65.0;0.0;72.0
Darwin;Jingili;2021;Northern Territory;;Arabic;;4.0;0.0;3.0;0.0;3.0
Darwin;Jingili;2021;Northern Territory;Chinese languages;Other(c);;9.0;7.0;14.0;0.0;14.0
Darwin;Jingili;2021;Northern Territory;;Croatian;;0.0;0.0;0.0;0.0;0.0
Darwin;Jingili;2021;Northern Territory;Indo-Aryan languages;Other(d);;0.0;0.0;0.0;0.0;0.0
Darwin;Jingili;2021;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Jingili;2021;Northern Territory;;Malayalam;;0.0;0.0;0.0;0.0;0.0
Darwin;Jingili;2021;Northern Territory;Southeast Asian Austronesian languages;Filipino;;13.0;0.0;12.0;0.0;19.0
Darwin;Jingili;2021;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;29.0;4.0;35.0;0.0;35.0
Darwin;Jingili;2021;Northern Territory;;Spanish;;9.0;6.0;10.0;0.0;10.0
Darwin;Nakara;2021;Northern Territory;;Croatian;;0.0;0.0;0.0;0.0;0.0
Darwin;Nakara;2021;Northern Territory;;French;;8.0;0.0;6.0;0.0;6.0
Darwin;Nakara;2021;Northern Territory;;Greek;;88.0;22.0;105.0;0.0;105.0
Darwin;Nakara;2021;Northern Territory;Indo-Aryan languages;Bengali;;12.0;0.0;12.0;0.0;16.0
Darwin;Nakara;2021;Northern Territory;Indo-Aryan languages;Urdu;;28.0;0.0;28.0;0.0;28.0
Darwin;Nakara;2021;Northern Territory;Indo-Aryan languages;Other(d);;0.0;0.0;0.0;0.0;0.0
Darwin;Nakara;2021;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;22.0;5.0;25.0;0.0;25.0
Darwin;Nakara;2021;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;33.0;0.0;33.0;0.0;33.0
Darwin;Nakara;2021;Northern Territory;;Vietnamese;;16.0;0.0;13.0;0.0;17.0
Darwin;Nakara;2021;Northern Territory;;Language used at home not stated;;16.0;0.0;16.0;120.0;132.0
Darwin;Coonawarra (NT);2021;Northern Territory;;Arabic;;0.0;0.0;0.0;0.0;0.0
Darwin;Coonawarra (NT);2021;Northern Territory;Chinese languages;Cantonese;;0.0;0.0;0.0;0.0;0.0
Darwin;Coonawarra (NT);2021;Northern Territory;Chinese languages;Other(c);;0.0;0.0;0.0;0.0;0.0
Darwin;Coonawarra (NT);2021;Northern Territory;;French;;0.0;0.0;0.0;0.0;0.0
Darwin;Coonawarra (NT);2021;Northern Territory;;German;;0.0;0.0;0.0;0.0;0.0
Darwin;Coonawarra (NT);2021;Northern Territory;;Italian;;0.0;0.0;0.0;0.0;0.0
Darwin;Coonawarra (NT);2021;Northern Territory;;Korean;;0.0;0.0;0.0;0.0;0.0
Darwin;Coonawarra (NT);2021;Northern Territory;;Persian (excluding Dari);;0.0;0.0;0.0;0.0;0.0
Darwin;Coonawarra (NT);2021;Northern Territory;;Russian;;0.0;0.0;0.0;0.0;0.0
Darwin;Coonawarra (NT);2021;Northern Territory;;Tamil;;0.0;0.0;0.0;0.0;0.0
Darwin;Lyons (NT);2021;Northern Territory;;Speaks English only;1485.0;;;;;1485.0
Darwin;Lyons (NT);2021;Northern Territory;;Afrikaans;;7.0;0.0;8.0;0.0;8.0
Darwin;Lyons (NT);2021;Northern Territory;;Australian Indigenous Languages;;3.0;0.0;3.0;0.0;3.0
Darwin;Lyons (NT);2021;Northern Territory;Indo-Aryan languages;Bengali;;23.0;0.0;23.0;0.0;23.0
Darwin;Lyons (NT);2021;Northern Territory;Indo-Aryan languages;Nepali;;6.0;0.0;6.0;0.0;6.0
Darwin;Lyons (NT);2021;Northern Territory;Indo-Aryan languages;Other(d);;9.0;0.0;9.0;0.0;9.0
Darwin;Lyons (NT);2021;Northern Territory;;Italian;;10.0;0.0;8.0;0.0;8.0
Darwin;Lyons (NT);2021;Northern Territory;;Portuguese;;12.0;0.0;8.0;0.0;8.0
Darwin;Lyons (NT);2021;Northern Territory;Southeast Asian Austronesian languages;Filipino;;15.0;0.0;15.0;0.0;15.0
Darwin;Brinkin;2021;Northern Territory;;Speaks English only;561.0;;;;;561.0
Darwin;Brinkin;2021;Northern Territory;;Australian Indigenous Languages;;5.0;0.0;5.0;0.0;5.0
Darwin;Brinkin;2021;Northern Territory;Chinese languages;Mandarin;;44.0;3.0;43.0;0.0;43.0
Darwin;Brinkin;2021;Northern Territory;;German;;0.0;0.0;0.0;0.0;0.0
Darwin;Brinkin;2021;Northern Territory;Indo-Aryan languages;Bengali;;16.0;0.0;16.0;0.0;16.0
Darwin;Brinkin;2021;Northern Territory;Indo-Aryan languages;Punjabi;;28.0;0.0;31.0;3.0;36.0
Darwin;Brinkin;2021;Northern Territory;Indo-Aryan languages;Urdu;;5.0;0.0;5.0;0.0;5.0
Darwin;Brinkin;2021;Northern Territory;;Tamil;;3.0;0.0;6.0;0.0;6.0
Darwin;Leanyer;2021;Northern Territory;;Afrikaans;;9.0;0.0;9.0;0.0;9.0
Darwin;Leanyer;2021;Northern Territory;Chinese languages;Cantonese;;57.0;24.0;82.0;0.0;82.0
Darwin;Leanyer;2021;Northern Territory;;Croatian;;0.0;0.0;0.0;0.0;0.0
Darwin;Leanyer;2021;Northern Territory;Indo-Aryan languages;Other(d);;0.0;0.0;0.0;0.0;0.0
Darwin;Leanyer;2021;Northern Territory;;Japanese;;9.0;0.0;9.0;0.0;9.0
Darwin;Leanyer;2021;Northern Territory;;Polish;;0.0;0.0;0.0;0.0;0.0
Darwin;Leanyer;2021;Northern Territory;;Portuguese;;16.0;0.0;16.0;0.0;16.0
Darwin;Ludmilla;2021;Northern Territory;;Arabic;;0.0;0.0;0.0;0.0;0.0
Darwin;Ludmilla;2021;Northern Territory;;Australian Indigenous Languages;;116.0;13.0;130.0;4.0;136.0
Darwin;Ludmilla;2021;Northern Territory;;Greek;;18.0;0.0;17.0;0.0;17.0
Darwin;Ludmilla;2021;Northern Territory;Indo-Aryan languages;Nepali;;15.0;0.0;15.0;0.0;15.0
Darwin;Ludmilla;2021;Northern Territory;Indo-Aryan languages;Other(d);;0.0;0.0;0.0;0.0;0.0
Darwin;Ludmilla;2021;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Ludmilla;2021;Northern Territory;;Serbian;;0.0;0.0;0.0;0.0;0.0
Darwin;Ludmilla;2021;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;3.0;0.0;3.0;0.0;3.0
Darwin;Ludmilla;2021;Northern Territory;Southeast Asian Austronesian languages;Other(e);;7.0;0.0;7.0;0.0;7.0
Darwin;Ludmilla;2021;Northern Territory;;Turkish;;0.0;0.0;0.0;0.0;0.0
Darwin;Larrakeyah;2021;Northern Territory;;Speaks English only;2382.0;;;;;2382.0
Darwin;Larrakeyah;2021;Northern Territory;;Arabic;;6.0;0.0;6.0;0.0;6.0
Darwin;Larrakeyah;2021;Northern Territory;Indo-Aryan languages;Gujarati;;11.0;0.0;12.0;0.0;12.0
Darwin;Larrakeyah;2021;Northern Territory;Indo-Aryan languages;Nepali;;325.0;6.0;334.0;0.0;332.0
Darwin;Larrakeyah;2021;Northern Territory;;Korean;;15.0;3.0;23.0;0.0;23.0
Darwin;Larrakeyah;2021;Northern Territory;;Persian (excluding Dari);;0.0;0.0;0.0;0.0;0.0
Darwin;Larrakeyah;2021;Northern Territory;;Spanish;;22.0;0.0;20.0;0.0;20.0
Darwin;Larrakeyah;2021;Northern Territory;;Other(f);;79.0;11.0;90.0;3.0;88.0
Darwin;Lee Point;2021;Northern Territory;;Speaks English only;60.0;;;;;60.0
Darwin;Lee Point;2021;Northern Territory;;Australian Indigenous Languages;;0.0;0.0;0.0;0.0;0.0
Darwin;Lee Point;2021;Northern Territory;;Korean;;0.0;0.0;0.0;0.0;0.0
Darwin;Lee Point;2021;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Lee Point;2021;Northern Territory;;Portuguese;;0.0;0.0;0.0;0.0;0.0
Darwin;Lee Point;2021;Northern Territory;;Serbian;;0.0;0.0;0.0;0.0;0.0
Darwin;Lee Point;2021;Northern Territory;;Spanish;;0.0;0.0;0.0;0.0;0.0
Darwin;Lee Point;2021;Northern Territory;;Vietnamese;;0.0;0.0;0.0;0.0;0.0
Darwin;Lee Point;2021;Northern Territory;;Other(f);;0.0;0.0;0.0;0.0;0.0
Darwin;Berrimah;2021;Northern Territory;Chinese languages;Cantonese;;0.0;0.0;0.0;0.0;0.0
Darwin;Berrimah;2021;Northern Territory;;French;;0.0;0.0;0.0;0.0;0.0
Darwin;Berrimah;2021;Northern Territory;Indo-Aryan languages;Nepali;;0.0;0.0;0.0;0.0;0.0
Darwin;Berrimah;2021;Northern Territory;Indo-Aryan languages;Sinhalese;;10.0;0.0;10.0;0.0;10.0
Darwin;Berrimah;2021;Northern Territory;Indo-Aryan languages;Urdu;;0.0;0.0;0.0;0.0;0.0
Darwin;Berrimah;2021;Northern Territory;;Persian (excluding Dari);;0.0;0.0;0.0;0.0;0.0
Darwin;Berrimah;2021;Northern Territory;;Polish;;0.0;0.0;0.0;0.0;0.0
Darwin;Berrimah;2021;Northern Territory;;Russian;;0.0;0.0;6.0;0.0;6.0
Darwin;Berrimah;2021;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;7.0;0.0;9.0;0.0;9.0
Darwin;Berrimah;2021;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;111.0;3.0;110.0;0.0;114.0
Darwin;Berrimah;2021;Northern Territory;;Thai;;0.0;0.0;3.0;0.0;3.0
Darwin;Parap;2021;Northern Territory;;Afrikaans;;7.0;0.0;7.0;0.0;12.0
Darwin;Parap;2021;Northern Territory;;German;;14.0;0.0;14.0;0.0;14.0
