abs_lga;suburb;census_year;state;category;sub_category;speaks_english_only;very_well_or_well;not_well_or_not_at_all;total_1;not_stated_b;total_2
Darwin;Moil;2021;Northern Territory;;Spanish;;0.0;0.0;0.0;0.0;0.0
Darwin;Moil;2021;Northern Territory;;Turkish;;0.0;0.0;0.0;0.0;0.0
Darwin;Moil;2021;Northern Territory;;Vietnamese;;23.0;7.0;33.0;0.0;33.0
Darwin;Tiwi;2021;Northern Territory;;Serbian;;4.0;0.0;4.0;0.0;4.0
Darwin;Tiwi;2021;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;38.0;3.0;43.0;0.0;39.0
Darwin;Tiwi;2021;Northern Territory;;Tamil;;13.0;0.0;11.0;0.0;11.0
Darwin;Tiwi;2021;Northern Territory;;Vietnamese;;11.0;0.0;11.0;0.0;11.0
Darwin;Nightcliff;2021;Northern Territory;;Speaks English only;2430.0;;;;;2430.0
Darwin;Nightcliff;2021;Northern Territory;;Arabic;;5.0;0.0;3.0;0.0;3.0
Darwin;Nightcliff;2021;Northern Territory;Indo-Aryan languages;Gujarati;;73.0;4.0;77.0;0.0;77.0
Darwin;Nightcliff;2021;Northern Territory;Indo-Aryan languages;Nepali;;158.0;13.0;171.0;0.0;171.0
Darwin;Nightcliff;2021;Northern Territory;Indo-Aryan languages;Sinhalese;;22.0;0.0;22.0;0.0;22.0
Darwin;Nightcliff;2021;Northern Territory;;Khmer;;0.0;0.0;0.0;0.0;0.0
Darwin;Nightcliff;2021;Northern Territory;;Polish;;9.0;0.0;9.0;0.0;9.0
Darwin;Nightcliff;2021;Northern Territory;;Russian;;0.0;0.0;0.0;0.0;0.0
Darwin;Nightcliff;2021;Northern Territory;;Serbian;;0.0;0.0;0.0;0.0;0.0
Darwin;Nightcliff;2021;Northern Territory;Southeast Asian Austronesian languages;Filipino;;51.0;0.0;51.0;0.0;46.0
Darwin;Nightcliff;2021;Northern Territory;;Thai;;15.0;0.0;14.0;0.0;14.0
Darwin;Nightcliff;2021;Northern Territory;;Vietnamese;;16.0;3.0;19.0;0.0;19.0
Darwin;Eaton (NT);2021;Northern Territory;Chinese languages;Cantonese;;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2021;Northern Territory;;Croatian;;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2021;Northern Territory;;German;;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2021;Northern Territory;Indo-Aryan languages;Urdu;;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2021;Northern Territory;;Japanese;;10.0;0.0;10.0;0.0;10.0
Darwin;Eaton (NT);2021;Northern Territory;Southeast Asian Austronesian languages;Other(e);;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2021;Northern Territory;;Spanish;;4.0;0.0;4.0;0.0;4.0
Darwin;Eaton (NT);2021;Northern Territory;;Tamil;;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2021;Northern Territory;;Turkish;;0.0;0.0;0.0;0.0;0.0
Darwin;Muirhead;2021;Northern Territory;;Speaks English only;1864.0;;;;;1864.0
Darwin;Muirhead;2021;Northern Territory;Chinese languages;Mandarin;;122.0;34.0;153.0;4.0;152.0
Darwin;Muirhead;2021;Northern Territory;;French;;0.0;0.0;0.0;0.0;0.0
Darwin;Muirhead;2021;Northern Territory;;German;;4.0;0.0;4.0;0.0;4.0
Darwin;Muirhead;2021;Northern Territory;Indo-Aryan languages;Bengali;;17.0;0.0;17.0;0.0;17.0
Darwin;Muirhead;2021;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Muirhead;2021;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Muirhead;2021;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;100.0;0.0;99.0;0.0;99.0
Darwin;Muirhead;2021;Northern Territory;;Turkish;;5.0;0.0;5.0;0.0;5.0
Darwin;Malak;2021;Northern Territory;;Afrikaans;;0.0;0.0;0.0;0.0;0.0
Darwin;Malak;2021;Northern Territory;Chinese languages;Mandarin;;21.0;10.0;28.0;0.0;28.0
Darwin;Malak;2021;Northern Territory;Chinese languages;Other(c);;22.0;20.0;42.0;0.0;42.0
Darwin;Malak;2021;Northern Territory;;Greek;;38.0;10.0;52.0;0.0;52.0
Darwin;Malak;2021;Northern Territory;Indo-Aryan languages;Nepali;;0.0;0.0;0.0;0.0;0.0
Darwin;Malak;2021;Northern Territory;Indo-Aryan languages;Punjabi;;20.0;0.0;20.0;0.0;20.0
Darwin;Malak;2021;Northern Territory;;Japanese;;0.0;0.0;0.0;0.0;0.0
Darwin;Malak;2021;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Malak;2021;Northern Territory;;Polish;;0.0;0.0;0.0;0.0;0.0
Darwin;Malak;2021;Northern Territory;;Serbian;;0.0;0.0;0.0;0.0;0.0
Darwin;Malak;2021;Northern Territory;Southeast Asian Austronesian languages;Filipino;;43.0;0.0;51.0;0.0;52.0
Darwin;Malak;2021;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;79.0;7.0;80.0;0.0;80.0
Darwin;Malak;2021;Northern Territory;Southeast Asian Austronesian languages;Other(e);;43.0;5.0;50.0;0.0;50.0
Darwin;Malak;2021;Northern Territory;;Spanish;;14.0;0.0;11.0;0.0;13.0
Darwin;Brinkin;2016;Northern Territory;Indo-Aryan languages;Sinhalese;;20.0;0.0;20.0;0.0;20.0
Darwin;Brinkin;2016;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Brinkin;2016;Northern Territory;;Serbian;;0.0;0.0;0.0;0.0;0.0
Darwin;Casuarina (NT);2016;Northern Territory;;Spanish;;3.0;0.0;3.0;0.0;3.0
Darwin;Karama;2016;Northern Territory;Chinese languages;Mandarin;;49.0;25.0;73.0;0.0;76.0
Darwin;Casuarina (NT);2016;Northern Territory;Southeast Asian Austronesian languages;Filipino;;14.0;0.0;14.0;0.0;14.0
Darwin;Coconut Grove;2016;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Coconut Grove;2016;Northern Territory;;Persian (excluding Dari);;3.0;0.0;3.0;0.0;3.0
Darwin;Coonawarra (NT);2016;Northern Territory;;Greek;;0.0;0.0;0.0;0.0;0.0
Darwin;East Point;2016;Northern Territory;Chinese languages;Mandarin;;0.0;0.0;0.0;0.0;0.0
Darwin;Fannie Bay;2016;Northern Territory;Indo-Aryan languages;Other(d);;10.0;0.0;10.0;0.0;10.0
Darwin;Jingili;2016;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;30.0;3.0;36.0;0.0;36.0
Darwin;Lee Point;2016;Northern Territory;Chinese languages;Other(c);;0.0;0.0;0.0;0.0;0.0
Darwin;Ludmilla;2016;Northern Territory;Indo-Aryan languages;Urdu;;0.0;0.0;0.0;0.0;0.0
Darwin;Ludmilla;2016;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;21.0;0.0;24.0;0.0;24.0
Darwin;Malak;2016;Northern Territory;;Croatian;;0.0;0.0;0.0;0.0;0.0
Darwin;Marrara;2016;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Nakara;2016;Northern Territory;Indo-Aryan languages;Urdu;;0.0;0.0;0.0;0.0;0.0
Darwin;Stuart Park;2016;Northern Territory;;Italian;;25.0;6.0;28.0;0.0;28.0
Darwin;Stuart Park;2016;Northern Territory;;Tamil;;21.0;5.0;23.0;0.0;23.0
Darwin;The Gardens (NT);2016;Northern Territory;Indo-Aryan languages;Bengali;;0.0;0.0;0.0;0.0;0.0
Darwin;The Narrows (NT);2016;Northern Territory;;Australian Indigenous Languages;;26.0;0.0;24.0;0.0;24.0
Darwin;The Narrows (NT);2016;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;20.0;0.0;20.0;0.0;20.0
Darwin;The Narrows (NT);2016;Northern Territory;;Vietnamese;;8.0;0.0;8.0;0.0;8.0
Darwin;Wagaman;2016;Northern Territory;;Tamil;;8.0;0.0;8.0;0.0;8.0
Darwin;Winnellie;2016;Northern Territory;Indo-Aryan languages;Punjabi;;0.0;0.0;0.0;0.0;0.0
Darwin;Woolner;2016;Northern Territory;;French;;3.0;0.0;3.0;0.0;3.0
Darwin;Alawa;2016;Northern Territory;;Korean;;0.0;0.0;0.0;0.0;0.0
Darwin;Anula;2016;Northern Territory;;Serbian;;6.0;0.0;6.0;0.0;6.0
Darwin;Bayview (NT);2016;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Brinkin;2016;Northern Territory;;Australian Indigenous Languages;;0.0;0.0;0.0;0.0;0.0
Darwin;Coconut Grove;2016;Northern Territory;;Vietnamese;;14.0;7.0;19.0;0.0;19.0
Darwin;Coonawarra (NT);2016;Northern Territory;Chinese languages;Cantonese;;0.0;0.0;0.0;0.0;0.0
Darwin;East Point;2016;Northern Territory;;French;;0.0;0.0;0.0;0.0;0.0
Darwin;East Point;2016;Northern Territory;;German;;0.0;0.0;0.0;0.0;0.0
Darwin;East Point;2016;Northern Territory;;Persian (excluding Dari);;0.0;0.0;0.0;0.0;0.0
Darwin;East Point;2016;Northern Territory;;Turkish;;0.0;0.0;0.0;0.0;0.0
Darwin;Fannie Bay;2016;Northern Territory;;Italian;;44.0;0.0;41.0;0.0;41.0
Darwin;Fannie Bay;2016;Northern Territory;;Maltese;;0.0;0.0;0.0;0.0;0.0
Darwin;Jingili;2016;Northern Territory;;Dutch;;3.0;0.0;3.0;0.0;3.0
Darwin;Jingili;2016;Northern Territory;Indo-Aryan languages;Sinhalese;;5.0;0.0;12.0;0.0;12.0
Darwin;Jingili;2016;Northern Territory;;Polish;;0.0;0.0;0.0;0.0;0.0
Darwin;Jingili;2016;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Karama;2016;Northern Territory;Indo-Aryan languages;Hindi;;25.0;0.0;25.0;0.0;25.0
Darwin;Karama;2016;Northern Territory;Indo-Aryan languages;Other(d);;8.0;0.0;10.0;0.0;10.0
Darwin;Karama;2016;Northern Territory;;Russian;;4.0;0.0;4.0;0.0;4.0
Darwin;Karama;2016;Northern Territory;Southeast Asian Austronesian languages;Other(e);;76.0;7.0;86.0;0.0;88.0
Darwin;Larrakeyah;2016;Northern Territory;;Dutch;;5.0;0.0;5.0;0.0;5.0
Darwin;Larrakeyah;2016;Northern Territory;Indo-Aryan languages;Hindi;;27.0;0.0;32.0;0.0;32.0
Darwin;Larrakeyah;2016;Northern Territory;;Maltese;;0.0;0.0;0.0;0.0;0.0
Darwin;Leanyer;2016;Northern Territory;;German;;15.0;0.0;15.0;0.0;15.0
Darwin;Lee Point;2016;Northern Territory;Southeast Asian Austronesian languages;Filipino;;0.0;0.0;0.0;0.0;0.0
Darwin;Ludmilla;2016;Northern Territory;;Arabic;;3.0;0.0;3.0;0.0;3.0
Darwin;Lyons (NT);2016;Northern Territory;;Tamil;;3.0;0.0;3.0;0.0;3.0
Darwin;Lyons (NT);2016;Northern Territory;;Thai;;9.0;3.0;7.0;0.0;7.0
Darwin;Malak;2016;Northern Territory;Chinese languages;Other(c);;39.0;17.0;59.0;0.0;59.0
Darwin;Malak;2016;Northern Territory;;Greek;;39.0;16.0;52.0;6.0;57.0
Darwin;Marrara;2016;Northern Territory;;Speaks English only;1118.0;;;;;1118.0
Darwin;Marrara;2016;Northern Territory;;Afrikaans;;0.0;0.0;0.0;0.0;0.0
Darwin;Marrara;2016;Northern Territory;Southeast Asian Austronesian languages;Filipino;;42.0;0.0;42.0;0.0;43.0
Darwin;Millner;2016;Northern Territory;;Speaks English only;1446.0;;;;;1446.0
Darwin;Millner;2016;Northern Territory;;Tamil;;9.0;0.0;8.0;0.0;8.0
Darwin;Moil;2016;Northern Territory;;German;;13.0;0.0;12.0;0.0;12.0
Darwin;Moil;2016;Northern Territory;Indo-Aryan languages;Sinhalese;;10.0;0.0;10.0;0.0;10.0
Darwin;Moil;2016;Northern Territory;Indo-Aryan languages;Other(d);;16.0;0.0;16.0;0.0;16.0
Darwin;Moil;2016;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;56.0;5.0;59.0;0.0;59.0
Darwin;Muirhead;2016;Northern Territory;;Italian;;3.0;0.0;3.0;0.0;3.0
Darwin;Nakara;2016;Northern Territory;;Croatian;;0.0;0.0;0.0;0.0;0.0
Darwin;Nakara;2016;Northern Territory;;Korean;;0.0;0.0;0.0;0.0;0.0
Darwin;Nightcliff;2016;Northern Territory;;Croatian;;0.0;0.0;0.0;0.0;0.0
Darwin;Nightcliff;2016;Northern Territory;;French;;20.0;6.0;28.0;0.0;25.0
Darwin;Nightcliff;2016;Northern Territory;;Italian;;33.0;3.0;35.0;0.0;35.0
Darwin;Nightcliff;2016;Northern Territory;;Turkish;;3.0;0.0;3.0;0.0;3.0
Darwin;Parap;2016;Northern Territory;;Korean;;0.0;0.0;0.0;0.0;0.0
Darwin;Rapid Creek;2016;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Rapid Creek;2016;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;26.0;5.0;37.0;0.0;37.0
Darwin;Rapid Creek;2016;Northern Territory;;Tamil;;8.0;0.0;12.0;0.0;12.0
Darwin;Stuart Park;2016;Northern Territory;Indo-Aryan languages;Punjabi;;14.0;0.0;21.0;0.0;21.0
Darwin;Stuart Park;2016;Northern Territory;;Persian (excluding Dari);;9.0;3.0;7.0;0.0;9.0
Darwin;The Gardens (NT);2016;Northern Territory;;Russian;;0.0;0.0;0.0;0.0;0.0
Darwin;The Gardens (NT);2016;Northern Territory;Southeast Asian Austronesian languages;Filipino;;3.0;0.0;3.0;0.0;3.0
Darwin;The Narrows (NT);2016;Northern Territory;;Greek;;11.0;5.0;11.0;0.0;11.0
Darwin;The Narrows (NT);2016;Northern Territory;;Russian;;0.0;0.0;0.0;0.0;0.0
Darwin;The Narrows (NT);2016;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;12.0;0.0;15.0;0.0;15.0
Darwin;Tiwi;2016;Northern Territory;;Polish;;3.0;0.0;3.0;0.0;3.0
Darwin;Wagaman;2016;Northern Territory;;Polish;;0.0;0.0;0.0;0.0;0.0
Darwin;Wagaman;2016;Northern Territory;;Vietnamese;;19.0;5.0;22.0;0.0;22.0
Darwin;Wanguri;2016;Northern Territory;Indo-Aryan languages;Urdu;;7.0;3.0;11.0;0.0;11.0
Darwin;Wanguri;2016;Northern Territory;;Italian;;12.0;0.0;16.0;0.0;16.0
Darwin;Winnellie;2016;Northern Territory;Indo-Aryan languages;Urdu;;0.0;0.0;0.0;0.0;0.0
Darwin;Winnellie;2016;Northern Territory;;Serbian;;0.0;0.0;0.0;0.0;0.0
Darwin;Woolner;2016;Northern Territory;;Afrikaans;;0.0;0.0;0.0;0.0;0.0
Darwin;Woolner;2016;Northern Territory;;Language spoken at home not stated;;0.0;0.0;0.0;83.0;84.0
Darwin;Alawa;2016;Northern Territory;Southeast Asian Austronesian languages;Filipino;;29.0;0.0;29.0;3.0;27.0
Darwin;Anula;2016;Northern Territory;Chinese languages;Mandarin;;17.0;5.0;24.0;0.0;24.0
Darwin;Anula;2016;Northern Territory;;Spanish;;4.0;0.0;4.0;0.0;4.0
Darwin;Bayview (NT);2016;Northern Territory;;Thai;;4.0;0.0;8.0;0.0;8.0
Darwin;Brinkin;2016;Northern Territory;;Maltese;;0.0;0.0;0.0;0.0;0.0
Darwin;Brinkin;2016;Northern Territory;;Persian (excluding Dari);;0.0;0.0;0.0;0.0;0.0
Darwin;Alawa;2016;Northern Territory;;Dutch;;0.0;0.0;0.0;0.0;0.0
Darwin;Alawa;2016;Northern Territory;Indo-Aryan languages;Urdu;;18.0;0.0;19.0;0.0;19.0
Darwin;Alawa;2016;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;52.0;0.0;50.0;0.0;50.0
Darwin;Bayview (NT);2016;Northern Territory;;Italian;;9.0;0.0;9.0;0.0;9.0
Darwin;Coconut Grove;2016;Northern Territory;;Thai;;4.0;3.0;5.0;0.0;5.0
Darwin;Coonawarra (NT);2016;Northern Territory;;Speaks English only;60.0;;;;;60.0
Darwin;Coonawarra (NT);2016;Northern Territory;Indo-Aryan languages;Urdu;;0.0;0.0;0.0;0.0;0.0
Darwin;Coonawarra (NT);2016;Northern Territory;Indo-Aryan languages;Other(d);;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2016;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2016;Northern Territory;;Thai;;0.0;6.0;6.0;0.0;6.0
Darwin;Fannie Bay;2016;Northern Territory;;Russian;;3.0;0.0;3.0;0.0;3.0
Darwin;Fannie Bay;2016;Northern Territory;;Vietnamese;;9.0;9.0;12.0;0.0;12.0
Darwin;Karama;2016;Northern Territory;;Polish;;3.0;0.0;3.0;0.0;3.0
Darwin;Leanyer;2016;Northern Territory;;Thai;;20.0;3.0;26.0;0.0;25.0
Darwin;Millner;2016;Northern Territory;Indo-Aryan languages;Sinhalese;;0.0;0.0;0.0;0.0;0.0
Darwin;Muirhead;2016;Northern Territory;;Polish;;11.0;0.0;12.0;0.0;12.0
Darwin;Nightcliff;2016;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Parap;2016;Northern Territory;;Croatian;;0.0;0.0;0.0;0.0;0.0
Darwin;Rapid Creek;2016;Northern Territory;Chinese languages;Other(c);;3.0;3.0;3.0;0.0;3.0
Darwin;Rapid Creek;2016;Northern Territory;Southeast Asian Austronesian languages;Filipino;;28.0;0.0;28.0;0.0;28.0
Darwin;Tiwi;2016;Northern Territory;;Croatian;;0.0;0.0;0.0;0.0;0.0
Darwin;Wagaman;2016;Northern Territory;Southeast Asian Austronesian languages;Filipino;;54.0;3.0;60.0;0.0;63.0
Darwin;Wagaman;2016;Northern Territory;;Spanish;;5.0;0.0;5.0;0.0;5.0
Darwin;Woolner;2016;Northern Territory;Indo-Aryan languages;Bengali;;0.0;0.0;0.0;0.0;0.0
Darwin;Woolner;2016;Northern Territory;Southeast Asian Austronesian languages;Filipino;;7.0;0.0;6.0;0.0;6.0
Darwin;Wulagi;2016;Northern Territory;;Speaks English only;1711.0;;;;;1711.0
Darwin;Wulagi;2016;Northern Territory;;Arabic;;0.0;0.0;0.0;0.0;0.0
Darwin;Wulagi;2016;Northern Territory;;French;;7.0;0.0;7.0;0.0;7.0
Darwin;Wanguri;2021;Northern Territory;;Speaks English only;1152.0;;;;;1152.0
Darwin;Wanguri;2021;Northern Territory;;Afrikaans;;0.0;0.0;0.0;0.0;0.0
Darwin;Wanguri;2021;Northern Territory;;Australian Indigenous Languages;;25.0;0.0;25.0;0.0;25.0
Darwin;Wanguri;2021;Northern Territory;;Greek;;72.0;25.0;97.0;0.0;97.0
Darwin;Wanguri;2021;Northern Territory;Indo-Aryan languages;Gujarati;;0.0;0.0;0.0;0.0;0.0
Darwin;Wanguri;2021;Northern Territory;Indo-Aryan languages;Nepali;;10.0;0.0;8.0;0.0;8.0
Darwin;Wanguri;2021;Northern Territory;;Japanese;;4.0;0.0;4.0;0.0;4.0
Darwin;Wanguri;2021;Northern Territory;;Malayalam;;12.0;0.0;16.0;0.0;16.0
Darwin;Wanguri;2021;Northern Territory;;Spanish;;3.0;0.0;3.0;0.0;3.0
Darwin;Wanguri;2021;Northern Territory;;Tamil;;10.0;3.0;9.0;0.0;9.0
Darwin;Wanguri;2021;Northern Territory;;Turkish;;3.0;0.0;3.0;0.0;3.0
Darwin;Wanguri;2021;Northern Territory;;Other(f);;76.0;16.0;91.0;0.0;91.0
Darwin;Alawa;2021;Northern Territory;;Speaks English only;1163.0;;;;;1163.0
Darwin;Alawa;2021;Northern Territory;;Arabic;;14.0;0.0;14.0;0.0;14.0
Darwin;Alawa;2021;Northern Territory;Indo-Aryan languages;Gujarati;;3.0;0.0;3.0;0.0;3.0
Darwin;Alawa;2021;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;3.0;7.0;11.0;0.0;11.0
Darwin;Millner;2021;Northern Territory;;Croatian;;0.0;0.0;4.0;0.0;4.0
Darwin;Karama;2021;Northern Territory;;Croatian;;0.0;0.0;0.0;0.0;0.0
Darwin;Karama;2021;Northern Territory;Indo-Aryan languages;Punjabi;;11.0;0.0;11.0;0.0;11.0
Darwin;Karama;2021;Northern Territory;Indo-Aryan languages;Other(d);;0.0;0.0;0.0;0.0;0.0
Darwin;Karama;2021;Northern Territory;;Polish;;4.0;0.0;4.0;0.0;4.0
Darwin;Karama;2021;Northern Territory;;Tamil;;15.0;0.0;15.0;0.0;15.0
Darwin;Karama;2021;Northern Territory;;Thai;;52.0;14.0;59.0;0.0;59.0
Darwin;Wulagi;2021;Northern Territory;;Speaks English only;1771.0;;;;;1771.0
Darwin;Wulagi;2021;Northern Territory;;Afrikaans;;0.0;0.0;0.0;0.0;0.0
Darwin;Wulagi;2021;Northern Territory;;German;;14.0;0.0;14.0;0.0;14.0
Darwin;Wulagi;2021;Northern Territory;Indo-Aryan languages;Hindi;;3.0;0.0;3.0;0.0;3.0
Darwin;Wulagi;2021;Northern Territory;Indo-Aryan languages;Nepali;;14.0;0.0;16.0;0.0;16.0
Darwin;Wulagi;2021;Northern Territory;;Turkish;;0.0;0.0;0.0;0.0;0.0
Darwin;Darwin City;2021;Northern Territory;;Australian Indigenous Languages;;27.0;3.0;35.0;5.0;34.0
Darwin;Darwin City;2021;Northern Territory;;Korean;;57.0;15.0;73.0;0.0;73.0
Darwin;Darwin City;2021;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;85.0;0.0;89.0;0.0;86.0
Darwin;Fannie Bay;2021;Northern Territory;;Afrikaans;;7.0;0.0;7.0;0.0;7.0
Darwin;Fannie Bay;2021;Northern Territory;;Arabic;;3.0;0.0;3.0;0.0;3.0
Darwin;Fannie Bay;2021;Northern Territory;Indo-Aryan languages;Bengali;;18.0;0.0;18.0;0.0;17.0
Darwin;Fannie Bay;2021;Northern Territory;Indo-Aryan languages;Nepali;;36.0;0.0;39.0;0.0;39.0
Darwin;Fannie Bay;2021;Northern Territory;Indo-Aryan languages;Sinhalese;;19.0;0.0;19.0;0.0;19.0
Darwin;Fannie Bay;2021;Northern Territory;;Japanese;;3.0;0.0;3.0;0.0;3.0
Darwin;Fannie Bay;2021;Northern Territory;;Polish;;3.0;0.0;3.0;0.0;3.0
Darwin;The Gardens (NT);2021;Northern Territory;;Arabic;;0.0;0.0;0.0;0.0;0.0
Darwin;The Gardens (NT);2021;Northern Territory;Chinese languages;Other(c);;0.0;0.0;0.0;0.0;0.0
Darwin;The Gardens (NT);2021;Northern Territory;;Greek;;6.0;0.0;3.0;0.0;3.0
Darwin;Woolner;2021;Northern Territory;;Japanese;;0.0;0.0;0.0;0.0;0.0
Darwin;Woolner;2021;Northern Territory;Southeast Asian Austronesian languages;Other(e);;7.0;0.0;7.0;0.0;7.0
Darwin;Woolner;2021;Northern Territory;;Thai;;0.0;0.0;0.0;0.0;0.0
Darwin;Marrara;2021;Northern Territory;Chinese languages;Cantonese;;9.0;6.0;11.0;0.0;11.0
Darwin;Marrara;2021;Northern Territory;;Malayalam;;0.0;0.0;0.0;0.0;0.0
Darwin;Marrara;2021;Northern Territory;;Portuguese;;3.0;0.0;6.0;0.0;6.0
Darwin;Marrara;2021;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;13.0;3.0;17.0;0.0;17.0
Darwin;Casuarina (NT);2021;Northern Territory;Indo-Aryan languages;Other(d);;3.0;0.0;3.0;0.0;3.0
Darwin;Casuarina (NT);2021;Northern Territory;;Persian (excluding Dari);;0.0;0.0;0.0;0.0;0.0
Darwin;Casuarina (NT);2021;Northern Territory;;Polish;;0.0;0.0;0.0;0.0;0.0
Darwin;Anula;2021;Northern Territory;Chinese languages;Other(c);;8.0;3.0;13.0;0.0;13.0
Darwin;Anula;2021;Northern Territory;;German;;6.0;5.0;13.0;0.0;13.0
Darwin;Anula;2021;Northern Territory;;Italian;;6.0;3.0;13.0;0.0;11.0
Darwin;Anula;2021;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Anula;2021;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;19.0;0.0;20.0;0.0;20.0
Darwin;The Narrows (NT);2021;Northern Territory;;Arabic;;0.0;0.0;0.0;0.0;0.0
Darwin;The Narrows (NT);2021;Northern Territory;;Australian Indigenous Languages;;13.0;3.0;13.0;0.0;13.0
Darwin;The Narrows (NT);2021;Northern Territory;Indo-Aryan languages;Bengali;;0.0;0.0;0.0;0.0;0.0
Darwin;The Narrows (NT);2021;Northern Territory;Indo-Aryan languages;Punjabi;;0.0;0.0;0.0;0.0;3.0
Darwin;The Narrows (NT);2021;Northern Territory;;Japanese;;0.0;0.0;0.0;0.0;0.0
Darwin;The Narrows (NT);2021;Northern Territory;;Malayalam;;0.0;0.0;0.0;0.0;0.0
Darwin;The Narrows (NT);2021;Northern Territory;;Spanish;;3.0;0.0;3.0;0.0;3.0
Darwin;The Narrows (NT);2021;Northern Territory;;Other(f);;27.0;4.0;29.0;0.0;29.0
Darwin;Stuart Park;2021;Northern Territory;Chinese languages;Other(c);;7.0;0.0;8.0;0.0;8.0
Darwin;Stuart Park;2021;Northern Territory;Indo-Aryan languages;Urdu;;21.0;0.0;19.0;0.0;19.0
Darwin;Stuart Park;2021;Northern Territory;Indo-Aryan languages;Other(d);;3.0;0.0;3.0;0.0;3.0
Darwin;Stuart Park;2021;Northern Territory;;Korean;;11.0;5.0;8.0;0.0;8.0
Darwin;Stuart Park;2021;Northern Territory;;Malayalam;;6.0;0.0;9.0;0.0;9.0
Darwin;Stuart Park;2021;Northern Territory;Southeast Asian Austronesian languages;Filipino;;60.0;0.0;59.0;0.0;59.0
Darwin;Stuart Park;2021;Northern Territory;Southeast Asian Austronesian languages;Other(e);;25.0;0.0;25.0;0.0;25.0
Darwin;Wagaman;2021;Northern Territory;;Arabic;;3.0;0.0;3.0;0.0;3.0
Darwin;Wagaman;2021;Northern Territory;;Australian Indigenous Languages;;24.0;0.0;24.0;0.0;24.0
Darwin;Wagaman;2021;Northern Territory;Chinese languages;Cantonese;;14.0;9.0;20.0;0.0;20.0
Darwin;Wagaman;2021;Northern Territory;Indo-Aryan languages;Punjabi;;12.0;0.0;12.0;0.0;12.0
Darwin;Wagaman;2021;Northern Territory;Indo-Aryan languages;Sinhalese;;8.0;3.0;13.0;0.0;13.0
Darwin;Wagaman;2021;Northern Territory;;Khmer;;0.0;5.0;0.0;0.0;0.0
Darwin;Wagaman;2021;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Jingili;2021;Northern Territory;Chinese languages;Mandarin;;13.0;4.0;18.0;0.0;18.0
Darwin;Jingili;2021;Northern Territory;Indo-Aryan languages;Sinhalese;;9.0;0.0;9.0;0.0;9.0
Darwin;Jingili;2021;Northern Territory;Indo-Aryan languages;Urdu;;4.0;0.0;4.0;0.0;4.0
Darwin;Jingili;2021;Northern Territory;;Italian;;9.0;3.0;9.0;0.0;9.0
Darwin;Jingili;2021;Northern Territory;;Turkish;;0.0;0.0;0.0;0.0;0.0
Darwin;Nakara;2021;Northern Territory;;Afrikaans;;0.0;0.0;0.0;0.0;0.0
Darwin;Nakara;2021;Northern Territory;Chinese languages;Cantonese;;24.0;5.0;33.0;0.0;31.0
Darwin;Nakara;2021;Northern Territory;;Khmer;;9.0;0.0;9.0;0.0;9.0
Darwin;Nakara;2021;Northern Territory;;Polish;;0.0;0.0;0.0;0.0;0.0
Darwin;Nakara;2021;Northern Territory;;Serbian;;0.0;0.0;0.0;0.0;0.0
