abs_lga;census_year;suburb;state;country_of_birth;0_4_years;5_14_years;15_24_years;25_44_years;45_54_years;55_64_years;65_74_years;75_84_years;85_years_and_older;total
Darwin;2016;Larrakeyah;Northern Territory;China (excludes SARs and Taiwan)(c);3.0;4.0;3.0;15.0;4.0;3.0;0.0;0.0;0.0;30.0
Darwin;2016;Larrakeyah;Northern Territory;Lebanon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Larrakeyah;Northern Territory;The Former Yugoslav Republic of Macedonia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2016;Leanyer;Northern Territory;Indonesia;0.0;0.0;7.0;17.0;10.0;0.0;3.0;0.0;0.0;37.0
Darwin;2016;Malak;Northern Territory;New Zealand;0.0;0.0;0.0;13.0;12.0;11.0;3.0;0.0;0.0;37.0
Darwin;2016;Malak;Northern Territory;Singapore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
Darwin;2016;Malak;Northern Territory;Sri Lanka;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0
Darwin;2016;Marrara;Northern Territory;Myanmar;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0
Darwin;2016;Marrara;Northern Territory;Sri Lanka;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;9.0
Darwin;2016;Marrara;Northern Territory;Zimbabwe;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;8.0
Darwin;2016;Millner;Northern Territory;India;4.0;4.0;3.0;65.0;4.0;5.0;0.0;0.0;0.0;91.0
Darwin;2016;Millner;Northern Territory;The Former Yugoslav Republic of Macedonia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Moil;Northern Territory;Country of Birth Not stated;12.0;36.0;17.0;63.0;29.0;30.0;24.0;8.0;0.0;218.0
Darwin;2016;Muirhead;Northern Territory;Cambodia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2016;Muirhead;Northern Territory;Japan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Muirhead;Northern Territory;Mauritius;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Muirhead;Northern Territory;Vietnam;0.0;0.0;0.0;6.0;3.0;0.0;0.0;0.0;0.0;7.0
Darwin;2016;Nakara;Northern Territory;Croatia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Nakara;Northern Territory;Hong Kong (SAR of China)(c);0.0;0.0;0.0;7.0;0.0;5.0;0.0;0.0;0.0;20.0
Darwin;2016;Nakara;Northern Territory;Lebanon;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;5.0
Darwin;2016;Nakara;Northern Territory;South Africa;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0
Darwin;2016;Nightcliff;Northern Territory;Australia(b);189.0;274.0;266.0;672.0;297.0;250.0;144.0;38.0;11.0;2144.0
Darwin;2016;Nightcliff;Northern Territory;Chile;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Nightcliff;Northern Territory;Japan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Nightcliff;Northern Territory;South Eastern Europe, nfd(d);0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0
Darwin;2016;Parap;Northern Territory;Indonesia;0.0;0.0;3.0;12.0;6.0;3.0;0.0;0.0;0.0;24.0
Darwin;2016;Parap;Northern Territory;Japan;17.0;12.0;0.0;33.0;4.0;0.0;0.0;0.0;0.0;65.0
Darwin;2016;Parap;Northern Territory;Malaysia;0.0;3.0;0.0;16.0;6.0;0.0;0.0;5.0;0.0;25.0
Darwin;2016;Rapid Creek;Northern Territory;Australia(b);184.0;216.0;215.0;592.0;274.0;241.0;103.0;39.0;11.0;1870.0
Darwin;2016;Rapid Creek;Northern Territory;Canada;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;16.0
Darwin;2016;Rapid Creek;Northern Territory;Pakistan;0.0;3.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;16.0
Darwin;2016;Rapid Creek;Northern Territory;Philippines;0.0;14.0;10.0;47.0;8.0;6.0;3.0;3.0;0.0;95.0
Darwin;2016;The Narrows (NT);Northern Territory;Greece;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0
Darwin;2016;The Narrows (NT);Northern Territory;Japan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;The Narrows (NT);Northern Territory;Scotland;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0
Darwin;2016;The Narrows (NT);Northern Territory;Country of Birth Not stated;5.0;8.0;8.0;30.0;15.0;11.0;5.0;0.0;0.0;85.0
Darwin;2016;Tiwi;Northern Territory;Cambodia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Wagaman;Northern Territory;Australia(b);116.0;178.0;141.0;268.0;128.0;83.0;55.0;17.0;3.0;984.0
Darwin;2016;Wagaman;Northern Territory;France;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2016;Wagaman;Northern Territory;Country of Birth Not stated;22.0;27.0;33.0;80.0;37.0;34.0;12.0;7.0;0.0;254.0
Darwin;2016;Wanguri;Northern Territory;Bangladesh;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;10.0
Darwin;2016;Wanguri;Northern Territory;Ireland;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
Darwin;2016;Wanguri;Northern Territory;Poland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Wanguri;Northern Territory;Scotland;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;9.0
Darwin;2016;Winnellie;Northern Territory;England;0.0;0.0;0.0;3.0;4.0;5.0;0.0;0.0;0.0;9.0
Darwin;2016;Winnellie;Northern Territory;Iraq;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Winnellie;Northern Territory;Taiwan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Winnellie;Northern Territory;Zimbabwe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Woolner;Northern Territory;Greece;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2016;Woolner;Northern Territory;India;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;10.0
Darwin;2016;Woolner;Northern Territory;Northern Ireland;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2016;Woolner;Northern Territory;Papua New Guinea;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
Darwin;2016;Woolner;Northern Territory;Country of Birth Not stated;4.0;4.0;12.0;46.0;10.0;5.0;0.0;0.0;0.0;82.0
Darwin;2016;Wulagi;Northern Territory;South Eastern Europe, nfd(d);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Alawa;Northern Territory;Bangladesh;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;9.0
Darwin;2016;Alawa;Northern Territory;Malta;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Alawa;Northern Territory;Myanmar;0.0;0.0;0.0;7.0;0.0;3.0;0.0;3.0;0.0;12.0
Darwin;2016;East Point;Northern Territory;Singapore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;East Point;Northern Territory;The Former Yugoslav Republic of Macedonia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Fannie Bay;Northern Territory;Northern Ireland;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0
Darwin;2016;Fannie Bay;Northern Territory;The Former Yugoslav Republic of Macedonia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Jingili;Northern Territory;Bangladesh;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
Darwin;2016;Jingili;Northern Territory;France;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
Darwin;2016;Jingili;Northern Territory;Papua New Guinea;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;9.0
Darwin;2016;Wulagi;Northern Territory;Bangladesh;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Alawa;Northern Territory;Malaysia;0.0;0.0;0.0;0.0;0.0;4.0;4.0;3.0;0.0;18.0
Darwin;2016;Alawa;Northern Territory;United States of America;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;5.0
Darwin;2016;Anula;Northern Territory;Lebanon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Bayview (NT);Northern Territory;Pakistan;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Bayview (NT);Northern Territory;Philippines;0.0;3.0;4.0;9.0;3.0;4.0;0.0;0.0;0.0;20.0
Darwin;2016;Bayview (NT);Northern Territory;The Former Yugoslav Republic of Macedonia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Bayview (NT);Northern Territory;Country of Birth Not stated;3.0;12.0;29.0;62.0;24.0;16.0;7.0;0.0;0.0;145.0
Darwin;2016;Brinkin;Northern Territory;Fiji;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Brinkin;Northern Territory;Hong Kong (SAR of China)(c);0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;12.0
Darwin;2016;Brinkin;Northern Territory;Born elsewhere(e);0.0;0.0;7.0;25.0;4.0;3.0;3.0;3.0;3.0;49.0
Darwin;2016;Brinkin;Northern Territory;Country of Birth Not stated;4.0;6.0;50.0;69.0;3.0;6.0;16.0;3.0;0.0;160.0
Darwin;2016;Casuarina (NT);Northern Territory;Wales;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Coconut Grove;Northern Territory;Afghanistan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Coonawarra (NT);Northern Territory;Indonesia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Coonawarra (NT);Northern Territory;Singapore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Coonawarra (NT);Northern Territory;South Africa;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;East Point;Northern Territory;Canada;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;East Point;Northern Territory;Egypt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;East Point;Northern Territory;Thailand;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Eaton (NT);Northern Territory;Wales;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Fannie Bay;Northern Territory;Chile;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Fannie Bay;Northern Territory;Lebanon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Jingili;Northern Territory;Mauritius;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Jingili;Northern Territory;Thailand;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;6.0
Darwin;2016;Karama;Northern Territory;Chile;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Karama;Northern Territory;Croatia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Karama;Northern Territory;Philippines;6.0;49.0;39.0;149.0;37.0;35.0;14.0;3.0;0.0;328.0
Darwin;2016;Larrakeyah;Northern Territory;Sri Lanka;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;16.0
Darwin;2016;Leanyer;Northern Territory;Fiji;0.0;0.0;0.0;6.0;3.0;3.0;0.0;0.0;0.0;10.0
Darwin;2016;Lee Point;Northern Territory;China (excludes SARs and Taiwan)(c);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Lee Point;Northern Territory;Taiwan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Ludmilla;Northern Territory;England;0.0;0.0;4.0;14.0;18.0;10.0;10.0;0.0;0.0;54.0
Darwin;2016;Ludmilla;Northern Territory;Philippines;0.0;12.0;4.0;27.0;5.0;6.0;0.0;0.0;0.0;58.0
Darwin;2016;Lyons (NT);Northern Territory;Cambodia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Lyons (NT);Northern Territory;Egypt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Lyons (NT);Northern Territory;Indonesia;0.0;0.0;3.0;4.0;3.0;0.0;0.0;0.0;0.0;9.0
Darwin;2016;Lyons (NT);Northern Territory;Netherlands;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;7.0
Darwin;2016;Lyons (NT);Northern Territory;Northern Ireland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
Darwin;2016;Lyons (NT);Northern Territory;Vietnam;0.0;0.0;0.0;6.0;12.0;3.0;3.0;0.0;0.0;25.0
Darwin;2016;Malak;Northern Territory;Greece;0.0;0.0;3.0;12.0;0.0;0.0;4.0;3.0;0.0;24.0
Darwin;2016;Malak;Northern Territory;Hong Kong (SAR of China)(c);0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;11.0
Darwin;2016;Marrara;Northern Territory;Korea, Republic of (South);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Marrara;Northern Territory;New Zealand;0.0;3.0;0.0;3.0;7.0;9.0;12.0;0.0;0.0;37.0
Darwin;2016;Marrara;Northern Territory;Poland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Marrara;Northern Territory;South Africa;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;9.0
Darwin;2016;Millner;Northern Territory;Korea, Republic of (South);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Millner;Northern Territory;Nepal;0.0;3.0;12.0;57.0;3.0;0.0;0.0;0.0;0.0;75.0
Darwin;2016;Millner;Northern Territory;Taiwan;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;9.0
Darwin;2016;Moil;Northern Territory;Sri Lanka;0.0;8.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;15.0
Darwin;2016;Muirhead;Northern Territory;Greece;0.0;8.0;5.0;18.0;6.0;14.0;0.0;0.0;0.0;51.0
Darwin;2016;Nakara;Northern Territory;Chile;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Nakara;Northern Territory;Indonesia;0.0;0.0;3.0;12.0;3.0;3.0;0.0;0.0;0.0;30.0
Darwin;2016;Parap;Northern Territory;Pakistan;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;7.0
Darwin;2016;Stuart Park;Northern Territory;Bosnia and Herzegovina;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Stuart Park;Northern Territory;France;0.0;0.0;3.0;13.0;4.0;0.0;4.0;0.0;0.0;17.0
Darwin;2016;Stuart Park;Northern Territory;Malaysia;0.0;0.0;0.0;3.0;3.0;3.0;8.0;0.0;0.0;15.0
Darwin;2016;Stuart Park;Northern Territory;Philippines;4.0;34.0;27.0;95.0;23.0;3.0;0.0;0.0;0.0;192.0
Darwin;2016;Stuart Park;Northern Territory;South Africa;0.0;4.0;10.0;9.0;7.0;0.0;0.0;0.0;0.0;27.0
Darwin;2016;Stuart Park;Northern Territory;The Former Yugoslav Republic of Macedonia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;The Gardens (NT);Northern Territory;Australia(b);27.0;38.0;53.0;156.0;55.0;66.0;20.0;4.0;3.0;429.0
Darwin;2016;The Gardens (NT);Northern Territory;Bosnia and Herzegovina;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;The Narrows (NT);Northern Territory;Taiwan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Tiwi;Northern Territory;France;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Wagaman;Northern Territory;New Zealand;0.0;0.0;0.0;11.0;3.0;14.0;3.0;0.0;0.0;42.0
Darwin;2016;Wanguri;Northern Territory;Indonesia;0.0;8.0;3.0;12.0;5.0;3.0;0.0;0.0;0.0;24.0
Darwin;2016;Winnellie;Northern Territory;Lebanon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Winnellie;Northern Territory;Poland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Winnellie;Northern Territory;Scotland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Woolner;Northern Territory;Singapore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Wulagi;Northern Territory;Mauritius;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Wulagi;Northern Territory;Pakistan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Wulagi;Northern Territory;Philippines;3.0;9.0;15.0;33.0;19.0;7.0;4.0;0.0;0.0;86.0
Darwin;2016;Wulagi;Northern Territory;Born elsewhere(e);0.0;15.0;6.0;28.0;19.0;13.0;3.0;4.0;0.0;83.0
Darwin;2016;Wulagi;Northern Territory;Malaysia;0.0;0.0;0.0;3.0;4.0;0.0;4.0;3.0;0.0;23.0
Darwin;2016;Wulagi;Northern Territory;New Zealand;0.0;0.0;3.0;5.0;13.0;11.0;4.0;0.0;0.0;33.0
Darwin;2016;Wulagi;Northern Territory;The Former Yugoslav Republic of Macedonia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Alawa;Northern Territory;Croatia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Alawa;Northern Territory;Korea, Republic of (South);0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2016;Anula;Northern Territory;Bosnia and Herzegovina;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2016;Anula;Northern Territory;Vietnam;0.0;0.0;0.0;5.0;0.0;3.0;3.0;0.0;0.0;11.0
Darwin;2016;Bayview (NT);Northern Territory;Netherlands;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;6.0
Darwin;2016;Brinkin;Northern Territory;Greece;3.0;0.0;3.0;6.0;3.0;4.0;4.0;6.0;0.0;29.0
Darwin;2016;Brinkin;Northern Territory;New Zealand;0.0;0.0;0.0;4.0;5.0;5.0;0.0;0.0;0.0;16.0
Darwin;2016;Casuarina (NT);Northern Territory;Greece;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Coconut Grove;Northern Territory;Croatia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Coconut Grove;Northern Territory;Mauritius;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Coconut Grove;Northern Territory;Poland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Coconut Grove;Northern Territory;Thailand;0.0;3.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;15.0
Darwin;2016;Coonawarra (NT);Northern Territory;Bangladesh;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;East Point;Northern Territory;Croatia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Eaton (NT);Northern Territory;Poland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Eaton (NT);Northern Territory;South Eastern Europe, nfd(d);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Fannie Bay;Northern Territory;Egypt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Jingili;Northern Territory;The Former Yugoslav Republic of Macedonia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Karama;Northern Territory;Myanmar;0.0;0.0;0.0;14.0;0.0;3.0;0.0;0.0;0.0;19.0
Darwin;2016;Karama;Northern Territory;South Eastern Europe, nfd(d);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Leanyer;Northern Territory;Nepal;0.0;3.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;20.0
Darwin;2016;Leanyer;Northern Territory;Poland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Lee Point;Northern Territory;Scotland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Lee Point;Northern Territory;Singapore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Lyons (NT);Northern Territory;India;0.0;7.0;3.0;30.0;4.0;4.0;5.0;0.0;0.0;52.0
Darwin;2016;Malak;Northern Territory;Cambodia;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2016;Malak;Northern Territory;South Eastern Europe, nfd(d);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Marrara;Northern Territory;Lebanon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Marrara;Northern Territory;Singapore;0.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;7.0
Darwin;2016;Marrara;Northern Territory;Taiwan;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2016;Marrara;Northern Territory;Thailand;0.0;0.0;6.0;5.0;3.0;3.0;0.0;0.0;0.0;21.0
Darwin;2016;Marrara;Northern Territory;Country of Birth Not stated;3.0;9.0;35.0;65.0;27.0;31.0;15.0;3.0;0.0;188.0
Darwin;2016;Millner;Northern Territory;Chile;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Millner;Northern Territory;China (excludes SARs and Taiwan)(c);0.0;0.0;3.0;12.0;3.0;0.0;0.0;0.0;0.0;19.0
Darwin;2016;Muirhead;Northern Territory;Ireland;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;10.0
Darwin;2016;Nightcliff;Northern Territory;Italy;0.0;0.0;0.0;3.0;0.0;5.0;7.0;4.0;0.0;26.0
Darwin;2016;Parap;Northern Territory;England;0.0;10.0;3.0;45.0;31.0;17.0;15.0;4.0;0.0;128.0
Darwin;2016;Parap;Northern Territory;Born elsewhere(e);3.0;16.0;13.0;48.0;19.0;9.0;3.0;0.0;0.0;116.0
Darwin;2016;Rapid Creek;Northern Territory;China (excludes SARs and Taiwan)(c);0.0;0.0;3.0;5.0;6.0;0.0;0.0;0.0;0.0;9.0
Darwin;2016;Rapid Creek;Northern Territory;Korea, Republic of (South);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2016;Rapid Creek;Northern Territory;Lebanon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Rapid Creek;Northern Territory;New Zealand;0.0;0.0;5.0;19.0;18.0;19.0;3.0;0.0;0.0;74.0
Darwin;2016;Stuart Park;Northern Territory;Greece;0.0;3.0;3.0;0.0;5.0;3.0;12.0;8.0;4.0;34.0
Darwin;2016;Stuart Park;Northern Territory;Sri Lanka;0.0;4.0;0.0;27.0;0.0;5.0;0.0;0.0;0.0;38.0
Darwin;2016;The Gardens (NT);Northern Territory;Zimbabwe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;The Narrows (NT);Northern Territory;Indonesia;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;8.0
Darwin;2016;The Narrows (NT);Northern Territory;Korea, Republic of (South);0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2016;Tiwi;Northern Territory;Bangladesh;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
Darwin;2016;Tiwi;Northern Territory;Germany;0.0;0.0;0.0;3.0;3.0;3.0;4.0;3.0;0.0;16.0
Darwin;2016;Tiwi;Northern Territory;Country of Birth Not stated;35.0;33.0;20.0;71.0;28.0;32.0;23.0;15.0;12.0;265.0
Darwin;2016;Wagaman;Northern Territory;Fiji;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0
Darwin;2016;Wanguri;Northern Territory;Bosnia and Herzegovina;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Wanguri;Northern Territory;Japan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Winnellie;Northern Territory;Singapore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Winnellie;Northern Territory;South Eastern Europe, nfd(d);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2016;Woolner;Northern Territory;Afghanistan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Wanguri;Northern Territory;Australia(b);86.0;213.0;143.0;288.0;166.0;155.0;71.0;30.0;11.0;1160.0
Darwin;2021;Wanguri;Northern Territory;Bosnia and Herzegovina;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
Darwin;2021;Wanguri;Northern Territory;Ireland;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;9.0
Darwin;2021;Wanguri;Northern Territory;Korea, Republic of (South);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Wanguri;Northern Territory;Lebanon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Wanguri;Northern Territory;Mauritius;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
