abs_lga;census_year;suburb;state;country_of_birth;0_4_years;5_14_years;15_24_years;25_44_years;45_54_years;55_64_years;65_74_years;75_84_years;85_years_and_older;total
Darwin;2021;Karama;Northern Territory;Taiwan;0.0;0.0;0.0;7.0;5.0;0.0;0.0;0.0;0.0;15.0
Darwin;2021;Karama;Northern Territory;Zimbabwe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Karama;Northern Territory;Born elsewhere(d);0.0;29.0;27.0;57.0;71.0;52.0;32.0;9.0;8.0;298.0
Darwin;2021;Karama;Northern Territory;Country of birth not stated;25.0;70.0;52.0;109.0;55.0;45.0;22.0;7.0;3.0;380.0
Darwin;2021;Wulagi;Northern Territory;Brazil;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Wulagi;Northern Territory;England;0.0;0.0;0.0;8.0;14.0;11.0;9.0;8.0;0.0;54.0
Darwin;2021;Wulagi;Northern Territory;Hong Kong (SAR of China)(c);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
Darwin;2021;Wulagi;Northern Territory;Iran;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Wulagi;Northern Territory;Italy;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0
Darwin;2021;Wulagi;Northern Territory;Japan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
Darwin;2021;Wulagi;Northern Territory;Lebanon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Wulagi;Northern Territory;Malta;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Wulagi;Northern Territory;Singapore;0.0;0.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2021;Wulagi;Northern Territory;Thailand;0.0;5.0;5.0;4.0;4.0;4.0;6.0;0.0;0.0;28.0
Darwin;2021;Wulagi;Northern Territory;Wales;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Wulagi;Northern Territory;Born elsewhere(d);0.0;3.0;13.0;21.0;19.0;11.0;19.0;4.0;0.0;91.0
Darwin;2021;Wulagi;Northern Territory;Country of birth not stated;18.0;55.0;31.0;67.0;38.0;21.0;18.0;4.0;0.0;245.0
Darwin;2021;Darwin City;Northern Territory;Afghanistan;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
Darwin;2021;Darwin City;Northern Territory;Brazil;0.0;3.0;0.0;32.0;0.0;0.0;0.0;0.0;0.0;38.0
Darwin;2021;Darwin City;Northern Territory;Egypt;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;7.0
Darwin;2021;Darwin City;Northern Territory;Fiji;0.0;5.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;18.0
Darwin;2021;Darwin City;Northern Territory;Korea, Republic of (South);0.0;3.0;3.0;59.0;9.0;0.0;0.0;0.0;0.0;85.0
Darwin;2021;Darwin City;Northern Territory;Mauritius;0.0;0.0;0.0;6.0;0.0;4.0;0.0;0.0;0.0;10.0
Darwin;2021;Darwin City;Northern Territory;Papua New Guinea;0.0;0.0;0.0;6.0;8.0;3.0;0.0;0.0;0.0;16.0
Darwin;2021;Darwin City;Northern Territory;Poland;0.0;0.0;0.0;8.0;0.0;5.0;0.0;0.0;0.0;12.0
Darwin;2021;Darwin City;Northern Territory;Turkey;0.0;0.0;0.0;9.0;0.0;4.0;0.0;0.0;0.0;10.0
Darwin;2021;Darwin City;Northern Territory;Vietnam;0.0;8.0;17.0;83.0;5.0;10.0;0.0;0.0;0.0;124.0
Darwin;2021;Darwin City;Northern Territory;Wales;0.0;0.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;10.0
Darwin;2021;Fannie Bay;Northern Territory;Bangladesh;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;18.0
Darwin;2021;Fannie Bay;Northern Territory;Bosnia and Herzegovina;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Fannie Bay;Northern Territory;Cambodia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
Darwin;2021;Fannie Bay;Northern Territory;Chile;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;4.0
Darwin;2021;Fannie Bay;Northern Territory;Ireland;0.0;0.0;0.0;15.0;3.0;0.0;0.0;0.0;0.0;24.0
Darwin;2021;Fannie Bay;Northern Territory;Myanmar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Fannie Bay;Northern Territory;Nepal;0.0;0.0;6.0;32.0;0.0;0.0;0.0;0.0;0.0;43.0
Darwin;2021;Fannie Bay;Northern Territory;Netherlands;0.0;0.0;0.0;6.0;0.0;4.0;4.0;0.0;0.0;11.0
Darwin;2021;Fannie Bay;Northern Territory;Poland;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
Darwin;2021;Fannie Bay;Northern Territory;Thailand;0.0;0.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;11.0
Darwin;2021;Fannie Bay;Northern Territory;Country of birth not stated;6.0;4.0;9.0;57.0;17.0;26.0;44.0;27.0;32.0;219.0
Darwin;2021;The Gardens (NT);Northern Territory;Canada;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;The Gardens (NT);Northern Territory;Iraq;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;The Gardens (NT);Northern Territory;Ireland;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0
Darwin;2021;The Gardens (NT);Northern Territory;Poland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;The Gardens (NT);Northern Territory;Scotland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;The Gardens (NT);Northern Territory;Turkey;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;The Gardens (NT);Northern Territory;United States of America;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;The Gardens (NT);Northern Territory;Vietnam;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2021;Woolner;Northern Territory;Australia(b);49.0;80.0;54.0;169.0;85.0;39.0;18.0;8.0;5.0;510.0
Darwin;2021;Woolner;Northern Territory;Egypt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Woolner;Northern Territory;England;0.0;0.0;0.0;5.0;8.0;0.0;0.0;0.0;0.0;18.0
Darwin;2021;Woolner;Northern Territory;Japan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Woolner;Northern Territory;Korea, Republic of (South);0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2021;Woolner;Northern Territory;Malta;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Woolner;Northern Territory;Nepal;0.0;0.0;3.0;15.0;0.0;0.0;0.0;0.0;0.0;20.0
Darwin;2021;Woolner;Northern Territory;North Macedonia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Woolner;Northern Territory;Pakistan;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;8.0
Darwin;2021;Woolner;Northern Territory;Poland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Woolner;Northern Territory;Scotland;0.0;0.0;0.0;3.0;5.0;0.0;0.0;0.0;0.0;3.0
Darwin;2021;Woolner;Northern Territory;Singapore;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2021;Woolner;Northern Territory;Zimbabwe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Woolner;Northern Territory;Born elsewhere(d);0.0;5.0;6.0;18.0;12.0;6.0;4.0;0.0;0.0;58.0
Darwin;2021;Woolner;Northern Territory;Country of birth not stated;0.0;3.0;3.0;13.0;11.0;3.0;3.0;0.0;0.0;41.0
Darwin;2021;Marrara;Northern Territory;Bangladesh;0.0;0.0;0.0;8.0;0.0;0.0;3.0;0.0;0.0;9.0
Darwin;2021;Marrara;Northern Territory;Brazil;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Marrara;Northern Territory;France;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Marrara;Northern Territory;Indonesia;0.0;0.0;3.0;5.0;0.0;4.0;0.0;0.0;0.0;14.0
Darwin;2021;Marrara;Northern Territory;New Zealand;0.0;0.0;0.0;10.0;9.0;6.0;4.0;0.0;0.0;24.0
Darwin;2021;Marrara;Northern Territory;Samoa;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Marrara;Northern Territory;Born elsewhere(d);0.0;5.0;0.0;12.0;3.0;8.0;10.0;7.0;0.0;51.0
Darwin;2021;Casuarina (NT);Northern Territory;Bosnia and Herzegovina;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Casuarina (NT);Northern Territory;Brazil;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Casuarina (NT);Northern Territory;Greece;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Casuarina (NT);Northern Territory;Japan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Casuarina (NT);Northern Territory;Myanmar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Casuarina (NT);Northern Territory;Nepal;0.0;0.0;4.0;24.0;0.0;0.0;0.0;0.0;0.0;23.0
Darwin;2021;Casuarina (NT);Northern Territory;Netherlands;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Casuarina (NT);Northern Territory;Singapore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Casuarina (NT);Northern Territory;South Africa;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Casuarina (NT);Northern Territory;Sri Lanka;0.0;0.0;4.0;22.0;0.0;0.0;0.0;0.0;0.0;27.0
Darwin;2021;Casuarina (NT);Northern Territory;Taiwan;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
Darwin;2021;Casuarina (NT);Northern Territory;Thailand;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Anula;Northern Territory;Bangladesh;0.0;0.0;0.0;5.0;6.0;0.0;0.0;0.0;0.0;9.0
Darwin;2021;Anula;Northern Territory;Fiji;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
Darwin;2021;Anula;Northern Territory;Italy;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;7.0
Darwin;2021;Anula;Northern Territory;Netherlands;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;The Narrows (NT);Northern Territory;Bosnia and Herzegovina;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;The Narrows (NT);Northern Territory;Cambodia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
Darwin;2021;The Narrows (NT);Northern Territory;Canada;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
Darwin;2021;The Narrows (NT);Northern Territory;Chile;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;The Narrows (NT);Northern Territory;China (excludes SARs and Taiwan)(c);0.0;0.0;3.0;7.0;0.0;0.0;0.0;0.0;3.0;11.0
Darwin;2021;The Narrows (NT);Northern Territory;Fiji;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;The Narrows (NT);Northern Territory;Iraq;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;The Narrows (NT);Northern Territory;Lebanon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;The Narrows (NT);Northern Territory;Malta;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;The Narrows (NT);Northern Territory;Mauritius;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;The Narrows (NT);Northern Territory;New Zealand;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0
Darwin;2021;The Narrows (NT);Northern Territory;Poland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;The Narrows (NT);Northern Territory;Sri Lanka;0.0;3.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;11.0
Darwin;2021;Stuart Park;Northern Territory;Cambodia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Stuart Park;Northern Territory;Egypt;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0
Darwin;2021;Stuart Park;Northern Territory;Iraq;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Stuart Park;Northern Territory;Ireland;0.0;0.0;5.0;30.0;4.0;0.0;0.0;0.0;0.0;45.0
Darwin;2021;Stuart Park;Northern Territory;Myanmar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Stuart Park;Northern Territory;Singapore;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0
Darwin;2021;Wagaman;Northern Territory;Bangladesh;0.0;0.0;4.0;10.0;0.0;0.0;0.0;0.0;0.0;13.0
Darwin;2021;Wagaman;Northern Territory;Bosnia and Herzegovina;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Wagaman;Northern Territory;Egypt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Wagaman;Northern Territory;Hong Kong (SAR of China)(c);0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2021;Wagaman;Northern Territory;India;0.0;7.0;14.0;53.0;4.0;0.0;0.0;0.0;0.0;84.0
Darwin;2021;Wagaman;Northern Territory;Iran;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Wagaman;Northern Territory;Japan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Wagaman;Northern Territory;Korea, Republic of (South);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Wagaman;Northern Territory;Lebanon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Wagaman;Northern Territory;Wales;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Wagaman;Northern Territory;Zimbabwe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Wagaman;Northern Territory;Born elsewhere(d);3.0;8.0;7.0;29.0;32.0;21.0;16.0;14.0;4.0;130.0
Darwin;2021;Jingili;Northern Territory;Afghanistan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Jingili;Northern Territory;Brazil;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Jingili;Northern Territory;Cambodia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2021;Jingili;Northern Territory;Canada;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2021;Jingili;Northern Territory;Fiji;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
Darwin;2021;Jingili;Northern Territory;France;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;5.0
Darwin;2021;Jingili;Northern Territory;Greece;0.0;4.0;0.0;11.0;0.0;0.0;6.0;6.0;0.0;23.0
Darwin;2021;Jingili;Northern Territory;India;0.0;0.0;3.0;7.0;0.0;0.0;0.0;3.0;0.0;10.0
Darwin;2021;Jingili;Northern Territory;Pakistan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
Darwin;2021;Jingili;Northern Territory;Turkey;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Jingili;Northern Territory;United States of America;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;5.0
Darwin;2021;Jingili;Northern Territory;Zimbabwe;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;8.0
Darwin;2021;Jingili;Northern Territory;Born elsewhere(d);0.0;0.0;3.0;19.0;13.0;9.0;6.0;13.0;0.0;74.0
Darwin;2021;Nakara;Northern Territory;China (excludes SARs and Taiwan)(c);0.0;4.0;8.0;55.0;15.0;12.0;8.0;0.0;3.0;105.0
Darwin;2021;Nakara;Northern Territory;France;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
Darwin;2021;Nakara;Northern Territory;India;0.0;10.0;16.0;39.0;16.0;10.0;6.0;4.0;0.0;89.0
Darwin;2021;Nakara;Northern Territory;Iran;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
Darwin;2021;Nakara;Northern Territory;Ireland;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;7.0
Darwin;2021;Nakara;Northern Territory;Netherlands;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
Darwin;2021;Nakara;Northern Territory;North Macedonia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Nakara;Northern Territory;Pakistan;0.0;3.0;3.0;19.0;0.0;0.0;0.0;0.0;0.0;22.0
Darwin;2021;Nakara;Northern Territory;Samoa;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Nakara;Northern Territory;Vietnam;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;12.0
Darwin;2021;Coonawarra (NT);Northern Territory;Australia(b);0.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;13.0
Darwin;2021;Coonawarra (NT);Northern Territory;Indonesia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Coonawarra (NT);Northern Territory;Iran;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Coonawarra (NT);Northern Territory;Italy;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Coonawarra (NT);Northern Territory;Japan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Coonawarra (NT);Northern Territory;Korea, Republic of (South);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Coonawarra (NT);Northern Territory;Taiwan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Coonawarra (NT);Northern Territory;Vietnam;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Coonawarra (NT);Northern Territory;Zimbabwe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Coonawarra (NT);Northern Territory;Country of birth not stated;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2021;Lyons (NT);Northern Territory;Germany;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;5.0
Darwin;2021;Lyons (NT);Northern Territory;India;0.0;3.0;4.0;43.0;21.0;7.0;8.0;0.0;0.0;89.0
Darwin;2021;Lyons (NT);Northern Territory;Iraq;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Lyons (NT);Northern Territory;Korea, Republic of (South);0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
Darwin;2021;Lyons (NT);Northern Territory;Lebanon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Lyons (NT);Northern Territory;Myanmar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Lyons (NT);Northern Territory;Nepal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
Darwin;2021;Lyons (NT);Northern Territory;Pakistan;0.0;0.0;0.0;11.0;3.0;9.0;0.0;0.0;0.0;25.0
Darwin;2021;Lyons (NT);Northern Territory;Scotland;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;9.0
Darwin;2021;Lyons (NT);Northern Territory;South Africa;0.0;0.0;4.0;8.0;0.0;0.0;0.0;0.0;0.0;10.0
Darwin;2021;Lyons (NT);Northern Territory;Taiwan;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;7.0
Darwin;2021;Lyons (NT);Northern Territory;Born elsewhere(d);0.0;3.0;5.0;22.0;13.0;16.0;5.0;6.0;0.0;75.0
Darwin;2021;Brinkin;Northern Territory;Afghanistan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Brinkin;Northern Territory;Egypt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Brinkin;Northern Territory;England;0.0;0.0;6.0;4.0;4.0;6.0;8.0;7.0;0.0;32.0
Darwin;2021;Brinkin;Northern Territory;Germany;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Brinkin;Northern Territory;Hong Kong (SAR of China)(c);0.0;0.0;0.0;0.0;0.0;5.0;6.0;0.0;0.0;14.0
Darwin;2021;Brinkin;Northern Territory;Indonesia;0.0;0.0;0.0;4.0;3.0;4.0;0.0;0.0;0.0;10.0
Darwin;2021;Brinkin;Northern Territory;Italy;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;3.0
Darwin;2021;Brinkin;Northern Territory;Myanmar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;9.0
Darwin;2021;Brinkin;Northern Territory;New Zealand;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;6.0
Darwin;2021;Brinkin;Northern Territory;Pakistan;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;9.0
Darwin;2021;Brinkin;Northern Territory;Papua New Guinea;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Leanyer;Northern Territory;Greece;0.0;0.0;5.0;22.0;8.0;13.0;25.0;9.0;0.0;82.0
Darwin;2021;Leanyer;Northern Territory;North Macedonia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Leanyer;Northern Territory;Philippines;0.0;19.0;12.0;93.0;18.0;27.0;25.0;7.0;0.0;208.0
Darwin;2021;Leanyer;Northern Territory;Taiwan;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;6.0
Darwin;2021;Leanyer;Northern Territory;Turkey;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Leanyer;Northern Territory;United States of America;0.0;0.0;3.0;6.0;3.0;5.0;4.0;0.0;0.0;14.0
Darwin;2021;Leanyer;Northern Territory;Born elsewhere(d);3.0;14.0;9.0;34.0;36.0;46.0;36.0;24.0;3.0;215.0
Darwin;2021;Ludmilla;Northern Territory;Egypt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Ludmilla;Northern Territory;England;0.0;0.0;0.0;18.0;11.0;3.0;9.0;0.0;0.0;48.0
Darwin;2021;Ludmilla;Northern Territory;Italy;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Ludmilla;Northern Territory;Malta;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Ludmilla;Northern Territory;North Macedonia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Ludmilla;Northern Territory;Papua New Guinea;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;6.0
Darwin;2021;Ludmilla;Northern Territory;South Africa;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;6.0
Darwin;2021;Ludmilla;Northern Territory;Vietnam;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Ludmilla;Northern Territory;Born elsewhere(d);0.0;0.0;4.0;9.0;6.0;3.0;7.0;9.0;0.0;39.0
Darwin;2021;Larrakeyah;Northern Territory;Bosnia and Herzegovina;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Larrakeyah;Northern Territory;Korea, Republic of (South);0.0;0.0;0.0;18.0;4.0;0.0;0.0;0.0;0.0;23.0
Darwin;2021;Larrakeyah;Northern Territory;Malaysia;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;10.0
Darwin;2021;Larrakeyah;Northern Territory;Nepal;0.0;11.0;56.0;260.0;4.0;0.0;0.0;0.0;0.0;336.0
Darwin;2021;Larrakeyah;Northern Territory;Netherlands;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;7.0
Darwin;2021;Larrakeyah;Northern Territory;Papua New Guinea;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;9.0
Darwin;2021;Larrakeyah;Northern Territory;Singapore;0.0;0.0;0.0;4.0;0.0;4.0;3.0;0.0;0.0;10.0
Darwin;2021;Larrakeyah;Northern Territory;Taiwan;0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;15.0
Darwin;2021;Larrakeyah;Northern Territory;Turkey;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Larrakeyah;Northern Territory;United States of America;0.0;0.0;0.0;5.0;0.0;0.0;4.0;0.0;0.0;19.0
Darwin;2021;Larrakeyah;Northern Territory;Country of birth not stated;11.0;8.0;123.0;176.0;37.0;28.0;5.0;7.0;0.0;396.0
Darwin;2021;Lee Point;Northern Territory;Australia(b);3.0;0.0;0.0;9.0;0.0;16.0;10.0;5.0;0.0;44.0
Darwin;2021;Lee Point;Northern Territory;Bangladesh;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Lee Point;Northern Territory;Croatia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Lee Point;Northern Territory;Fiji;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Darwin;2021;Lee Point;Northern Territory;Greece;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
