animal_name;animal_sex;animal_type;animal_neut;main_breed;second_breed;main_color;second_color;suburb_name
Cappuccino;M;Dog;Y;Mastiff;Catahoula;Brindle;Black;KARAMA
Noah;M;Dog;N;Shar Pei;Mastiff;Black;Brown;MARRARA
Starla;F;Dog;N;Husky;;Grey;Black;MUIRHEAD
Wilfred;M;Dog;Y;Rhodesian Ridgeback;;Tan;;LEANYER
Cassie;F;Dog;Y;Chihuahua;;Brown;;STUART PARK
Biscuits;F;Dog;N;Darwin Special;;Tan;;MUIRHEAD
MOON;M;Cat;Y;Domestic Short Haired;;Black;;MOIL
O'Shea;M;Dog;N;Great Dane;;Chocolate;;JINGILI
MILLIE;F;Dog;N;Pit Bull Terrier;;Tan;;MILLNER
MACK;M;Dog;N;Bull Arab;;White;Tan;LEANYER
Bailey;F;Dog;Y;Cavoodle;;Gold;;RAPID CREEK
Nina;F;Dog;Y;Mixed Breed;;Brindle;;FANNIE BAY
Ghosty;F;Cat;Y;Domestic Short Haired;;Tabby;;TIWI
George;M;Dog;Y;Lagotto;;White;Blue;MUIRHEAD
GEORGIE;F;Cat;Y;Domestic Short Haired;;Tabby;;MUIRHEAD
Jed;M;Dog;Y;Rottweiler;;Black;;ANULA
Hodgey;M;Dog;Y;Australian Cattle Dog;;Blue;White;KARAMA
Unknown;F;Dog;Y;Unknown;;Tan;;FANNIE BAY
Zeek;M;Dog;N;Staffordshire Bull Terrier;;Brown;White;MOIL
Kuiper;F;Dog;Y;Staffordshire Bull Terrier;;Red;White;WULAGI
Lemon;M;Cat;N;Domestic Short Haired;;Tabby;White;LYONS
Elton;M;Cat;Y;Tonkinese;;Chocolate;;NIGHTCLIFF
Yuki;F;Dog;Y;German Shepherd Dog;;Black;Tan;PARAP
Izzy;F;Dog;N;Jack Russell Terrier;;Brown;;COCONUT GROVE
Boo;M;Dog;Y;Schnauzer (Miniature);;Black;Silver;MILLNER
Silky;F;Dog;Y;Cross Breed;;Blue;Tan;RAPID CREEK
Flokie;M;Dog;N;Pit Bull Terrier;;Brown;;KARAMA
Skye;F;Dog;Y;Labrador;;Gold;;ANULA
Luna;F;Dog;N;Shar Pei;;White;;KARAMA
Ten Ten;F;Dog;N;Shar Pei;;White;;KARAMA
Tui;F;Dog;Y;Wolfhound;Cross Breed;Brindle;;LUDMILLA
Claudy;U;Dog;N;Chihuahua;;White;;MOIL
Summer;U;Dog;N;Chihuahua;;White;;MOIL
Winter;U;Dog;N;Chihuahua;;White;;MOIL
Chippy;U;Dog;Y;Mixed Breed;Terrier;Blonde;Yellow;JINGILI
Mabel;F;Dog;Y;Border Collie;;Black;White;MUIRHEAD
Bibi;M;Dog;Y;Mixed Breed;;White;;JINGILI
OLLIE;M;Dog;Y;Beagle;Cavalier King Charles Spaniel;Blenheim;;MUIRHEAD
Artemis;F;Dog;Y;Bull Arab;Cross Breed;White;Brown;ALAWA
Gemima;F;Dog;Y;Chihuahua;Cross Breed;Grey;;WAGAMAN
Brooke;F;Dog;N;Jack Russell Terrier;Dachshund;Brown;Black;LUDMILLA
Dusty;F;Dog;N;Mixed Breed;;Sandy;;MILLNER
Ruckus;M;Dog;N;Staffordshire Bull Terrier;;Brown;Tan;KARAMA
Tiny;M;Dog;Y;Great Dane;;Black;White;TIWI
Theodorus Coinix;M;Cat;Y;Domestic Short Haired;;Grey;Tabby;WULAGI
Ellie;F;Dog;Y;Jack Russell Terrier;;White;Brown;WULAGI
Peeanut;M;Dog;N;Dachshund (Miniature);;Chocolate;;ANULA
Bettie;F;Dog;N;Dachshund (Miniature);;Black;Tan;ANULA
Jessie;U;Dog;Y;Cavoodle;;Unknown;;DARWIN
Atlas;M;Dog;Y;English Pointer;;White;Orange;LARRAKEYAH BARRACKS
Lucy;F;Dog;N;Bull Terrier;Staghound;Black;White;KARAMA
Marmalade;F;Cat;Y;Domestic Short Haired;;Ginger;;MUIRHEAD
Theodore;M;Cat;Y;Siamese;;White;;TIWI
Blue;M;Dog;Y;Australian Cattle Dog;Cross Breed;Black;;LARRAKEYAH BARRACKS
Mica;F;Cat;Y;Domestic Short Haired;;Tabby;;LUDMILLA
Bandit;M;Dog;Y;Australian Cattle Dog;;Red;;KARAMA
Coco;F;Dog;Y;Rottweiler;;Black;Tan;WULAGI
Jilly;F;Dog;N;Kelpie;;Fawn;Tan;TIWI
Henry;M;Dog;Y;Cavalier King Charles Spaniel;Poodle;Red;;MUIRHEAD
Coco;M;Dog;N;Mixed Breed;;Tan;White;MOIL
Minnie;F;Dog;Y;Maltese;Cross Breed;White;;BERRIMAH
Denzel;M;Dog;N;Kelpie;;Black;;COOLALINGA
Milo;M;Dog;N;Jack Russell Terrier;;White;Brown;ANULA
Daisy;F;Dog;N;Bull Arab;;Blonde;White;MALAK
George;M;Cat;Y;Domestic Short Haired;;Black;;ANULA
Biscuit;F;Dog;N;Pomeranian;;Orange;;WANGURI
Liesl;F;Dog;Y;Weimaraner;;Grey;;LYONS
Vinny;M;Dog;N;French Bulldog;;Brindle;;LEANYER
Seymour;M;Dog;Y;Irish Wolfhound;Cross Breed;Fawn;;NAKARA
Teddy;M;Dog;N;Dachshund (Miniature);;Black;Tan;FANNIE BAY
Mimi;F;Cat;Y;Domestic Short Haired;;TRI;;MILLNER
Kovu Maurice;M;Cat;Y;Domestic Short Haired;;Tabby;;CASUARINA
Beau;M;Dog;Y;Cavoodle;;Tri Colour;;RAAF BASE
Lola;F;Cat;Y;Domestic Short Haired;;Black;;BERRIMAH
Rory;M;Dog;N;Pit Bull Terrier;Kelpie;Brown;White;JINGILI
Unknown;F;Dog;N;Boxer;Staffordshire Bull Terrier;Brindle;;LEANYER
Buddy;M;Dog;Y;Mixed Breed;;Tan;White;NIGHTCLIFF
Angel;F;Dog;Y;American Staffordshire Terrier;;Blue;;MOIL
Rocky;M;Dog;N;Mixed Breed;;Tan;White;MILLNER
Kyri;F;Dog;Y;Staffordshire Bull Terrier;;Black;;ANULA
Luna;F;Dog;Y;Border Collie;Poodle (Toy);Black;Tan;COCONUT GROVE
Angie;F;Dog;Y;Greyhound;;Brindle;;ANULA
Feta;F;Cat;Y;Domestic Short Haired;;Black;;LARRAKEYAH BARRACKS
Maggie;F;Dog;Y;Spoodle;;Red;;RAPID CREEK
Biskit;M;Dog;N;Staffordshire Bull Terrier;Cross Breed;Black;;LEANYER
Jenna;F;Dog;Y;Labrador;;Yellow;;ANULA
Taco;M;Dog;Y;Dachshund (Miniature);;Tan;;NAKARA
Daisy;F;Dog;Y;Spoodle;;Blonde;;MUIRHEAD
Layla Betty Socci;F;Dog;Y;English Staffordshire Bull Terrier;;Blue;;NIGHTCLIFF
Sirel;F;Dog;Y;Maltese;Shih Tzu;White;;LEE POINT
Teddy;M;Dog;Y;Mixed Breed;;Red;White;MILLNER
Frankie;U;Dog;N;Jack Russell Terrier;Terrier;Tri Colour;;LUDMILLA
Foxy;F;Cat;Y;Domestic Short Haired;;Blue;;MUIRHEAD
Barton;M;Dog;Y;Mixed Breed;;Black;Tan;LARRAKEYAH
Pippa;F;Dog;N;Tenterfield Terrier;;White;Brown;FANNIE BAY
Cruza;M;Dog;Y;Australian Cattle Dog;;Blue;;MALAK
Kaiser;M;Dog;Y;Rottweiler;;Black;Tan;MILLNER
Sunny;M;Dog;Y;Cavoodle;;Red;;ANULA
Lily;F;Dog;Y;Shar Pei;Staffordshire Bull Terrier;Fawn;Tan;MUIRHEAD
Sora;F;Cat;Y;Domestic Short Haired;;Black;;MUIRHEAD
Coco;F;Cat;Y;Domestic Short Haired;;Black;White;MUIRHEAD
Sansa;F;Cat;Y;Domestic Short Haired;;Ginger;;KARAMA
Grace;F;Dog;N;Kelpie;Catahoula;Brown;White;WINNELLIE
Banjo;M;Dog;Y;Mixed Breed;;Brindle;;COCONUT GROVE
Molly;F;Cat;Y;Domestic Short Haired;;White;Tabby;MUIRHEAD
Rogue;M;Cat;Y;Siamese;Domestic Short Haired;Seal Point;;MUIRHEAD
Hudson;M;Dog;Y;Spoodle;;Champagne;Red;LUDMILLA
Custard;M;Dog;Y;Spoodle;;Latte;Red;LEANYER
Luna;F;Dog;N;Jack Russell Terrier;Red Heeler;Brown;;MOIL
Lola;F;Dog;Y;Cavoodle;;Red;;COCONUT GROVE
\N;M;Dog;N;Staffordshire Bull Terrier;;Tan;;MUIRHEAD
Ivy;F;Dog;N;Unknown;;Brown;;MALAK
Hazel;F;Dog;N;Cavoodle;;Black;;MILLNER
Lola;M;Dog;N;Weimaraner;;Silver;;MILLNER
Blue Motlop;F;Dog;Y;Bull Arab;Great Dane;White;;MALAK
Frankie;M;Dog;Y;Tenterfield Terrier;;Tri Colour;;KARAMA
Obi;M;Dog;N;Golden Retriever;;Gold;;ANULA
Druss;M;Dog;Y;Mastiff;Bull Arab;White;Tan;NIGHTCLIFF
Zameena;F;Cat;Y;Domestic Short Haired;;Black;Tortiseshell;TIWI
Marley;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Black;White;STUART PARK
Iggy;F;Dog;Y;Bandog;;Grey;;JINGILI
Bella;F;Dog;Y;Kelpie;;Chocolate;Tan;STUART PARK
Maisie;F;Cat;Y;Domestic Short Haired;;Tabby;;RAPID CREEK
Danny;M;Dog;N;Mixed Breed;;Black;;PARAP
Murphy;M;Dog;N;Labrador;;Brown;;JINGILI
Buddy;M;Dog;Y;Jack Russell Terrier;;Tan;White;WOOLNER
Sharma;F;Dog;N;English Springer Spaniel;;White;;MILLNER
Goku Isaac;M;Dog;N;Mixed Breed;;Brown;White;MALAK
Indy;F;Dog;N;Staffordshire Bull Terrier;;Blue;;ANULA
Whiskey;M;Dog;N;Kelpie;Mixed Breed;Red;Brown;TIWI
Misty;U;Dog;N;Pit Bull Terrier;Red Nose Pointer;Brown;;TIWI
Roy Ravioli;M;Dog;Y;Staffordshire Bull Terrier;;Brindle;;TIWI
Kiara;F;Dog;N;American Pit Bull Terrier;;Brown;;LUDMILLA
Mickey;M;Dog;Y;Pomeranian;;Cream;;STUART PARK
Whiskey;M;Dog;Y;Bull Arab;Pit Bull Terrier;Tan;Black;DARWIN
Bambi;F;Dog;Y;Border Collie;;Brown;;WULAGI
Cosmo;M;Cat;Y;Bengal;;Brown;;LARRAKEYAH BARRACKS
Bobby;U;Dog;Y;Border Collie;Cocker Spaniel;Black;White;LARRAKEYAH
Lulu;M;Dog;Y;Blue Heeler;Beagle;Blue;Black;BERRIMAH
Bella;F;Dog;Y;Blue Heeler;Border Collie;Black;White;ANULA
Chipper;M;Dog;N;Blue Heeler;Border Collie;White;;ANULA
Squeak;M;Dog;Y;Border Collie;Blue Heeler;Black;White;COCONUT GROVE
Arlie;F;Dog;Y;Wolfhound;Cross Breed;Brindle;;EATON
Basil;M;Dog;Y;Kelpie;Collie;White;Grey;EATON
Axcel;M;Dog;N;Mixed Breed;;White;Tan;KARAMA
Rosie;U;Dog;N;Kelpie;Collie;Brown;White;LUDMILLA
Biggie;U;Dog;N;Great Dane;Cross Breed;Black;;RAAF BASE
Thumper;M;Dog;N;Mixed Breed;;Tan;;WANGURI
Hero;M;Dog;N;Maltese;;White;;LEANYER
Rocky;M;Dog;Y;Maltese;Shih Tzu;Tri Colour;;RAPID CREEK
\N;F;Dog;N;Unknown;;Black;;ANULA
Honey;F;Dog;N;Border Collie;Cross Breed;White;;NIGHTCLIFF
Nala;F;Dog;N;German Short Haired Pointer;;Brown;;WULAGI
Cruze;M;Dog;Y;Golden Retriever;;Gold;;MILLNER
Ivy Althouse;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Chocolate;;MALAK
Misty;F;Dog;N;Staffordshire Bull Terrier;;Unknown;;LEANYER
Mater;U;Dog;N;Dachshund (Miniature);;Chocolate;Dapple;RAAF BASE
Kai;M;Dog;N;Toy Poodle;;Brown;;STUART PARK
Nina;F;Dog;Y;Mixed Breed;;Tan;;TIWI
Bonnie;F;Cat;Y;Domestic Medium Hair;;Tabby;;NAKARA
Nugget;U;Dog;Y;Shih Tzu;Cross Breed;Brown;;WULAGI
Ivy;U;Dog;N;Staffordshire Bull Terrier;Cross Breed;White;Brown;WULAGI
Patches;M;Dog;Y;Bull Arab;Cross Breed;White;;LEANYER
Zelda;F;Cat;Y;Domestic Long Haired;;Tortiseshell;;THE NARROWS
Xuka;F;Dog;Y;Cavoodle;;Red;;MALAK
Nala Koole;F;Dog;N;Mastiff;Great Dane;Tan;;LYONS
Smitty;M;Dog;Y;Bull Arab;Great Dane;White;Black;FANNIE BAY
Psycho;F;Cat;Y;Domestic Short Haired;;Tabby;;WAGAMAN
Ginger;M;Cat;Y;Domestic Short Haired;;Ginger;;WAGAMAN
Tilly;F;Dog;N;Bull Arab;Kelpie;Brown;White;MALAK
Bully;M;Dog;N;Cane Corso;Shar Pei;Brown;;KARAMA
Tiger;M;Cat;N;Domestic Short Haired;;Black;White;KARAMA
Waldo;M;Cat;N;Domestic Short Haired;;Black;White;KARAMA
Joy;F;Dog;N;Jack Russell Terrier;;Black;White;WULAGI
Millie;F;Dog;N;Dachshund (Miniature);;Brown;;MILLNER
Taylor;F;Dog;Y;Bullmastiff;Cross Breed;Tan;White;ALAWA
Ella;F;Dog;Y;Maltese;Cross Breed;White;Tan;BAYVIEW
Leo;M;Dog;Y;Maltese;Shih Tzu;White;;THE NARROWS
Dasha;M;Dog;Y;Dachshund;;Black;Tan;COCONUT GROVE
Lexi;F;Dog;Y;English Staffordshire Bull Terrier;;Black;Brindle;PARAP
Buffy;F;Dog;Y;Darwin Special;;Brindle;;RAPID CREEK
Milo;F;Cat;Y;Domestic Short Haired;;Black;Tortiseshell;NIGHTCLIFF
Brodie;M;Dog;Y;Border Collie;;Blue;Tri Colour;MUIRHEAD
Bella;F;Dog;Y;Labrador;;Gold;;JINGILI
Otis;M;Dog;N;Shar Pei;Bulldog;Brown;;WULAGI
Kaiju;M;Dog;N;German Shepherd Dog;;Black;Tan;LYONS
Dusty;M;Dog;Y;Australian Cattle Dog;;Red;White;ALAWA
Jackson;M;Dog;Y;Pomeranian;;Black;White;ALAWA
Rohan;M;Dog;Y;Mixed Breed;;Tan;White;THE NARROWS
Coco;F;Dog;N;Heeler;Bull Arab;Red;White;PARAP
Nala;F;Dog;Y;Great Dane;Mastiff;White;Black;JINGILI
Bolt;M;Dog;Y;Jack Russell Terrier;Australian Terrier;White;;MILLNER
Chance;M;Dog;Y;Dachshund;;Red;;LEANYER
Jake;M;Dog;N;Labrador;Cross Breed;Black;;KARAMA
Maddie;F;Dog;Y;Dalmatian;;Black;White;PARAP
Rose;F;Dog;N;Shih Tzu;;Grey;;LEANYER
Diesel;M;Dog;N;American Staffordshire Terrier;;White;;LYONS
Shadow;M;Dog;Y;Darwin Special;;Black;;MOIL
Oscar;M;Cat;Y;Domestic Short Haired;;Tabby;White;LEANYER
Rocco;M;Dog;N;Rottweiler;Shar Pei;Black;;ANULA
Qubee;M;Dog;Y;Staffordshire Bull Terrier;;Black;;ALAWA
Samson;M;Dog;Y;Cavoodle;;Blenheim;;KARAMA
Sumo;M;Dog;Y;Bullmastiff;;Tan;;FANNIE BAY
Hugo;M;Dog;Y;German Shepherd Dog;;Black;Tan;FANNIE BAY
Xena;F;Dog;Y;Blue Heeler;Cross Breed;Blue;;TIWI
Rex;M;Dog;Y;Corgi;Cross Breed;Fawn;;KARAMA
Buddy;M;Dog;Y;Heeler;Cross Breed;Black;White;KARAMA
Merlot;M;Dog;Y;German Short Haired Pointer;;Liver;;LUDMILLA
Jesse;F;Dog;Y;Border Collie;;Black;White;KARAMA
Kaiser;M;Dog;Y;Kelpie;;Black;Tan;LEANYER
Chino;M;Dog;N;Bull Arab;;White;Liver;STUART PARK
Zeus;M;Dog;Y;Labrador;;Gold;;KARAMA
Rosie;F;Dog;Y;Chihuahua;;Black;;ALAWA
Nelson;M;Dog;Y;Labrador;;Brown;;NIGHTCLIFF
Bmo;F;Dog;Y;Terrier (Toy);;Black;White;TIWI
Snowy;M;Dog;Y;Staffordshire Bull Terrier;Mixed Breed;White;;ALAWA
Koria;F;Dog;Y;Maltese;Shih Tzu;Black;White;WANGURI
Daisy;F;Dog;Y;Mixed Breed;;Blue;Black;RAPID CREEK
Billy;M;Dog;Y;Maltese;Shih Tzu;Black;;LEANYER
Jasmine;F;Cat;Y;Domestic Short Haired;;Black;White;LEANYER
Snow;F;Dog;Y;Mixed Breed;;White;;ANULA
Ivy;F;Dog;Y;Cross Breed;;Brindle;;WULAGI
Jax;M;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Tan;;WULAGI
Stella;F;Dog;Y;Kelpie;;Black;Tan;FANNIE BAY
Tank;M;Dog;Y;American Staffordshire Terrier;;Brown;;LEANYER
Digger;M;Dog;Y;Kelpie;;Black;Tan;MILLNER
Hera;F;Dog;Y;Rottweiler;;Black;Tan;MOIL
Penny;F;Dog;Y;Bull Arab;Cross Breed;Black;White;LEANYER
Zontor;M;Dog;Y;Australian Cattle Dog;Cross Breed;Blue;;TIWI
Gigi;F;Dog;Y;Poodle;;Black;;PARAP
Louie;M;Dog;N;Maltese;Shih Tzu;White;Brown;MALAK
Layla;F;Dog;Y;Border Collie;Cross Breed;Black;;MOIL
Molly;F;Dog;Y;Kelpie;Retriever;Black;;RAPID CREEK
Mavis;M;Cat;Y;Domestic Short Haired;;Tabby;;KARAMA
Cozzy;M;Dog;Y;Staffordshire Bull Terrier;;Tan;;WULAGI
Coco;F;Dog;Y;Beagle;;Brown;White;ALAWA
Harvey;M;Dog;Y;Shih Tzu;;Cream;;ANULA
Alice;F;Dog;Y;Australian Cattle Dog;;Blue;Red;MOIL
Wilma;F;Dog;Y;Border Collie;;Black;White;ANULA
Lou Harold;F;Dog;Y;Spoodle;;Chocolate;;ANULA
Maxi;F;Dog;Y;Beagle;;White;Gold;PARAP
Tiger;M;Dog;N;Maltese;;Cream;;ALAWA
Duff;M;Dog;Y;Staffordshire Bull Terrier;Cross Breed;White;Black;WULAGI
Jasper;M;Dog;Y;Mixed Breed;;Brown;White;ANULA
Leo;M;Dog;Y;Maltese;Shih Tzu;Tan;White;BAYVIEW
Rocky;M;Dog;N;Rhodesian Ridgeback;;Brown;White;NIGHTCLIFF
Sophie;F;Dog;Y;Terrier;Cross Breed;Tan;White;NIGHTCLIFF
Molly;F;Dog;Y;Maltese;Shih Tzu;White;Brown;WANGURI
T-Bone;M;Dog;Y;Mixed Breed;;Brindle;;STUART PARK
Josie;F;Dog;Y;Blue Heeler;;Blue;Roan;LUDMILLA
Bandit;M;Dog;Y;Chihuahua;Pug;Black;;ALAWA
Macavity;M;Cat;Y;Domestic Medium Hair;;Tabby;;WAGAMAN
Bobby;M;Dog;Y;English Toy Terrier;;Brown;Tan;JINGILI
Ollie;M;Dog;Y;Labrador;Cross Breed;Black;;WAGAMAN
Sally;F;Dog;Y;Bullmastiff;Rhodesian Ridgeback;Tan;;WAGAMAN
Tommy;M;Dog;Y;Border Collie;;Gold;White;LEANYER
Jed;M;Dog;N;Staffordshire Bull Terrier;;Blue;;ANULA
Bob;M;Dog;Y;Staffordshire Bull Terrier;Maltese;Black;White;ANULA
Hawthorn;M;Dog;Y;Mixed Breed;;Tan;White;WULAGI
Max;M;Cat;Y;Domestic Short Haired;;Black;White;JINGILI
Rusty;M;Dog;Y;Terrier;Cross Breed;Tan;;ALAWA
Sasha;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Brown;;MILLNER
Loo;F;Dog;N;Cross Breed;;Harlequin;;MILLNER
Sam;F;Dog;Y;Labrador;Retriever;Black;;RAPID CREEK
Polo;F;Dog;Y;Border Collie;;Black;White;WINNELLIE
Churchill;M;Cat;Y;Domestic Short Haired;;Tabby;White;JINGILI
Missy;F;Dog;Y;Bull Arab;Cross Breed;White;;NIGHTCLIFF
Charlee;F;Dog;Y;Australian Cattle Dog;;Blue;Tan;KARAMA
Coraline;F;Dog;Y;Fox Terrier (Miniature);Tenterfield Terrier;Black;White;KARAMA
Jet;F;Dog;Y;Border Collie;;Black;White;LEANYER
Frost;M;Dog;Y;Heeler;Cross Breed;Blue;Roan;ANULA
Sunny;F;Dog;Y;Shih Tzu;Poodle;Black;White;LARRAKEYAH
Dolly;F;Dog;Y;Mixed Breed;;Brindle;;MILLNER
Tozi;F;Dog;Y;Australian Terrier;;Red;;JINGILI
Esky;F;Dog;Y;American Staffordshire Terrier;;Blue;;KARAMA
Sandy;F;Dog;Y;Maltese;Shih Tzu;White;Gold;WANGURI
Duke;M;Cat;Y;Domestic Short Haired;;Ginger;;WULAGI
Midnight;M;Cat;Y;Mixed Breed;;Black;White;WULAGI
Elfie;M;Dog;Y;Jack Russell Terrier;Chihuahua;White;Black;LUDMILLA
Rigby;M;Cat;Y;Domestic Medium Hair;;Black;;STUART PARK
Jessie;F;Dog;Y;Australian Terrier;;Grey;White;LUDMILLA
Sypher;M;Dog;Y;Papillon;Jack Russell Terrier;White;Tan;MOIL
Cocoa;F;Dog;Y;Chihuahua;Fox Terrier;Brown;;JINGILI
Molly;F;Dog;Y;Jack Russell Terrier;;Tan;White;NAKARA
Missy;F;Dog;Y;Staffordshire Bull Terrier;Pit Bull Terrier;Tan;White;PARAP
Lara;F;Dog;Y;Maltese;Shih Tzu;Tan;White;JINGILI
Charlie;M;Dog;Y;Cocker Spaniel;;Black;;NAKARA
Archie;M;Dog;Y;Cavalier King Charles Spaniel;;Tri Colour;;MILLNER
Hendrixs;M;Cat;Y;Mixed Breed;;Grey;White;LEANYER
Charlie;M;Dog;Y;Labrador;;Black;;TIWI
Tiger Lily;F;Cat;Y;Domestic Short Haired;;Tortiseshell;;RAPID CREEK
Nuggett;M;Dog;N;Pit Bull Terrier;;Black;;MALAK
Wicket;M;Dog;Y;Spoodle;;Tan;;NAKARA
Turk;M;Dog;Y;Mixed Breed;;Black;Brindle;WULAGI
Tupug;F;Dog;Y;Pug;;Black;;ANULA
Snipo;M;Dog;Y;Staffordshire Bull Terrier;;Red;;MALAK
Mulaga;M;Cat;Y;Domestic Short Haired;;Black;;THE NARROWS
Princess;F;Dog;Y;Mixed Breed;;Black;White;ANULA
Prince;M;Dog;Y;Rottweiler;Australian Cattle Dog;Black;Tan;MOIL
Bruce;M;Dog;Y;Jack Russell Terrier;;White;Tan;WULAGI
Lee;F;Dog;Y;Jack Russell Terrier;;White;Black;WULAGI
Maxwell;M;Dog;Y;Labrador;;Gold;;LYONS
Nahla;F;Dog;Y;Shih Tzu;Poodle;Gold;;PARAP
Digby;M;Dog;Y;Australian Silky Terrier;;Grey;;MALAK
Ciccia;F;Dog;Y;Australian Cattle Dog;Bull Arab;Sable;;PARAP
Benny;M;Dog;Y;Bullmastiff;Cross Breed;Roan;;MILLNER
Roxy;F;Dog;Y;Heeler;;Red;;MILLNER
Beaker;M;Dog;Y;Blue Heeler;;Blue;;TIWI
Zeus Jacob;M;Dog;Y;French Mastiff;Bull Arab;White;Black;WULAGI
Richard;M;Dog;Y;Terrier;Cross Breed;Black;;WAGAMAN
Rocky;M;Dog;Y;Terrier;Cross Breed;Tan;Black;MILLNER
Kamari;F;Dog;Y;Cross Breed;;Red;;WULAGI
Blue Belle Flavell;F;Dog;Y;Blue Heeler;Cross Breed;Blue;;ANULA
Banshee;F;Dog;Y;Mixed Breed;;Tan;;LEANYER
Garth;M;Dog;Y;Catahoula;Cross Breed;Blue Merle;;RAPID CREEK
Coco;F;Dog;Y;Mixed Breed;;Brindle;White;COCONUT GROVE
Teddy;F;Dog;Y;Cocker Spaniel;;Black;Grey;KARAMA
Cimba;F;Dog;Y;Tibetan Spaniel;;Cream;Black;KARAMA
Seamus;M;Dog;Y;Boxer;Labrador;Black;;RAPID CREEK
Hank;M;Dog;N;Neapolitan Mastiff;Bullmastiff;Grey;Blue;LEANYER
Astro;M;Dog;Y;Staffordshire Bull Terrier;;Tan;White;WULAGI
Milly;F;Dog;Y;Bull Arab;Pit Bull Terrier;Brown;;MILLNER
Mini;F;Dog;Y;Jack Russell Terrier;Cross Breed;White;Tan;JINGILI
Peppa;F;Dog;Y;German Shepherd Dog;;Black;Gold;NIGHTCLIFF
Domino;F;Dog;Y;Bull Terrier;;White;;RAPID CREEK
Sari;F;Dog;Y;Cavoodle;;Gold;;BAYVIEW
Naz;F;Dog;Y;Red Heeler;Staffordshire Bull Terrier;White;Tan;LUDMILLA
Maizy;F;Dog;Y;American Staffordshire Terrier;Cross Breed;Black;;JINGILI
Oscar;M;Dog;Y;Border Collie;;Black;White;JINGILI
Boof;M;Dog;Y;Mixed Breed;;Black;White;KARAMA
Polly;F;Dog;Y;Red Heeler;Cross Breed;Brown;White;ANULA
Jack;M;Dog;N;Shih Tzu;West Highland White Terrier;Brindle;;STUART PARK
Charlie Carlson;F;Dog;Y;Labrador;;Black;;LEANYER
Ruby;F;Dog;N;Bull Arab;;White;Black;NAKARA
Karma;F;Dog;Y;Bull Arab;Cross Breed;Fawn;Tri Colour;LEANYER
Stitch;M;Dog;Y;Bull Terrier;Cross Breed;Brindle;;ALAWA
Kezza;F;Dog;Y;Chihuahua;;Red;White;TIWI
Bella;F;Dog;Y;Mixed Breed;;White;;RAPID CREEK
Power;M;Dog;Y;Blue Heeler;Cross Breed;Roan;Black;LEANYER
Lexi;F;Dog;Y;Blue Heeler;Cross Breed;Blue;Roan;LEANYER
Flynn;M;Dog;Y;Australian Terrier;;Sandy;;NIGHTCLIFF
Occy;M;Dog;Y;Maltese;Shih Tzu;Black;;THE NARROWS
Mousey;F;Dog;Y;Mixed Breed;;Brown;White;RAPID CREEK
Skye Blue;M;Cat;Y;British Short Hair;;Blue;;MUIRHEAD
Mask;M;Cat;Y;Domestic Short Haired;;Tabby;Grey;LUDMILLA
Rebel;F;Cat;Y;Domestic Short Haired;;Tabby;White;WAGAMAN
Bella;F;Dog;Y;Red Heeler;;Red;;MALAK
Darby;F;Dog;Y;Bull Arab;Wolfhound;Black;White;MARRARA
Cooper;M;Dog;Y;Jack Russell Terrier;Red Heeler;Red;White;JINGILI
Ruby;F;Dog;Y;Chihuahua;Fox Terrier;Tan;;NIGHTCLIFF
Louis;M;Dog;Y;Mixed Breed;;Black;;MOIL
Sunny Rodrigues;M;Dog;Y;Beagle;;Tri Colour;;LEANYER
Missy;F;Dog;Y;American Pit Bull Terrier;;Red;;LEANYER
Harry;M;Dog;Y;Bull Arab;;White;;MUIRHEAD
Leo;M;Dog;Y;Bull Arab;Munsterlander;Brindle;;LEANYER
Rocky;M;Dog;Y;Corgi;Jack Russell Terrier;Black;White;MOIL
Bear;M;Dog;Y;Poodle;;Apricot;;RAPID CREEK
Diva;F;Dog;N;German Shepherd Dog;;Black;Tan;KARAMA
Sally;F;Dog;Y;Heeler;Mixed Breed;Red;White;LEANYER
Bonnie;F;Dog;Y;Shar Pei;Staffordshire Bull Terrier;Tan;White;LUDMILLA
Oscar;M;Dog;Y;Moodle;;Apricot;;LEANYER
Sunny;F;Dog;Y;Labrador Retriever;;Chocolate;;MOIL
Wally;M;Dog;Y;Retriever;Mixed Breed;Black;;BRINKIN
Vegemite;F;Cat;Y;Domestic Short Haired;;Black;;PARAP
Nibbs;M;Dog;Y;Border Collie;;Black;White;WAGAMAN
Megs;F;Dog;Y;English Setter;;Brown;White;LARRAKEYAH
Ella;F;Dog;Y;Labrador Retriever;Cross Breed;Black;White;WANGURI
Nimble;M;Cat;Y;Domestic Short Haired;;Black;White;WULAGI
Superman;M;Dog;Y;Cross Breed;;Brindle;;JINGILI
Alfie;M;Dog;Y;Mixed Breed;;White;;ANULA
Bonnie;F;Dog;Y;Maltese;Cross Breed;Grey;;NAKARA
Jett;M;Dog;Y;Mixed Breed;;Black;;MARRARA
Winston;M;Dog;Y;Poodle;Mixed Breed;White;;LEANYER
Molly;F;Dog;Y;Pug;;Black;;MALAK
